week_from,week_until,calendar_week,age,ncumul_firstvacc,ncumul_secondvacc
2021-06-21,2021-06-27,25,70,10500,9620
2021-06-21,2021-06-27,25,71,10638,9760
2021-06-21,2021-06-27,25,72,10451,9664
2021-06-21,2021-06-27,25,73,10487,9745
2021-06-21,2021-06-27,25,74,10566,9858
2021-06-21,2021-06-27,25,75,10713,10080
2021-06-21,2021-06-27,25,76,10152,9661
2021-06-21,2021-06-27,25,77,10025,9490
2021-06-21,2021-06-27,25,78,9519,9070
2021-06-21,2021-06-27,25,79,8719,8352
2021-06-21,2021-06-27,25,80,8118,7771
2021-06-21,2021-06-27,25,81,7062,6773
2021-06-21,2021-06-27,25,82,6847,6539
2021-06-21,2021-06-27,25,83,6262,5948
2021-06-21,2021-06-27,25,84,5539,5283
2021-06-21,2021-06-27,25,85,5305,5053
2021-06-21,2021-06-27,25,86,4974,4768
2021-06-21,2021-06-27,25,87,4233,4063
2021-06-21,2021-06-27,25,88,3637,3460
2021-06-21,2021-06-27,25,89,3237,3098
2021-06-21,2021-06-27,25,90,2742,2630
2021-06-21,2021-06-27,25,91,2297,2190
2021-06-21,2021-06-27,25,92,1825,1738
2021-06-21,2021-06-27,25,93,1416,1354
2021-06-21,2021-06-27,25,94,1022,985
2021-06-21,2021-06-27,25,95,800,753
2021-06-21,2021-06-27,25,96,611,576
2021-06-21,2021-06-27,25,97,404,381
2021-06-21,2021-06-27,25,98,257,244
2021-06-21,2021-06-27,25,99,181,169
2021-06-21,2021-06-27,25,100+,252,236
2021-06-21,2021-06-27,25,NA,8,7
2021-06-28,2021-07-04,26,0,11,7
2021-06-28,2021-07-04,26,1,0,0
2021-06-28,2021-07-04,26,2,1,1
2021-06-28,2021-07-04,26,3,3,1
2021-06-28,2021-07-04,26,4,0,0
2021-06-28,2021-07-04,26,5,0,0
2021-06-28,2021-07-04,26,6,0,0
2021-06-28,2021-07-04,26,7,0,0
2021-06-28,2021-07-04,26,8,0,0
2021-06-28,2021-07-04,26,9,0,0
2021-06-28,2021-07-04,26,10,0,0
2021-06-28,2021-07-04,26,11,4,1
2021-06-28,2021-07-04,26,12,412,0
2021-06-28,2021-07-04,26,13,592,7
2021-06-28,2021-07-04,26,14,779,3
2021-06-28,2021-07-04,26,15,978,6
2021-06-28,2021-07-04,26,16,4310,1038
2021-06-28,2021-07-04,26,17,5677,1611
2021-06-28,2021-07-04,26,18,6178,2099
2021-06-28,2021-07-04,26,19,6134,2296
2021-06-28,2021-07-04,26,20,6593,2687
2021-06-28,2021-07-04,26,21,7037,3044
2021-06-28,2021-07-04,26,22,7463,3294
2021-06-28,2021-07-04,26,23,8303,3812
2021-06-28,2021-07-04,26,24,9036,4208
2021-06-28,2021-07-04,26,25,9792,4670
2021-06-28,2021-07-04,26,26,10445,5072
2021-06-28,2021-07-04,26,27,11874,5834
2021-06-28,2021-07-04,26,28,12400,6219
2021-06-28,2021-07-04,26,29,13250,6714
2021-06-28,2021-07-04,26,30,13711,6922
2021-06-28,2021-07-04,26,31,14155,7191
2021-06-28,2021-07-04,26,32,14323,7217
2021-06-28,2021-07-04,26,33,14423,7277
2021-06-28,2021-07-04,26,34,14511,7320
2021-06-28,2021-07-04,26,35,14568,7470
2021-06-28,2021-07-04,26,36,14503,7225
2021-06-28,2021-07-04,26,37,14643,7520
2021-06-28,2021-07-04,26,38,14662,7439
2021-06-28,2021-07-04,26,39,14990,7674
2021-06-28,2021-07-04,26,40,15048,7834
2021-06-28,2021-07-04,26,41,15127,7955
2021-06-28,2021-07-04,26,42,14633,7724
2021-06-28,2021-07-04,26,43,14505,7696
2021-06-28,2021-07-04,26,44,14625,7698
2021-06-28,2021-07-04,26,45,13988,7521
2021-06-28,2021-07-04,26,46,14397,7823
2021-06-28,2021-07-04,26,47,13993,7712
2021-06-28,2021-07-04,26,48,13854,7660
2021-06-28,2021-07-04,26,49,14562,8302
2021-06-28,2021-07-04,26,50,14875,10325
2021-06-28,2021-07-04,26,51,15435,11584
2021-06-28,2021-07-04,26,52,15732,11891
2021-06-28,2021-07-04,26,53,15780,12139
2021-06-28,2021-07-04,26,54,15734,12224
2021-06-28,2021-07-04,26,55,15790,12401
2021-06-28,2021-07-04,26,56,15753,12321
2021-06-28,2021-07-04,26,57,15582,12321
2021-06-28,2021-07-04,26,58,14848,11891
2021-06-28,2021-07-04,26,59,14204,11384
2021-06-28,2021-07-04,26,60,13598,11027
2021-06-28,2021-07-04,26,61,13206,10887
2021-06-28,2021-07-04,26,62,12753,10607
2021-06-28,2021-07-04,26,63,12248,10390
2021-06-28,2021-07-04,26,64,11765,10021
2021-06-28,2021-07-04,26,65,11537,10160
2021-06-28,2021-07-04,26,66,11284,10191
2021-06-28,2021-07-04,26,67,10752,9755
2021-06-28,2021-07-04,26,68,10654,9767
2021-06-28,2021-07-04,26,69,10693,9766
2021-06-28,2021-07-04,26,70,10577,9726
2021-06-28,2021-07-04,26,71,10702,9864
2021-06-28,2021-07-04,26,72,10537,9753
2021-06-28,2021-07-04,26,73,10555,9825
2021-06-28,2021-07-04,26,74,10625,9931
2021-06-28,2021-07-04,26,75,10756,10131
2021-06-28,2021-07-04,26,76,10190,9709
2021-06-28,2021-07-04,26,77,10069,9544
2021-06-28,2021-07-04,26,78,9549,9116
2021-06-28,2021-07-04,26,79,8752,8389
2021-06-28,2021-07-04,26,80,8147,7819
2021-06-28,2021-07-04,26,81,7082,6805
2021-06-28,2021-07-04,26,82,6875,6578
2021-06-28,2021-07-04,26,83,6280,5971
2021-06-28,2021-07-04,26,84,5556,5311
2021-06-28,2021-07-04,26,85,5323,5070
2021-06-28,2021-07-04,26,86,5000,4787
2021-06-28,2021-07-04,26,87,4247,4084
2021-06-28,2021-07-04,26,88,3651,3478
2021-06-28,2021-07-04,26,89,3239,3119
2021-06-28,2021-07-04,26,90,2751,2643
2021-06-28,2021-07-04,26,91,2304,2202
2021-06-28,2021-07-04,26,92,1830,1745
2021-06-28,2021-07-04,26,93,1416,1359
2021-06-28,2021-07-04,26,94,1024,985
2021-06-28,2021-07-04,26,95,800,754
2021-06-28,2021-07-04,26,96,615,576
2021-06-28,2021-07-04,26,97,404,382
2021-06-28,2021-07-04,26,98,257,245
2021-06-28,2021-07-04,26,99,182,169
2021-06-28,2021-07-04,26,100+,252,236
2021-06-28,2021-07-04,26,NA,8,7
2021-07-05,2021-07-11,27,0,12,8
2021-07-05,2021-07-11,27,1,0,0
2021-07-05,2021-07-11,27,2,1,1
2021-07-05,2021-07-11,27,3,3,1
2021-07-05,2021-07-11,27,4,0,0
2021-07-05,2021-07-11,27,5,0,0
2021-07-05,2021-07-11,27,6,0,0
2021-07-05,2021-07-11,27,7,0,0
2021-07-05,2021-07-11,27,8,0,0
2021-07-05,2021-07-11,27,9,0,0
2021-07-05,2021-07-11,27,10,0,0
2021-07-05,2021-07-11,27,11,5,2
2021-07-05,2021-07-11,27,12,835,1
2021-07-05,2021-07-11,27,13,1274,8
2021-07-05,2021-07-11,27,14,1565,6
2021-07-05,2021-07-11,27,15,1969,11
2021-07-05,2021-07-11,27,16,4735,1778
2021-07-05,2021-07-11,27,17,5858,2756
2021-07-05,2021-07-11,27,18,6384,3247
2021-07-05,2021-07-11,27,19,6330,3313
2021-07-05,2021-07-11,27,20,6831,3673
2021-07-05,2021-07-11,27,21,7303,4115
2021-07-05,2021-07-11,27,22,7716,4475
2021-07-05,2021-07-11,27,23,8556,5147
2021-07-05,2021-07-11,27,24,9270,5701
2021-07-05,2021-07-11,27,25,10058,6211
2021-07-05,2021-07-11,27,26,10690,6796
2021-07-05,2021-07-11,27,27,12136,7759
2021-07-05,2021-07-11,27,28,12688,8230
2021-07-05,2021-07-11,27,29,13512,8872
2021-07-05,2021-07-11,27,30,14014,9156
2021-07-05,2021-07-11,27,31,14464,9467
2021-07-05,2021-07-11,27,32,14650,9594
2021-07-05,2021-07-11,27,33,14709,9674
2021-07-05,2021-07-11,27,34,14792,9666
2021-07-05,2021-07-11,27,35,14877,9802
2021-07-05,2021-07-11,27,36,14800,9632
2021-07-05,2021-07-11,27,37,14903,9915
2021-07-05,2021-07-11,27,38,14930,9807
2021-07-05,2021-07-11,27,39,15251,10184
2021-07-05,2021-07-11,27,40,15318,10213
2021-07-05,2021-07-11,27,41,15393,10351
2021-07-05,2021-07-11,27,42,14859,10033
2021-07-05,2021-07-11,27,43,14765,9983
2021-07-05,2021-07-11,27,44,14856,9968
2021-07-05,2021-07-11,27,45,14227,9638
2021-07-05,2021-07-11,27,46,14617,9953
2021-07-05,2021-07-11,27,47,14213,9764
2021-07-05,2021-07-11,27,48,14092,9545
2021-07-05,2021-07-11,27,49,14798,10238
2021-07-05,2021-07-11,27,50,15109,11376
2021-07-05,2021-07-11,27,51,15655,12254
2021-07-05,2021-07-11,27,52,15943,12523
2021-07-05,2021-07-11,27,53,16009,12731
2021-07-05,2021-07-11,27,54,15940,12802
2021-07-05,2021-07-11,27,55,15998,12930
2021-07-05,2021-07-11,27,56,15950,12903
2021-07-05,2021-07-11,27,57,15775,12822
2021-07-05,2021-07-11,27,58,15016,12361
2021-07-05,2021-07-11,27,59,14372,11817
2021-07-05,2021-07-11,27,60,13753,11394
2021-07-05,2021-07-11,27,61,13346,11221
2021-07-05,2021-07-11,27,62,12884,10944
2021-07-05,2021-07-11,27,63,12370,10696
2021-07-05,2021-07-11,27,64,11871,10275
2021-07-05,2021-07-11,27,65,11614,10335
2021-07-05,2021-07-11,27,66,11369,10332
2021-07-05,2021-07-11,27,67,10835,9888
2021-07-05,2021-07-11,27,68,10716,9866
2021-07-05,2021-07-11,27,69,10759,9880
2021-07-05,2021-07-11,27,70,10625,9826
2021-07-05,2021-07-11,27,71,10752,9970
2021-07-05,2021-07-11,27,72,10582,9845
2021-07-05,2021-07-11,27,73,10594,9905
2021-07-05,2021-07-11,27,74,10662,10003
2021-07-05,2021-07-11,27,75,10800,10212
2021-07-05,2021-07-11,27,76,10222,9764
2021-07-05,2021-07-11,27,77,10092,9616
2021-07-05,2021-07-11,27,78,9584,9163
2021-07-05,2021-07-11,27,79,8783,8420
2021-07-05,2021-07-11,27,80,8165,7862
2021-07-05,2021-07-11,27,81,7105,6833
2021-07-05,2021-07-11,27,82,6894,6604
2021-07-05,2021-07-11,27,83,6300,6000
2021-07-05,2021-07-11,27,84,5573,5330
2021-07-05,2021-07-11,27,85,5339,5104
2021-07-05,2021-07-11,27,86,5010,4802
2021-07-05,2021-07-11,27,87,4256,4101
2021-07-05,2021-07-11,27,88,3664,3487
2021-07-05,2021-07-11,27,89,3245,3129
2021-07-05,2021-07-11,27,90,2758,2652
2021-07-05,2021-07-11,27,91,2307,2208
2021-07-05,2021-07-11,27,92,1834,1752
2021-07-05,2021-07-11,27,93,1421,1363
2021-07-05,2021-07-11,27,94,1027,988
2021-07-05,2021-07-11,27,95,804,756
2021-07-05,2021-07-11,27,96,617,580
2021-07-05,2021-07-11,27,97,404,383
2021-07-05,2021-07-11,27,98,257,245
2021-07-05,2021-07-11,27,99,183,170
2021-07-05,2021-07-11,27,100+,252,236
2021-07-05,2021-07-11,27,NA,8,7
2021-07-12,2021-07-18,28,0,12,8
2021-07-12,2021-07-18,28,1,0,0
2021-07-12,2021-07-18,28,2,1,1
2021-07-12,2021-07-18,28,3,3,1
2021-07-12,2021-07-18,28,4,0,0
2021-07-12,2021-07-18,28,5,1,0
2021-07-12,2021-07-18,28,6,0,0
2021-07-12,2021-07-18,28,7,0,0
2021-07-12,2021-07-18,28,8,0,0
2021-07-12,2021-07-18,28,9,0,0
2021-07-12,2021-07-18,28,10,0,0
2021-07-12,2021-07-18,28,11,7,3
2021-07-12,2021-07-18,28,12,1310,4
2021-07-12,2021-07-18,28,13,1962,10
2021-07-12,2021-07-18,28,14,2340,11
2021-07-12,2021-07-18,28,15,2791,14
2021-07-12,2021-07-18,28,16,5109,2789
2021-07-12,2021-07-18,28,17,6020,4056
2021-07-12,2021-07-18,28,18,6562,4435
2021-07-12,2021-07-18,28,19,6584,4344
2021-07-12,2021-07-18,28,20,7130,4714
2021-07-12,2021-07-18,28,21,7625,5152
2021-07-12,2021-07-18,28,22,7988,5449
2021-07-12,2021-07-18,28,23,8790,6243
2021-07-12,2021-07-18,28,24,9508,6819
2021-07-12,2021-07-18,28,25,10280,7420
2021-07-12,2021-07-18,28,26,10885,8047
2021-07-12,2021-07-18,28,27,12366,9150
2021-07-12,2021-07-18,28,28,12932,9717
2021-07-12,2021-07-18,28,29,13790,10462
2021-07-12,2021-07-18,28,30,14265,10755
2021-07-12,2021-07-18,28,31,14719,11198
2021-07-12,2021-07-18,28,32,14930,11358
2021-07-12,2021-07-18,28,33,15016,11435
2021-07-12,2021-07-18,28,34,15080,11538
2021-07-12,2021-07-18,28,35,15154,11575
2021-07-12,2021-07-18,28,36,15085,11443
2021-07-12,2021-07-18,28,37,15150,11779
2021-07-12,2021-07-18,28,38,15173,11704
2021-07-12,2021-07-18,28,39,15511,12150
2021-07-12,2021-07-18,28,40,15572,12239
2021-07-12,2021-07-18,28,41,15596,12339
2021-07-12,2021-07-18,28,42,15089,11918
2021-07-12,2021-07-18,28,43,14974,11873
2021-07-12,2021-07-18,28,44,15073,11839
2021-07-12,2021-07-18,28,45,14450,11417
2021-07-12,2021-07-18,28,46,14828,11797
2021-07-12,2021-07-18,28,47,14420,11482
2021-07-12,2021-07-18,28,48,14277,11324
2021-07-12,2021-07-18,28,49,15028,11970
2021-07-12,2021-07-18,28,50,15296,12652
2021-07-12,2021-07-18,28,51,15848,13227
2021-07-12,2021-07-18,28,52,16145,13465
2021-07-12,2021-07-18,28,53,16218,13642
2021-07-12,2021-07-18,28,54,16144,13672
2021-07-12,2021-07-18,28,55,16198,13731
2021-07-12,2021-07-18,28,56,16147,13723
2021-07-12,2021-07-18,28,57,15954,13570
2021-07-12,2021-07-18,28,58,15191,13082
2021-07-12,2021-07-18,28,59,14540,12447
2021-07-12,2021-07-18,28,60,13876,11983
2021-07-12,2021-07-18,28,61,13497,11750
2021-07-12,2021-07-18,28,62,13027,11420
2021-07-12,2021-07-18,28,63,12488,11074
2021-07-12,2021-07-18,28,64,11991,10639
2021-07-12,2021-07-18,28,65,11698,10626
2021-07-12,2021-07-18,28,66,11436,10535
2021-07-12,2021-07-18,28,67,10891,10084
2021-07-12,2021-07-18,28,68,10776,10037
2021-07-12,2021-07-18,28,69,10802,10064
2021-07-12,2021-07-18,28,70,10685,10008
2021-07-12,2021-07-18,28,71,10801,10117
2021-07-12,2021-07-18,28,72,10619,9960
2021-07-12,2021-07-18,28,73,10653,10030
2021-07-12,2021-07-18,28,74,10702,10125
2021-07-12,2021-07-18,28,75,10841,10313
2021-07-12,2021-07-18,28,76,10253,9841
2021-07-12,2021-07-18,28,77,10125,9689
2021-07-12,2021-07-18,28,78,9620,9226
2021-07-12,2021-07-18,28,79,8810,8490
2021-07-12,2021-07-18,28,80,8189,7915
2021-07-12,2021-07-18,28,81,7119,6882
2021-07-12,2021-07-18,28,82,6903,6644
2021-07-12,2021-07-18,28,83,6316,6045
2021-07-12,2021-07-18,28,84,5585,5361
2021-07-12,2021-07-18,28,85,5352,5131
2021-07-12,2021-07-18,28,86,5014,4828
2021-07-12,2021-07-18,28,87,4271,4131
2021-07-12,2021-07-18,28,88,3668,3508
2021-07-12,2021-07-18,28,89,3253,3142
2021-07-12,2021-07-18,28,90,2761,2656
2021-07-12,2021-07-18,28,91,2309,2212
2021-07-12,2021-07-18,28,92,1838,1760
2021-07-12,2021-07-18,28,93,1423,1366
2021-07-12,2021-07-18,28,94,1028,991
2021-07-12,2021-07-18,28,95,806,759
2021-07-12,2021-07-18,28,96,618,581
2021-07-12,2021-07-18,28,97,405,385
2021-07-12,2021-07-18,28,98,257,247
2021-07-12,2021-07-18,28,99,183,171
2021-07-12,2021-07-18,28,100+,252,236
2021-07-12,2021-07-18,28,NA,8,7
2021-07-19,2021-07-25,29,0,12,8
2021-07-19,2021-07-25,29,1,0,0
2021-07-19,2021-07-25,29,2,1,1
2021-07-19,2021-07-25,29,3,3,1
2021-07-19,2021-07-25,29,4,0,0
2021-07-19,2021-07-25,29,5,1,0
2021-07-19,2021-07-25,29,6,0,0
2021-07-19,2021-07-25,29,7,0,0
2021-07-19,2021-07-25,29,8,0,0
2021-07-19,2021-07-25,29,9,0,0
2021-07-19,2021-07-25,29,10,0,0
2021-07-19,2021-07-25,29,11,7,3
2021-07-19,2021-07-25,29,12,1544,9
2021-07-19,2021-07-25,29,13,2209,14
2021-07-19,2021-07-25,29,14,2668,17
2021-07-19,2021-07-25,29,15,3112,26
2021-07-19,2021-07-25,29,16,5284,3462
2021-07-19,2021-07-25,29,17,6146,4880
2021-07-19,2021-07-25,29,18,6690,5268
2021-07-19,2021-07-25,29,19,6715,5179
2021-07-19,2021-07-25,29,20,7274,5563
2021-07-19,2021-07-25,29,21,7789,6004
2021-07-19,2021-07-25,29,22,8146,6365
2021-07-19,2021-07-25,29,23,8957,7206
2021-07-19,2021-07-25,29,24,9687,7840
2021-07-19,2021-07-25,29,25,10452,8562
2021-07-19,2021-07-25,29,26,11082,9186
2021-07-19,2021-07-25,29,27,12561,10495
2021-07-19,2021-07-25,29,28,13135,11015
2021-07-19,2021-07-25,29,29,13994,11858
2021-07-19,2021-07-25,29,30,14506,12149
2021-07-19,2021-07-25,29,31,14981,12644
2021-07-19,2021-07-25,29,32,15177,12837
2021-07-19,2021-07-25,29,33,15251,12885
2021-07-19,2021-07-25,29,34,15304,13004
2021-07-19,2021-07-25,29,35,15418,13108
2021-07-19,2021-07-25,29,36,15312,12922
2021-07-19,2021-07-25,29,37,15372,13286
2021-07-19,2021-07-25,29,38,15375,13186
2021-07-19,2021-07-25,29,39,15695,13624
2021-07-19,2021-07-25,29,40,15797,13708
2021-07-19,2021-07-25,29,41,15795,13806
2021-07-19,2021-07-25,29,42,15270,13325
2021-07-19,2021-07-25,29,43,15157,13239
2021-07-19,2021-07-25,29,44,15247,13310
2021-07-19,2021-07-25,29,45,14618,12750
2021-07-19,2021-07-25,29,46,14988,13176
2021-07-19,2021-07-25,29,47,14590,12761
2021-07-19,2021-07-25,29,48,14433,12629
2021-07-19,2021-07-25,29,49,15212,13384
2021-07-19,2021-07-25,29,50,15431,13701
2021-07-19,2021-07-25,29,51,15996,14259
2021-07-19,2021-07-25,29,52,16284,14463
2021-07-19,2021-07-25,29,53,16389,14607
2021-07-19,2021-07-25,29,54,16304,14583
2021-07-19,2021-07-25,29,55,16370,14643
2021-07-19,2021-07-25,29,56,16317,14625
2021-07-19,2021-07-25,29,57,16105,14456
2021-07-19,2021-07-25,29,58,15355,13920
2021-07-19,2021-07-25,29,59,14707,13190
2021-07-19,2021-07-25,29,60,14014,12681
2021-07-19,2021-07-25,29,61,13629,12312
2021-07-19,2021-07-25,29,62,13134,11983
2021-07-19,2021-07-25,29,63,12575,11572
2021-07-19,2021-07-25,29,64,12066,11083
2021-07-19,2021-07-25,29,65,11760,10977
2021-07-19,2021-07-25,29,66,11502,10784
2021-07-19,2021-07-25,29,67,10945,10329
2021-07-19,2021-07-25,29,68,10832,10226
2021-07-19,2021-07-25,29,69,10846,10254
2021-07-19,2021-07-25,29,70,10722,10182
2021-07-19,2021-07-25,29,71,10849,10308
2021-07-19,2021-07-25,29,72,10666,10136
2021-07-19,2021-07-25,29,73,10688,10178
2021-07-19,2021-07-25,29,74,10742,10275
2021-07-19,2021-07-25,29,75,10867,10427
2021-07-19,2021-07-25,29,76,10274,9930
2021-07-19,2021-07-25,29,77,10158,9773
2021-07-19,2021-07-25,29,78,9646,9316
2021-07-19,2021-07-25,29,79,8834,8551
2021-07-19,2021-07-25,29,80,8208,7971
2021-07-19,2021-07-25,29,81,7134,6919
2021-07-19,2021-07-25,29,82,6920,6694
2021-07-19,2021-07-25,29,83,6324,6088
2021-07-19,2021-07-25,29,84,5603,5400
2021-07-19,2021-07-25,29,85,5363,5176
2021-07-19,2021-07-25,29,86,5025,4863
2021-07-19,2021-07-25,29,87,4279,4156
2021-07-19,2021-07-25,29,88,3676,3538
2021-07-19,2021-07-25,29,89,3259,3161
2021-07-19,2021-07-25,29,90,2767,2670
2021-07-19,2021-07-25,29,91,2313,2218
2021-07-19,2021-07-25,29,92,1840,1768
2021-07-19,2021-07-25,29,93,1426,1373
2021-07-19,2021-07-25,29,94,1030,994
2021-07-19,2021-07-25,29,95,807,765
2021-07-19,2021-07-25,29,96,619,583
2021-07-19,2021-07-25,29,97,406,387
2021-07-19,2021-07-25,29,98,257,247
2021-07-19,2021-07-25,29,99,183,172
2021-07-19,2021-07-25,29,100+,252,237
2021-07-19,2021-07-25,29,NA,8,7
2021-07-26,2021-08-01,30,0,12,8
2021-07-26,2021-08-01,30,1,0,0
2021-07-26,2021-08-01,30,2,1,1
2021-07-26,2021-08-01,30,3,3,1
2021-07-26,2021-08-01,30,4,0,0
2021-07-26,2021-08-01,30,5,1,0
2021-07-26,2021-08-01,30,6,0,0
2021-07-26,2021-08-01,30,7,0,0
2021-07-26,2021-08-01,30,8,0,0
2021-07-26,2021-08-01,30,9,0,0
2021-07-26,2021-08-01,30,10,0,0
2021-07-26,2021-08-01,30,11,8,3
2021-07-26,2021-08-01,30,12,1662,283
2021-07-26,2021-08-01,30,13,2362,432
2021-07-26,2021-08-01,30,14,2839,554
2021-07-26,2021-08-01,30,15,3308,684
2021-07-26,2021-08-01,30,16,5420,3929
2021-07-26,2021-08-01,30,17,6261,5202
2021-07-26,2021-08-01,30,18,6790,5639
2021-07-26,2021-08-01,30,19,6827,5576
2021-07-26,2021-08-01,30,20,7414,5982
2021-07-26,2021-08-01,30,21,7924,6451
2021-07-26,2021-08-01,30,22,8288,6813
2021-07-26,2021-08-01,30,23,9134,7681
2021-07-26,2021-08-01,30,24,9867,8334
2021-07-26,2021-08-01,30,25,10629,9072
2021-07-26,2021-08-01,30,26,11287,9692
2021-07-26,2021-08-01,30,27,12755,11062
2021-07-26,2021-08-01,30,28,13339,11572
2021-07-26,2021-08-01,30,29,14204,12447
2021-07-26,2021-08-01,30,30,14769,12773
2021-07-26,2021-08-01,30,31,15225,13264
2021-07-26,2021-08-01,30,32,15413,13433
2021-07-26,2021-08-01,30,33,15497,13476
2021-07-26,2021-08-01,30,34,15544,13587
2021-07-26,2021-08-01,30,35,15632,13697
2021-07-26,2021-08-01,30,36,15542,13550
2021-07-26,2021-08-01,30,37,15595,13801
2021-07-26,2021-08-01,30,38,15578,13730
2021-07-26,2021-08-01,30,39,15898,14127
2021-07-26,2021-08-01,30,40,16006,14177
2021-07-26,2021-08-01,30,41,15982,14305
2021-07-26,2021-08-01,30,42,15465,13799
2021-07-26,2021-08-01,30,43,15302,13679
2021-07-26,2021-08-01,30,44,15408,13731
2021-07-26,2021-08-01,30,45,14771,13190
2021-07-26,2021-08-01,30,46,15149,13577
2021-07-26,2021-08-01,30,47,14757,13167
2021-07-26,2021-08-01,30,48,14586,13071
2021-07-26,2021-08-01,30,49,15371,13768
2021-07-26,2021-08-01,30,50,15605,14091
2021-07-26,2021-08-01,30,51,16162,14613
2021-07-26,2021-08-01,30,52,16448,14853
2021-07-26,2021-08-01,30,53,16574,14958
2021-07-26,2021-08-01,30,54,16495,14955
2021-07-26,2021-08-01,30,55,16549,14983
2021-07-26,2021-08-01,30,56,16481,14985
2021-07-26,2021-08-01,30,57,16268,14818
2021-07-26,2021-08-01,30,58,15524,14218
2021-07-26,2021-08-01,30,59,14830,13488
2021-07-26,2021-08-01,30,60,14146,12917
2021-07-26,2021-08-01,30,61,13766,12551
2021-07-26,2021-08-01,30,62,13244,12193
2021-07-26,2021-08-01,30,63,12667,11758
2021-07-26,2021-08-01,30,64,12163,11265
2021-07-26,2021-08-01,30,65,11842,11105
2021-07-26,2021-08-01,30,66,11564,10899
2021-07-26,2021-08-01,30,67,11004,10428
2021-07-26,2021-08-01,30,68,10887,10319
2021-07-26,2021-08-01,30,69,10901,10342
2021-07-26,2021-08-01,30,70,10769,10257
2021-07-26,2021-08-01,30,71,10888,10379
2021-07-26,2021-08-01,30,72,10714,10231
2021-07-26,2021-08-01,30,73,10722,10248
2021-07-26,2021-08-01,30,74,10784,10346
2021-07-26,2021-08-01,30,75,10892,10477
2021-07-26,2021-08-01,30,76,10299,9975
2021-07-26,2021-08-01,30,77,10184,9821
2021-07-26,2021-08-01,30,78,9666,9352
2021-07-26,2021-08-01,30,79,8860,8582
2021-07-26,2021-08-01,30,80,8223,7997
2021-07-26,2021-08-01,30,81,7150,6939
2021-07-26,2021-08-01,30,82,6933,6719
2021-07-26,2021-08-01,30,83,6344,6102
2021-07-26,2021-08-01,30,84,5615,5419
2021-07-26,2021-08-01,30,85,5376,5195
2021-07-26,2021-08-01,30,86,5034,4883
2021-07-26,2021-08-01,30,87,4301,4172
2021-07-26,2021-08-01,30,88,3688,3551
2021-07-26,2021-08-01,30,89,3265,3167
2021-07-26,2021-08-01,30,90,2771,2679
2021-07-26,2021-08-01,30,91,2320,2228
2021-07-26,2021-08-01,30,92,1841,1776
2021-07-26,2021-08-01,30,93,1432,1373
2021-07-26,2021-08-01,30,94,1031,997
2021-07-26,2021-08-01,30,95,810,765
2021-07-26,2021-08-01,30,96,619,585
2021-07-26,2021-08-01,30,97,408,388
2021-07-26,2021-08-01,30,98,258,247
2021-07-26,2021-08-01,30,99,183,173
2021-07-26,2021-08-01,30,100+,253,237
2021-07-26,2021-08-01,30,NA,8,7
2021-08-02,2021-08-08,31,0,13,8
2021-08-02,2021-08-08,31,1,0,0
2021-08-02,2021-08-08,31,2,1,1
2021-08-02,2021-08-08,31,3,3,2
2021-08-02,2021-08-08,31,4,0,0
2021-08-02,2021-08-08,31,5,1,0
2021-08-02,2021-08-08,31,6,0,0
2021-08-02,2021-08-08,31,7,0,0
2021-08-02,2021-08-08,31,8,0,0
2021-08-02,2021-08-08,31,9,0,0
2021-08-02,2021-08-08,31,10,0,0
2021-08-02,2021-08-08,31,11,8,4
2021-08-02,2021-08-08,31,12,1786,585
2021-08-02,2021-08-08,31,13,2492,903
2021-08-02,2021-08-08,31,14,2996,1077
2021-08-02,2021-08-08,31,15,3474,1429
2021-08-02,2021-08-08,31,16,5544,4292
2021-08-02,2021-08-08,31,17,6338,5386
2021-08-02,2021-08-08,31,18,6862,5830
2021-08-02,2021-08-08,31,19,6899,5741
2021-08-02,2021-08-08,31,20,7514,6149
2021-08-02,2021-08-08,31,21,8015,6658
2021-08-02,2021-08-08,31,22,8380,7069
2021-08-02,2021-08-08,31,23,9241,7906
2021-08-02,2021-08-08,31,24,9986,8593
2021-08-02,2021-08-08,31,25,10744,9323
2021-08-02,2021-08-08,31,26,11447,9930
2021-08-02,2021-08-08,31,27,12887,11359
2021-08-02,2021-08-08,31,28,13478,11869
2021-08-02,2021-08-08,31,29,14374,12738
2021-08-02,2021-08-08,31,30,14924,13084
2021-08-02,2021-08-08,31,31,15376,13562
2021-08-02,2021-08-08,31,32,15551,13748
2021-08-02,2021-08-08,31,33,15656,13790
2021-08-02,2021-08-08,31,34,15695,13893
2021-08-02,2021-08-08,31,35,15759,14006
2021-08-02,2021-08-08,31,36,15673,13869
2021-08-02,2021-08-08,31,37,15737,14080
2021-08-02,2021-08-08,31,38,15729,14004
2021-08-02,2021-08-08,31,39,16026,14375
2021-08-02,2021-08-08,31,40,16136,14436
2021-08-02,2021-08-08,31,41,16105,14563
2021-08-02,2021-08-08,31,42,15575,14024
2021-08-02,2021-08-08,31,43,15412,13936
2021-08-02,2021-08-08,31,44,15510,13959
2021-08-02,2021-08-08,31,45,14876,13382
2021-08-02,2021-08-08,31,46,15253,13782
2021-08-02,2021-08-08,31,47,14857,13388
2021-08-02,2021-08-08,31,48,14690,13264
2021-08-02,2021-08-08,31,49,15478,13974
