date,ageclass,gender,ncumul_firstvacc,ncumul_secondvacc
2021-04-19,80+,m,25049,15403
2021-04-19,NA,d,0,0
2021-04-19,NA,f,24,16
2021-04-19,NA,m,10,7
2021-04-20,0-9,d,0,0
2021-04-20,0-9,f,14,14
2021-04-20,0-9,m,4,3
2021-04-20,10-19,d,1,0
2021-04-20,10-19,f,533,368
2021-04-20,10-19,m,276,181
2021-04-20,20-29,d,1,0
2021-04-20,20-29,f,4845,3154
2021-04-20,20-29,m,2648,1605
2021-04-20,30-39,d,5,1
2021-04-20,30-39,f,7600,4908
2021-04-20,30-39,m,5469,3029
2021-04-20,40-49,d,7,1
2021-04-20,40-49,f,9801,5911
2021-04-20,40-49,m,7517,3728
2021-04-20,50-59,d,11,1
2021-04-20,50-59,f,14592,8423
2021-04-20,50-59,m,12722,5881
2021-04-20,60-69,d,17,2
2021-04-20,60-69,f,20621,7306
2021-04-20,60-69,m,19472,6627
2021-04-20,70-79,d,27,10
2021-04-20,70-79,f,32967,12478
2021-04-20,70-79,m,29701,11938
2021-04-20,80+,d,18,7
2021-04-20,80+,f,35858,21989
2021-04-20,80+,m,25302,15625
2021-04-20,NA,d,0,0
2021-04-20,NA,f,24,16
2021-04-20,NA,m,10,7
2021-04-21,0-9,d,0,0
2021-04-21,0-9,f,14,14
2021-04-21,0-9,m,4,3
2021-04-21,10-19,d,1,0
2021-04-21,10-19,f,560,372
2021-04-21,10-19,m,284,183
2021-04-21,20-29,d,1,0
2021-04-21,20-29,f,5007,3253
2021-04-21,20-29,m,2784,1653
2021-04-21,30-39,d,6,1
2021-04-21,30-39,f,7848,5030
2021-04-21,30-39,m,5758,3110
2021-04-21,40-49,d,8,1
2021-04-21,40-49,f,10231,6050
2021-04-21,40-49,m,7981,3793
2021-04-21,50-59,d,12,2
2021-04-21,50-59,f,15326,8617
2021-04-21,50-59,m,13613,5965
2021-04-21,60-69,d,18,2
2021-04-21,60-69,f,22380,7476
2021-04-21,60-69,m,21103,6739
2021-04-21,70-79,d,29,10
2021-04-21,70-79,f,34607,12702
2021-04-21,70-79,m,31087,12129
2021-04-21,80+,d,18,7
2021-04-21,80+,f,36268,22218
2021-04-21,80+,m,25588,15789
2021-04-21,NA,d,0,0
2021-04-21,NA,f,24,16
2021-04-21,NA,m,10,7
2021-04-22,0-9,d,0,0
2021-04-22,0-9,f,14,14
2021-04-22,0-9,m,4,3
2021-04-22,10-19,d,1,0
2021-04-22,10-19,f,593,375
2021-04-22,10-19,m,302,186
2021-04-22,20-29,d,2,0
2021-04-22,20-29,f,5251,3340
2021-04-22,20-29,m,2932,1694
2021-04-22,30-39,d,6,1
2021-04-22,30-39,f,8232,5149
2021-04-22,30-39,m,6045,3181
2021-04-22,40-49,d,8,1
2021-04-22,40-49,f,10782,6144
2021-04-22,40-49,m,8466,3861
2021-04-22,50-59,d,13,2
2021-04-22,50-59,f,16215,8743
2021-04-22,50-59,m,14654,6034
2021-04-22,60-69,d,23,2
2021-04-22,60-69,f,24185,7599
2021-04-22,60-69,m,22870,6846
2021-04-22,70-79,d,31,11
2021-04-22,70-79,f,36331,12921
2021-04-22,70-79,m,32616,12314
2021-04-22,80+,d,19,7
2021-04-22,80+,f,36731,22449
2021-04-22,80+,m,25920,15982
2021-04-22,NA,d,0,0
2021-04-22,NA,f,24,16
2021-04-22,NA,m,10,7
2021-04-23,0-9,d,0,0
2021-04-23,0-9,f,14,14
2021-04-23,0-9,m,4,3
2021-04-23,10-19,d,1,0
2021-04-23,10-19,f,622,387
2021-04-23,10-19,m,316,188
2021-04-23,20-29,d,2,0
2021-04-23,20-29,f,5435,3439
2021-04-23,20-29,m,3055,1729
2021-04-23,30-39,d,8,1
2021-04-23,30-39,f,8539,5258
2021-04-23,30-39,m,6281,3253
2021-04-23,40-49,d,9,1
2021-04-23,40-49,f,11223,6267
2021-04-23,40-49,m,8916,3936
2021-04-23,50-59,d,13,2
2021-04-23,50-59,f,16979,8871
2021-04-23,50-59,m,15483,6138
2021-04-23,60-69,d,26,2
2021-04-23,60-69,f,25648,7742
2021-04-23,60-69,m,24250,6982
2021-04-23,70-79,d,36,12
2021-04-23,70-79,f,37613,13203
2021-04-23,70-79,m,33722,12548
2021-04-23,80+,d,19,8
2021-04-23,80+,f,37060,22829
2021-04-23,80+,m,26139,16280
2021-04-23,NA,d,0,0
2021-04-23,NA,f,24,16
2021-04-23,NA,m,10,7
2021-04-24,0-9,d,0,0
2021-04-24,0-9,f,14,14
2021-04-24,0-9,m,4,3
2021-04-24,10-19,d,1,0
2021-04-24,10-19,f,627,387
2021-04-24,10-19,m,318,188
2021-04-24,20-29,d,2,0
2021-04-24,20-29,f,5483,3444
2021-04-24,20-29,m,3089,1730
2021-04-24,30-39,d,8,1
2021-04-24,30-39,f,8608,5276
2021-04-24,30-39,m,6343,3262
2021-04-24,40-49,d,9,1
2021-04-24,40-49,f,11346,6303
2021-04-24,40-49,m,9019,3972
2021-04-24,50-59,d,13,2
2021-04-24,50-59,f,17204,8931
2021-04-24,50-59,m,15762,6206
2021-04-24,60-69,d,26,2
2021-04-24,60-69,f,26047,7823
2021-04-24,60-69,m,24591,7054
2021-04-24,70-79,d,36,12
2021-04-24,70-79,f,37963,13442
2021-04-24,70-79,m,34045,12722
2021-04-24,80+,d,19,9
2021-04-24,80+,f,37261,23105
2021-04-24,80+,m,26295,16491
2021-04-24,NA,d,0,0
2021-04-24,NA,f,24,16
2021-04-24,NA,m,10,7
2021-04-25,0-9,d,0,0
2021-04-25,0-9,f,14,14
2021-04-25,0-9,m,4,3
2021-04-25,10-19,d,1,0
2021-04-25,10-19,f,627,387
2021-04-25,10-19,m,318,188
2021-04-25,20-29,d,2,0
2021-04-25,20-29,f,5483,3444
2021-04-25,20-29,m,3092,1733
2021-04-25,30-39,d,8,1
2021-04-25,30-39,f,8612,5276
2021-04-25,30-39,m,6343,3264
2021-04-25,40-49,d,9,1
2021-04-25,40-49,f,11352,6303
2021-04-25,40-49,m,9025,3973
2021-04-25,50-59,d,13,2
2021-04-25,50-59,f,17230,8942
2021-04-25,50-59,m,15790,6211
2021-04-25,60-69,d,26,2
2021-04-25,60-69,f,26066,7833
2021-04-25,60-69,m,24599,7067
2021-04-25,70-79,d,36,12
2021-04-25,70-79,f,37967,13476
2021-04-25,70-79,m,34048,12746
2021-04-25,80+,d,19,9
2021-04-25,80+,f,37263,23146
2021-04-25,80+,m,26297,16520
2021-04-25,NA,d,0,0
2021-04-25,NA,f,24,16
2021-04-25,NA,m,10,7
2021-04-26,0-9,d,0,0
2021-04-26,0-9,f,14,14
2021-04-26,0-9,m,4,3
2021-04-26,10-19,d,1,0
2021-04-26,10-19,f,643,387
2021-04-26,10-19,m,329,188
2021-04-26,20-29,d,2,0
2021-04-26,20-29,f,5613,3455
2021-04-26,20-29,m,3207,1737
2021-04-26,30-39,d,9,1
2021-04-26,30-39,f,8841,5296
2021-04-26,30-39,m,6611,3283
2021-04-26,40-49,d,9,1
2021-04-26,40-49,f,11718,6330
2021-04-26,40-49,m,9415,4001
2021-04-26,50-59,d,13,2
2021-04-26,50-59,f,17841,9001
2021-04-26,50-59,m,16602,6298
2021-04-26,60-69,d,26,2
2021-04-26,60-69,f,27209,7943
2021-04-26,60-69,m,25835,7180
2021-04-26,70-79,d,38,12
2021-04-26,70-79,f,38949,13833
2021-04-26,70-79,m,34930,13057
2021-04-26,80+,d,19,9
2021-04-26,80+,f,37436,23571
2021-04-26,80+,m,26436,16871
2021-04-26,NA,d,0,0
2021-04-26,NA,f,24,16
2021-04-26,NA,m,10,7
2021-04-27,0-9,d,0,0
2021-04-27,0-9,f,14,15
2021-04-27,0-9,m,4,3
2021-04-27,10-19,d,1,0
2021-04-27,10-19,f,668,390
2021-04-27,10-19,m,347,189
2021-04-27,20-29,d,2,0
2021-04-27,20-29,f,5884,3469
2021-04-27,20-29,m,3347,1745
2021-04-27,30-39,d,9,2
2021-04-27,30-39,f,9230,5311
2021-04-27,30-39,m,6945,3305
2021-04-27,40-49,d,12,1
2021-04-27,40-49,f,12268,6362
2021-04-27,40-49,m,9949,4032
2021-04-27,50-59,d,14,2
2021-04-27,50-59,f,18815,9078
2021-04-27,50-59,m,17626,6397
2021-04-27,60-69,d,26,2
2021-04-27,60-69,f,28909,8085
2021-04-27,60-69,m,27596,7311
2021-04-27,70-79,d,40,12
2021-04-27,70-79,f,40350,14250
2021-04-27,70-79,m,36157,13427
2021-04-27,80+,d,19,10
2021-04-27,80+,f,37772,24074
2021-04-27,80+,m,26633,17256
2021-04-27,NA,d,0,0
2021-04-27,NA,f,24,16
2021-04-27,NA,m,10,7
2021-04-28,0-9,d,0,0
2021-04-28,0-9,f,14,15
2021-04-28,0-9,m,4,3
2021-04-28,10-19,d,1,0
2021-04-28,10-19,f,701,396
2021-04-28,10-19,m,370,191
2021-04-28,20-29,d,4,0
2021-04-28,20-29,f,6137,3483
2021-04-28,20-29,m,3517,1760
2021-04-28,30-39,d,11,2
2021-04-28,30-39,f,9651,5349
2021-04-28,30-39,m,7275,3326
2021-04-28,40-49,d,13,1
2021-04-28,40-49,f,12863,6426
2021-04-28,40-49,m,10529,4073
2021-04-28,50-59,d,16,3
2021-04-28,50-59,f,19756,9163
2021-04-28,50-59,m,18744,6485
2021-04-28,60-69,d,28,2
2021-04-28,60-69,f,30439,8228
2021-04-28,60-69,m,29116,7458
2021-04-28,70-79,d,40,12
2021-04-28,70-79,f,41571,14637
2021-04-28,70-79,m,37292,13769
2021-04-28,80+,d,19,10
2021-04-28,80+,f,38090,24575
2021-04-28,80+,m,26843,17579
2021-04-28,NA,d,0,0
2021-04-28,NA,f,24,16
2021-04-28,NA,m,10,7
2021-04-29,0-9,d,0,0
2021-04-29,0-9,f,14,15
2021-04-29,0-9,m,4,3
2021-04-29,10-19,d,1,0
2021-04-29,10-19,f,726,396
2021-04-29,10-19,m,386,191
2021-04-29,20-29,d,5,0
2021-04-29,20-29,f,6474,3493
2021-04-29,20-29,m,3672,1767
2021-04-29,30-39,d,12,2
2021-04-29,30-39,f,10019,5369
2021-04-29,30-39,m,7612,3339
2021-04-29,40-49,d,14,1
2021-04-29,40-49,f,13442,6468
2021-04-29,40-49,m,11067,4109
2021-04-29,50-59,d,17,3
2021-04-29,50-59,f,20788,9251
2021-04-29,50-59,m,19865,6573
2021-04-29,60-69,d,29,2
2021-04-29,60-69,f,31953,8350
2021-04-29,60-69,m,30571,7598
2021-04-29,70-79,d,41,12
2021-04-29,70-79,f,42690,15054
2021-04-29,70-79,m,38200,14090
2021-04-29,80+,d,19,10
2021-04-29,80+,f,38425,25021
2021-04-29,80+,m,27064,17881
2021-04-29,NA,d,0,0
2021-04-29,NA,f,24,16
2021-04-29,NA,m,10,7
2021-04-30,0-9,d,0,0
2021-04-30,0-9,f,14,15
2021-04-30,0-9,m,4,3
2021-04-30,10-19,d,1,0
2021-04-30,10-19,f,756,397
2021-04-30,10-19,m,402,193
2021-04-30,20-29,d,5,0
2021-04-30,20-29,f,6824,3507
2021-04-30,20-29,m,3883,1776
2021-04-30,30-39,d,13,2
2021-04-30,30-39,f,10494,5386
2021-04-30,30-39,m,8003,3356
2021-04-30,40-49,d,14,1
2021-04-30,40-49,f,14157,6496
2021-04-30,40-49,m,11595,4132
2021-04-30,50-59,d,19,3
2021-04-30,50-59,f,21898,9299
2021-04-30,50-59,m,21012,6616
2021-04-30,60-69,d,30,2
2021-04-30,60-69,f,33236,8420
2021-04-30,60-69,m,31868,7682
2021-04-30,70-79,d,41,12
2021-04-30,70-79,f,43526,15251
2021-04-30,70-79,m,38906,14248
2021-04-30,80+,d,21,10
2021-04-30,80+,f,38692,25277
2021-04-30,80+,m,27247,18040
2021-04-30,NA,d,0,0
2021-04-30,NA,f,24,16
2021-04-30,NA,m,10,7
2021-05-01,0-9,d,0,0
2021-05-01,0-9,f,14,15
2021-05-01,0-9,m,4,3
2021-05-01,10-19,d,1,0
2021-05-01,10-19,f,758,397
2021-05-01,10-19,m,405,193
2021-05-01,20-29,d,5,0
2021-05-01,20-29,f,6859,3507
2021-05-01,20-29,m,3920,1776
2021-05-01,30-39,d,14,2
2021-05-01,30-39,f,10561,5387
2021-05-01,30-39,m,8083,3356
2021-05-01,40-49,d,14,1
2021-05-01,40-49,f,14254,6499
2021-05-01,40-49,m,11715,4135
2021-05-01,50-59,d,19,3
2021-05-01,50-59,f,22135,9303
2021-05-01,50-59,m,21287,6621
2021-05-01,60-69,d,30,2
2021-05-01,60-69,f,33584,8429
2021-05-01,60-69,m,32177,7685
2021-05-01,70-79,d,42,12
2021-05-01,70-79,f,43745,15259
2021-05-01,70-79,m,39079,14260
2021-05-01,80+,d,21,10
2021-05-01,80+,f,38740,25290
2021-05-01,80+,m,27285,18051
2021-05-01,NA,d,0,0
2021-05-01,NA,f,24,16
2021-05-01,NA,m,10,7
2021-05-02,0-9,d,0,0
2021-05-02,0-9,f,14,15
2021-05-02,0-9,m,4,3
2021-05-02,10-19,d,1,0
2021-05-02,10-19,f,758,397
2021-05-02,10-19,m,405,193
2021-05-02,20-29,d,5,0
2021-05-02,20-29,f,6860,3508
2021-05-02,20-29,m,3920,1776
2021-05-02,30-39,d,14,2
2021-05-02,30-39,f,10564,5387
2021-05-02,30-39,m,8085,3356
2021-05-02,40-49,d,14,1
2021-05-02,40-49,f,14256,6499
2021-05-02,40-49,m,11715,4135
2021-05-02,50-59,d,19,3
2021-05-02,50-59,f,22136,9303
2021-05-02,50-59,m,21292,6621
2021-05-02,60-69,d,30,2
2021-05-02,60-69,f,33584,8430
2021-05-02,60-69,m,32177,7685
2021-05-02,70-79,d,42,12
2021-05-02,70-79,f,43745,15259
2021-05-02,70-79,m,39079,14261
2021-05-02,80+,d,21,10
2021-05-02,80+,f,38740,25290
2021-05-02,80+,m,27286,18051
2021-05-02,NA,d,0,0
2021-05-02,NA,f,24,16
2021-05-02,NA,m,10,7
2021-05-03,0-9,d,0,0
2021-05-03,0-9,f,14,15
2021-05-03,0-9,m,4,3
2021-05-03,10-19,d,1,0
2021-05-03,10-19,f,823,398
2021-05-03,10-19,m,443,194
2021-05-03,20-29,d,6,0
2021-05-03,20-29,f,7387,3516
2021-05-03,20-29,m,4203,1781
2021-05-03,30-39,d,14,2
2021-05-03,30-39,f,11224,5405
2021-05-03,30-39,m,8530,3381
2021-05-03,40-49,d,14,1
2021-05-03,40-49,f,15082,6523
2021-05-03,40-49,m,12347,4163
2021-05-03,50-59,d,20,3
2021-05-03,50-59,f,23665,9349
2021-05-03,50-59,m,22728,6665
2021-05-03,60-69,d,32,2
2021-05-03,60-69,f,34908,8530
2021-05-03,60-69,m,33361,7786
2021-05-03,70-79,d,44,12
2021-05-03,70-79,f,44493,15458
2021-05-03,70-79,m,39688,14420
2021-05-03,80+,d,21,10
2021-05-03,80+,f,39021,25443
2021-05-03,80+,m,27444,18143
2021-05-03,NA,d,0,0
2021-05-03,NA,f,24,16
2021-05-03,NA,m,10,7
2021-05-04,0-9,d,0,0
2021-05-04,0-9,f,14,15
2021-05-04,0-9,m,4,3
2021-05-04,10-19,d,1,0
2021-05-04,10-19,f,873,398
2021-05-04,10-19,m,475,195
2021-05-04,20-29,d,6,0
2021-05-04,20-29,f,7857,3526
2021-05-04,20-29,m,4416,1788
2021-05-04,30-39,d,14,2
2021-05-04,30-39,f,11820,5436
2021-05-04,30-39,m,8887,3403
2021-05-04,40-49,d,14,1
2021-05-04,40-49,f,15855,6560
2021-05-04,40-49,m,12883,4203
2021-05-04,50-59,d,24,3
2021-05-04,50-59,f,25563,9416
2021-05-04,50-59,m,24524,6751
2021-05-04,60-69,d,33,2
2021-05-04,60-69,f,36429,8654
2021-05-04,60-69,m,34711,7921
2021-05-04,70-79,d,45,13
2021-05-04,70-79,f,45198,16118
2021-05-04,70-79,m,40298,15026
2021-05-04,80+,d,22,11
2021-05-04,80+,f,39260,26057
2021-05-04,80+,m,27588,18588
2021-05-04,NA,d,0,0
2021-05-04,NA,f,24,16
2021-05-04,NA,m,10,7
2021-05-05,0-9,d,0,0
2021-05-05,0-9,f,14,15
2021-05-05,0-9,m,4,3
2021-05-05,10-19,d,1,0
2021-05-05,10-19,f,928,399
2021-05-05,10-19,m,500,196
2021-05-05,20-29,d,8,0
2021-05-05,20-29,f,8415,3553
2021-05-05,20-29,m,4690,1811
2021-05-05,30-39,d,14,2
2021-05-05,30-39,f,12562,5483
2021-05-05,30-39,m,9402,3456
2021-05-05,40-49,d,15,1
2021-05-05,40-49,f,16730,6628
2021-05-05,40-49,m,13474,4292
2021-05-05,50-59,d,27,3
2021-05-05,50-59,f,27605,9508
2021-05-05,50-59,m,26624,6877
2021-05-05,60-69,d,34,2
2021-05-05,60-69,f,37903,8927
2021-05-05,60-69,m,36073,8185
2021-05-05,70-79,d,46,13
2021-05-05,70-79,f,45724,17035
2021-05-05,70-79,m,40734,15841
2021-05-05,80+,d,22,12
2021-05-05,80+,f,39462,26750
2021-05-05,80+,m,27700,19088
2021-05-05,NA,d,0,0
2021-05-05,NA,f,26,16
2021-05-05,NA,m,12,7
2021-05-06,0-9,d,0,0
2021-05-06,0-9,f,14,15
2021-05-06,0-9,m,4,3
2021-05-06,10-19,d,1,0
2021-05-06,10-19,f,998,403
2021-05-06,10-19,m,528,199
2021-05-06,20-29,d,8,0
2021-05-06,20-29,f,8966,3602
2021-05-06,20-29,m,4951,1843
2021-05-06,30-39,d,15,2
2021-05-06,30-39,f,13207,5553
2021-05-06,30-39,m,9786,3536
2021-05-06,40-49,d,15,1
2021-05-06,40-49,f,17527,6715
2021-05-06,40-49,m,13992,4376
2021-05-06,50-59,d,32,3
2021-05-06,50-59,f,30079,9657
2021-05-06,50-59,m,29098,7056
2021-05-06,60-69,d,35,4
2021-05-06,60-69,f,39429,9292
2021-05-06,60-69,m,37473,8543
2021-05-06,70-79,d,47,14
2021-05-06,70-79,f,46134,18116
2021-05-06,70-79,m,41068,16850
2021-05-06,80+,d,22,12
2021-05-06,80+,f,39649,27728
2021-05-06,80+,m,27813,19823
2021-05-06,NA,d,0,0
2021-05-06,NA,f,31,16
2021-05-06,NA,m,15,7
2021-05-07,0-9,d,0,0
2021-05-07,0-9,f,14,15
2021-05-07,0-9,m,4,3
2021-05-07,10-19,d,1,1
2021-05-07,10-19,f,1084,406
2021-05-07,10-19,m,557,202
2021-05-07,20-29,d,9,0
2021-05-07,20-29,f,9370,3639
2021-05-07,20-29,m,5218,1874
2021-05-07,30-39,d,16,3
2021-05-07,30-39,f,13721,5621
2021-05-07,30-39,m,10187,3621
2021-05-07,40-49,d,15,2
2021-05-07,40-49,f,18153,6815
2021-05-07,40-49,m,14483,4481
2021-05-07,50-59,d,36,4
2021-05-07,50-59,f,32845,9819
2021-05-07,50-59,m,32064,7252
2021-05-07,60-69,d,37,4
2021-05-07,60-69,f,40973,9681
2021-05-07,60-69,m,38908,8941
2021-05-07,70-79,d,47,15
2021-05-07,70-79,f,46498,19152
2021-05-07,70-79,m,41352,17736
2021-05-07,80+,d,22,12
2021-05-07,80+,f,39822,28505
2021-05-07,80+,m,27913,20344
2021-05-07,NA,d,0,0
2021-05-07,NA,f,32,16
2021-05-07,NA,m,15,7
2021-05-08,0-9,d,0,0
2021-05-08,0-9,f,14,15
2021-05-08,0-9,m,4,3
2021-05-08,10-19,d,1,1
2021-05-08,10-19,f,1097,411
2021-05-08,10-19,m,567,202
2021-05-08,20-29,d,9,0
2021-05-08,20-29,f,9515,3659
2021-05-08,20-29,m,5325,1897
2021-05-08,30-39,d,18,3
2021-05-08,30-39,f,13913,5669
2021-05-08,30-39,m,10339,3668
2021-05-08,40-49,d,15,2
2021-05-08,40-49,f,18402,6871
2021-05-08,40-49,m,14701,4547
2021-05-08,50-59,d,40,5
2021-05-08,50-59,f,33734,9925
2021-05-08,50-59,m,32961,7377
2021-05-08,60-69,d,38,5
2021-05-08,60-69,f,41417,9870
2021-05-08,60-69,m,39336,9110
2021-05-08,70-79,d,47,17
2021-05-08,70-79,f,46604,19511
2021-05-08,70-79,m,41444,18049
2021-05-08,80+,d,22,12
2021-05-08,80+,f,39864,28782
2021-05-08,80+,m,27941,20551
2021-05-08,NA,d,0,0
2021-05-08,NA,f,32,16
2021-05-08,NA,m,15,7
2021-05-09,0-9,d,0,0
2021-05-09,0-9,f,14,15
2021-05-09,0-9,m,4,3
2021-05-09,10-19,d,1,1
2021-05-09,10-19,f,1099,411
2021-05-09,10-19,m,571,202
2021-05-09,20-29,d,9,0
2021-05-09,20-29,f,9525,3659
2021-05-09,20-29,m,5343,1897
2021-05-09,30-39,d,18,3
2021-05-09,30-39,f,13929,5669
2021-05-09,30-39,m,10354,3668
2021-05-09,40-49,d,15,2
2021-05-09,40-49,f,18426,6875
2021-05-09,40-49,m,14717,4549
2021-05-09,50-59,d,40,5
2021-05-09,50-59,f,33775,9931
2021-05-09,50-59,m,33013,7391
2021-05-09,60-69,d,38,5
2021-05-09,60-69,f,41425,9895
2021-05-09,60-69,m,39352,9133
2021-05-09,70-79,d,47,17
2021-05-09,70-79,f,46606,19526
2021-05-09,70-79,m,41445,18063
2021-05-09,80+,d,22,12
2021-05-09,80+,f,39865,28786
2021-05-09,80+,m,27943,20552
2021-05-09,NA,d,0,0
2021-05-09,NA,f,32,16
2021-05-09,NA,m,15,7
2021-05-10,0-9,d,0,0
2021-05-10,0-9,f,14,15
2021-05-10,0-9,m,4,3
2021-05-10,10-19,d,1,1
2021-05-10,10-19,f,1125,413
2021-05-10,10-19,m,592,205
2021-05-10,20-29,d,10,0
2021-05-10,20-29,f,9749,3718
2021-05-10,20-29,m,5498,1938
2021-05-10,30-39,d,19,3
2021-05-10,30-39,f,14221,5751
2021-05-10,30-39,m,10625,3770
2021-05-10,40-49,d,16,2
2021-05-10,40-49,f,18883,7006
2021-05-10,40-49,m,15127,4761
2021-05-10,50-59,d,43,5
2021-05-10,50-59,f,35936,10149
2021-05-10,50-59,m,35454,7757
2021-05-10,60-69,d,38,6
2021-05-10,60-69,f,42426,10632
2021-05-10,60-69,m,40402,9902
2021-05-10,70-79,d,47,19
2021-05-10,70-79,f,46816,20808
2021-05-10,70-79,m,41611,19234
2021-05-10,80+,d,22,12
2021-05-10,80+,f,39945,29590
2021-05-10,80+,m,27995,21155
2021-05-10,NA,d,0,0
2021-05-10,NA,f,32,16
2021-05-10,NA,m,15,7
2021-05-11,0-9,d,0,0
2021-05-11,0-9,f,14,15
2021-05-11,0-9,m,4,3
2021-05-11,10-19,d,1,1
2021-05-11,10-19,f,1160,418
2021-05-11,10-19,m,615,208
2021-05-11,20-29,d,10,0
2021-05-11,20-29,f,9950,3781
2021-05-11,20-29,m,5727,1984
2021-05-11,30-39,d,19,4
2021-05-11,30-39,f,14575,5879
2021-05-11,30-39,m,11095,3908
2021-05-11,40-49,d,16,2
2021-05-11,40-49,f,19466,7202
2021-05-11,40-49,m,15714,5014
2021-05-11,50-59,d,49,7
2021-05-11,50-59,f,38580,10474
2021-05-11,50-59,m,38552,8174
2021-05-11,60-69,d,41,9
2021-05-11,60-69,f,43749,11691
2021-05-11,60-69,m,41793,10934
2021-05-11,70-79,d,48,20
2021-05-11,70-79,f,47104,22380
2021-05-11,70-79,m,41849,20618
2021-05-11,80+,d,22,12
2021-05-11,80+,f,40050,30269
2021-05-11,80+,m,28064,21681
2021-05-11,NA,d,0,0
2021-05-11,NA,f,32,16
2021-05-11,NA,m,15,7
2021-05-12,0-9,d,0,0
2021-05-12,0-9,f,14,15
2021-05-12,0-9,m,4,3
2021-05-12,10-19,d,1,1
2021-05-12,10-19,f,1196,422
2021-05-12,10-19,m,649,212
2021-05-12,20-29,d,13,0
2021-05-12,20-29,f,10235,3875
2021-05-12,20-29,m,6000,2054
2021-05-12,30-39,d,20,4
2021-05-12,30-39,f,15035,6059
2021-05-12,30-39,m,11628,4094
2021-05-12,40-49,d,18,5
2021-05-12,40-49,f,20012,7512
2021-05-12,40-49,m,16241,5367
2021-05-12,50-59,d,54,8
2021-05-12,50-59,f,41276,10953
2021-05-12,50-59,m,41493,8745
2021-05-12,60-69,d,42,10
2021-05-12,60-69,f,45021,13085
2021-05-12,60-69,m,42960,12230
2021-05-12,70-79,d,49,20
2021-05-12,70-79,f,47307,23917
2021-05-12,70-79,m,42015,21919
2021-05-12,80+,d,22,13
2021-05-12,80+,f,40135,30896
2021-05-12,80+,m,28118,22020
2021-05-12,NA,d,0,0
2021-05-12,NA,f,32,16
2021-05-12,NA,m,15,7
2021-05-13,0-9,d,0,0
2021-05-13,0-9,f,14,15
2021-05-13,0-9,m,4,3
2021-05-13,10-19,d,1,1
2021-05-13,10-19,f,1222,424
2021-05-13,10-19,m,663,213
2021-05-13,20-29,d,13,0
2021-05-13,20-29,f,10341,3916
2021-05-13,20-29,m,6108,2084
2021-05-13,30-39,d,20,4
2021-05-13,30-39,f,15168,6131
2021-05-13,30-39,m,11788,4198
2021-05-13,40-49,d,18,5
2021-05-13,40-49,f,20184,7599
2021-05-13,40-49,m,16394,5496
2021-05-13,50-59,d,54,9
2021-05-13,50-59,f,42587,11135
2021-05-13,50-59,m,42922,8962
2021-05-13,60-69,d,42,12
2021-05-13,60-69,f,45623,13641
2021-05-13,60-69,m,43503,12810
2021-05-13,70-79,d,49,20
2021-05-13,70-79,f,47361,24504
2021-05-13,70-79,m,42080,22415
2021-05-13,80+,d,22,13
2021-05-13,80+,f,40153,31035
2021-05-13,80+,m,28129,22117
2021-05-13,NA,d,0,0
2021-05-13,NA,f,32,16
2021-05-13,NA,m,15,7
2021-05-14,0-9,d,0,0
2021-05-14,0-9,f,14,15
2021-05-14,0-9,m,4,3
2021-05-14,10-19,d,2,1
2021-05-14,10-19,f,1274,432
2021-05-14,10-19,m,703,215
2021-05-14,20-29,d,14,0
2021-05-14,20-29,f,10671,3982
2021-05-14,20-29,m,6378,2159
2021-05-14,30-39,d,20,4
2021-05-14,30-39,f,15574,6276
2021-05-14,30-39,m,12203,4365
2021-05-14,40-49,d,18,5
2021-05-14,40-49,f,20662,7807
2021-05-14,40-49,m,16843,5732
2021-05-14,50-59,d,59,9
2021-05-14,50-59,f,44633,11505
2021-05-14,50-59,m,45064,9419
2021-05-14,60-69,d,42,14
2021-05-14,60-69,f,46551,14729
2021-05-14,60-69,m,44426,13917
2021-05-14,70-79,d,49,20
2021-05-14,70-79,f,47547,25947
2021-05-14,70-79,m,42217,23588
2021-05-14,80+,d,22,13
2021-05-14,80+,f,40211,31707
2021-05-14,80+,m,28163,22543
2021-05-14,NA,d,0,0
2021-05-14,NA,f,32,16
2021-05-14,NA,m,15,7
2021-05-15,0-9,d,0,0
2021-05-15,0-9,f,14,15
2021-05-15,0-9,m,4,3
2021-05-15,10-19,d,2,1
2021-05-15,10-19,f,1307,435
2021-05-15,10-19,m,730,219
2021-05-15,20-29,d,15,0
2021-05-15,20-29,f,10836,4015
2021-05-15,20-29,m,6579,2183
2021-05-15,30-39,d,21,4
2021-05-15,30-39,f,15855,6313
2021-05-15,30-39,m,12536,4406
2021-05-15,40-49,d,18,5
2021-05-15,40-49,f,20945,7883
2021-05-15,40-49,m,17165,5808
2021-05-15,50-59,d,60,9
2021-05-15,50-59,f,45360,11654
2021-05-15,50-59,m,45803,9595
2021-05-15,60-69,d,42,14
2021-05-15,60-69,f,46895,15061
2021-05-15,60-69,m,44737,14245
2021-05-15,70-79,d,49,20
2021-05-15,70-79,f,47607,26383
2021-05-15,70-79,m,42278,23967
2021-05-15,80+,d,22,13
2021-05-15,80+,f,40236,31925
2021-05-15,80+,m,28179,22681
2021-05-15,NA,d,0,0
2021-05-15,NA,f,32,16
2021-05-15,NA,m,15,7
2021-05-16,0-9,d,0,0
2021-05-16,0-9,f,14,15
2021-05-16,0-9,m,4,3
