date,ageclass,gender,ncumul_registered,ncumul_firstvacc,ncumul_secondvacc
2021-01-26,80+,d,15,0,0
2021-01-26,80+,f,32638,6231,15
2021-01-26,80+,m,22835,5546,23
2021-01-26,NA,d,0,0,0
2021-01-26,NA,f,32,2,0
2021-01-26,NA,m,15,1,0
2021-01-27,0-9,d,0,0,0
2021-01-27,0-9,f,13,1,0
2021-01-27,0-9,m,4,2,0
2021-01-27,10-19,d,1,0,0
2021-01-27,10-19,f,662,68,2
2021-01-27,10-19,m,300,36,0
2021-01-27,20-29,d,1,0,0
2021-01-27,20-29,f,5401,786,2
2021-01-27,20-29,m,2745,401,9
2021-01-27,30-39,d,4,0,0
2021-01-27,30-39,f,7966,1379,9
2021-01-27,30-39,m,5263,901,12
2021-01-27,40-49,d,8,0,0
2021-01-27,40-49,f,10285,1486,15
2021-01-27,40-49,m,7102,1042,17
2021-01-27,50-59,d,9,0,0
2021-01-27,50-59,f,15381,2132,12
2021-01-27,50-59,m,12312,1571,36
2021-01-27,60-69,d,13,1,0
2021-01-27,60-69,f,17226,1918,36
2021-01-27,60-69,m,15433,1948,51
2021-01-27,70-79,d,25,1,0
2021-01-27,70-79,f,25716,4066,46
2021-01-27,70-79,m,22845,4242,97
2021-01-27,80+,d,15,0,0
2021-01-27,80+,f,32638,7485,27
2021-01-27,80+,m,22835,6278,37
2021-01-27,NA,d,0,0,0
2021-01-27,NA,f,32,2,0
2021-01-27,NA,m,15,2,0
2021-01-28,0-9,d,0,0,0
2021-01-28,0-9,f,13,1,0
2021-01-28,0-9,m,4,2,0
2021-01-28,10-19,d,1,0,0
2021-01-28,10-19,f,662,93,2
2021-01-28,10-19,m,300,50,0
2021-01-28,20-29,d,1,0,0
2021-01-28,20-29,f,5401,941,5
2021-01-28,20-29,m,2745,490,9
2021-01-28,30-39,d,4,0,0
2021-01-28,30-39,f,7966,1584,15
2021-01-28,30-39,m,5263,1024,17
2021-01-28,40-49,d,8,0,0
2021-01-28,40-49,f,10285,1758,19
2021-01-28,40-49,m,7102,1208,31
2021-01-28,50-59,d,9,0,0
2021-01-28,50-59,f,15381,2488,21
2021-01-28,50-59,m,12312,1837,50
2021-01-28,60-69,d,13,1,0
2021-01-28,60-69,f,17226,2201,45
2021-01-28,60-69,m,15433,2213,73
2021-01-28,70-79,d,25,1,0
2021-01-28,70-79,f,25716,4620,82
2021-01-28,70-79,m,22845,4776,143
2021-01-28,80+,d,15,1,0
2021-01-28,80+,f,32638,8541,48
2021-01-28,80+,m,22835,6976,61
2021-01-28,NA,d,0,0,0
2021-01-28,NA,f,32,2,0
2021-01-28,NA,m,15,4,0
2021-01-29,0-9,d,0,0,0
2021-01-29,0-9,f,13,1,0
2021-01-29,0-9,m,4,2,0
2021-01-29,10-19,d,1,0,0
2021-01-29,10-19,f,662,111,2
2021-01-29,10-19,m,300,55,0
2021-01-29,20-29,d,1,0,0
2021-01-29,20-29,f,5401,1062,9
2021-01-29,20-29,m,2745,543,11
2021-01-29,30-39,d,4,0,0
2021-01-29,30-39,f,7966,1729,20
2021-01-29,30-39,m,5263,1124,20
2021-01-29,40-49,d,8,0,0
2021-01-29,40-49,f,10285,1964,27
2021-01-29,40-49,m,7102,1354,38
2021-01-29,50-59,d,9,0,0
2021-01-29,50-59,f,15381,2851,30
2021-01-29,50-59,m,12312,2071,59
2021-01-29,60-69,d,13,1,0
2021-01-29,60-69,f,17226,2526,58
2021-01-29,60-69,m,15433,2471,94
2021-01-29,70-79,d,25,5,0
2021-01-29,70-79,f,25716,5256,114
2021-01-29,70-79,m,22845,5383,180
2021-01-29,80+,d,15,1,0
2021-01-29,80+,f,32638,9646,78
2021-01-29,80+,m,22835,7684,95
2021-01-29,NA,d,0,0,0
2021-01-29,NA,f,32,4,0
2021-01-29,NA,m,15,4,0
2021-01-30,0-9,d,0,0,0
2021-01-30,0-9,f,13,1,0
2021-01-30,0-9,m,4,2,0
2021-01-30,10-19,d,1,0,0
2021-01-30,10-19,f,662,113,2
2021-01-30,10-19,m,300,55,0
2021-01-30,20-29,d,1,0,0
2021-01-30,20-29,f,5401,1078,11
2021-01-30,20-29,m,2745,550,12
2021-01-30,30-39,d,4,0,0
2021-01-30,30-39,f,7966,1740,25
2021-01-30,30-39,m,5263,1135,22
2021-01-30,40-49,d,8,0,0
2021-01-30,40-49,f,10285,1998,29
2021-01-30,40-49,m,7102,1371,40
2021-01-30,50-59,d,9,0,0
2021-01-30,50-59,f,15381,2909,39
2021-01-30,50-59,m,12312,2106,73
2021-01-30,60-69,d,13,1,0
2021-01-30,60-69,f,17226,2590,70
2021-01-30,60-69,m,15433,2533,107
2021-01-30,70-79,d,25,5,0
2021-01-30,70-79,f,25716,5453,162
2021-01-30,70-79,m,22845,5547,245
2021-01-30,80+,d,15,1,0
2021-01-30,80+,f,32638,9950,116
2021-01-30,80+,m,22835,7872,140
2021-01-30,NA,d,0,0,0
2021-01-30,NA,f,32,4,0
2021-01-30,NA,m,15,4,0
2021-01-31,0-9,d,0,0,0
2021-01-31,0-9,f,13,1,0
2021-01-31,0-9,m,4,2,0
2021-01-31,10-19,d,1,0,0
2021-01-31,10-19,f,662,113,2
2021-01-31,10-19,m,300,55,0
2021-01-31,20-29,d,1,0,0
2021-01-31,20-29,f,5401,1079,11
2021-01-31,20-29,m,2745,550,12
2021-01-31,30-39,d,4,0,0
2021-01-31,30-39,f,7966,1743,25
2021-01-31,30-39,m,5263,1136,22
2021-01-31,40-49,d,8,0,0
2021-01-31,40-49,f,10285,2000,29
2021-01-31,40-49,m,7102,1372,40
2021-01-31,50-59,d,9,0,0
2021-01-31,50-59,f,15381,2912,39
2021-01-31,50-59,m,12312,2109,73
2021-01-31,60-69,d,13,1,0
2021-01-31,60-69,f,17226,2594,70
2021-01-31,60-69,m,15433,2543,107
2021-01-31,70-79,d,25,5,0
2021-01-31,70-79,f,25716,5459,162
2021-01-31,70-79,m,22845,5557,245
2021-01-31,80+,d,15,1,0
2021-01-31,80+,f,32638,9959,116
2021-01-31,80+,m,22835,7881,140
2021-01-31,NA,d,0,0,0
2021-01-31,NA,f,32,4,0
2021-01-31,NA,m,15,4,0
2021-02-01,0-9,d,0,0,0
2021-02-01,0-9,f,13,1,0
2021-02-01,0-9,m,4,2,0
2021-02-01,10-19,d,1,0,0
2021-02-01,10-19,f,662,116,3
2021-02-01,10-19,m,300,56,0
2021-02-01,20-29,d,1,0,0
2021-02-01,20-29,f,5401,1087,13
2021-02-01,20-29,m,2745,559,16
2021-02-01,30-39,d,4,0,0
2021-02-01,30-39,f,7966,1792,31
2021-02-01,30-39,m,5263,1165,28
2021-02-01,40-49,d,8,0,0
2021-02-01,40-49,f,10285,2057,38
2021-02-01,40-49,m,7102,1426,46
2021-02-01,50-59,d,9,0,0
2021-02-01,50-59,f,15381,2995,47
2021-02-01,50-59,m,12312,2188,89
2021-02-01,60-69,d,13,1,0
2021-02-01,60-69,f,17226,2707,84
2021-02-01,60-69,m,15433,2649,137
2021-02-01,70-79,d,25,5,0
2021-02-01,70-79,f,25716,5755,185
2021-02-01,70-79,m,22845,5832,284
2021-02-01,80+,d,15,1,0
2021-02-01,80+,f,32638,10419,160
2021-02-01,80+,m,22835,8239,181
2021-02-01,NA,d,0,0,0
2021-02-01,NA,f,32,4,0
2021-02-01,NA,m,15,4,0
2021-02-02,0-9,d,0,0,0
2021-02-02,0-9,f,13,1,0
2021-02-02,0-9,m,4,2,0
2021-02-02,10-19,d,1,0,0
2021-02-02,10-19,f,662,119,3
2021-02-02,10-19,m,300,57,0
2021-02-02,20-29,d,1,0,0
2021-02-02,20-29,f,5401,1099,15
2021-02-02,20-29,m,2745,578,18
2021-02-02,30-39,d,4,0,0
2021-02-02,30-39,f,7966,1824,31
2021-02-02,30-39,m,5263,1192,33
2021-02-02,40-49,d,8,0,0
2021-02-02,40-49,f,10285,2107,50
2021-02-02,40-49,m,7102,1479,52
2021-02-02,50-59,d,9,0,0
2021-02-02,50-59,f,15381,3082,52
2021-02-02,50-59,m,12312,2272,97
2021-02-02,60-69,d,13,1,0
2021-02-02,60-69,f,17226,2815,102
2021-02-02,60-69,m,15433,2801,170
2021-02-02,70-79,d,25,5,0
2021-02-02,70-79,f,25716,6110,222
2021-02-02,70-79,m,22845,6117,347
2021-02-02,80+,d,15,2,0
2021-02-02,80+,f,32638,10873,207
2021-02-02,80+,m,22835,8627,253
2021-02-02,NA,d,0,0,0
2021-02-02,NA,f,32,4,0
2021-02-02,NA,m,15,4,0
2021-02-03,0-9,d,0,0,0
2021-02-03,0-9,f,13,1,0
2021-02-03,0-9,m,4,2,0
2021-02-03,10-19,d,1,0,0
2021-02-03,10-19,f,662,122,3
2021-02-03,10-19,m,300,57,1
2021-02-03,20-29,d,1,0,0
2021-02-03,20-29,f,5401,1106,17
2021-02-03,20-29,m,2745,582,21
2021-02-03,30-39,d,4,0,0
2021-02-03,30-39,f,7966,1846,35
2021-02-03,30-39,m,5263,1204,37
2021-02-03,40-49,d,8,0,0
2021-02-03,40-49,f,10285,2143,68
2021-02-03,40-49,m,7102,1509,61
2021-02-03,50-59,d,9,1,0
2021-02-03,50-59,f,15381,3148,66
2021-02-03,50-59,m,12312,2333,107
2021-02-03,60-69,d,13,1,0
2021-02-03,60-69,f,17226,2943,122
2021-02-03,60-69,m,15433,2911,194
2021-02-03,70-79,d,25,6,0
2021-02-03,70-79,f,25716,6492,275
2021-02-03,70-79,m,22845,6445,409
2021-02-03,80+,d,15,2,0
2021-02-03,80+,f,32638,11359,298
2021-02-03,80+,m,22835,8976,353
2021-02-03,NA,d,0,0,0
2021-02-03,NA,f,32,5,0
2021-02-03,NA,m,15,4,0
2021-02-04,0-9,d,0,0,0
2021-02-04,0-9,f,13,1,0
2021-02-04,0-9,m,4,2,0
2021-02-04,10-19,d,1,0,0
2021-02-04,10-19,f,662,128,3
2021-02-04,10-19,m,300,60,1
2021-02-04,20-29,d,1,0,0
2021-02-04,20-29,f,5401,1152,17
2021-02-04,20-29,m,2745,614,22
2021-02-04,30-39,d,4,0,0
2021-02-04,30-39,f,7966,1906,38
2021-02-04,30-39,m,5263,1249,39
2021-02-04,40-49,d,8,0,0
2021-02-04,40-49,f,10285,2214,70
2021-02-04,40-49,m,7102,1570,66
2021-02-04,50-59,d,9,1,0
2021-02-04,50-59,f,15381,3267,69
2021-02-04,50-59,m,12312,2426,114
2021-02-04,60-69,d,13,1,0
2021-02-04,60-69,f,17226,3070,125
2021-02-04,60-69,m,15433,3027,203
2021-02-04,70-79,d,25,6,0
2021-02-04,70-79,f,25716,6795,319
2021-02-04,70-79,m,22845,6709,464
2021-02-04,80+,d,15,2,0
2021-02-04,80+,f,32638,11750,394
2021-02-04,80+,m,22835,9234,458
2021-02-04,NA,d,0,0,0
2021-02-04,NA,f,32,6,0
2021-02-04,NA,m,15,4,0
2021-02-05,0-9,d,0,0,0
2021-02-05,0-9,f,13,1,0
2021-02-05,0-9,m,4,2,0
2021-02-05,10-19,d,1,0,0
2021-02-05,10-19,f,662,135,3
2021-02-05,10-19,m,300,62,1
2021-02-05,20-29,d,1,0,0
2021-02-05,20-29,f,5401,1196,18
2021-02-05,20-29,m,2745,637,22
2021-02-05,30-39,d,4,0,0
2021-02-05,30-39,f,7966,1948,48
2021-02-05,30-39,m,5263,1284,45
2021-02-05,40-49,d,8,0,0
2021-02-05,40-49,f,10285,2302,75
2021-02-05,40-49,m,7102,1630,71
2021-02-05,50-59,d,9,1,0
2021-02-05,50-59,f,15381,3412,72
2021-02-05,50-59,m,12312,2554,117
2021-02-05,60-69,d,13,1,0
2021-02-05,60-69,f,17226,3222,132
2021-02-05,60-69,m,15433,3183,216
2021-02-05,70-79,d,25,6,0
2021-02-05,70-79,f,25716,7113,363
2021-02-05,70-79,m,22845,7003,514
2021-02-05,80+,d,15,2,0
2021-02-05,80+,f,32638,12196,485
2021-02-05,80+,m,22835,9537,560
2021-02-05,NA,d,0,0,0
2021-02-05,NA,f,32,7,0
2021-02-05,NA,m,15,4,0
2021-02-06,0-9,d,0,0,0
2021-02-06,0-9,f,13,1,0
2021-02-06,0-9,m,4,2,0
2021-02-06,10-19,d,1,0,0
2021-02-06,10-19,f,662,137,3
2021-02-06,10-19,m,300,63,1
2021-02-06,20-29,d,1,0,0
2021-02-06,20-29,f,5401,1203,18
2021-02-06,20-29,m,2745,643,22
2021-02-06,30-39,d,4,0,0
2021-02-06,30-39,f,7966,1961,48
2021-02-06,30-39,m,5263,1297,45
2021-02-06,40-49,d,8,0,0
2021-02-06,40-49,f,10285,2319,75
2021-02-06,40-49,m,7102,1642,71
2021-02-06,50-59,d,9,1,0
2021-02-06,50-59,f,15381,3447,72
2021-02-06,50-59,m,12312,2578,117
2021-02-06,60-69,d,13,1,0
2021-02-06,60-69,f,17226,3271,132
2021-02-06,60-69,m,15433,3222,216
2021-02-06,70-79,d,25,6,0
2021-02-06,70-79,f,25716,7175,363
2021-02-06,70-79,m,22845,7061,514
2021-02-06,80+,d,15,2,0
2021-02-06,80+,f,32638,12280,485
2021-02-06,80+,m,22835,9572,560
2021-02-06,NA,d,0,0,0
2021-02-06,NA,f,32,7,0
2021-02-06,NA,m,15,4,0
2021-02-07,0-9,d,0,0,0
2021-02-07,0-9,f,13,1,0
2021-02-07,0-9,m,4,2,0
2021-02-07,10-19,d,1,0,0
2021-02-07,10-19,f,662,138,3
2021-02-07,10-19,m,300,64,1
2021-02-07,20-29,d,1,0,0
2021-02-07,20-29,f,5401,1214,18
2021-02-07,20-29,m,2745,650,22
2021-02-07,30-39,d,4,0,0
2021-02-07,30-39,f,7966,1969,48
2021-02-07,30-39,m,5263,1305,45
2021-02-07,40-49,d,8,0,0
2021-02-07,40-49,f,10285,2341,75
2021-02-07,40-49,m,7102,1653,71
2021-02-07,50-59,d,9,1,0
2021-02-07,50-59,f,15381,3457,72
2021-02-07,50-59,m,12312,2589,117
2021-02-07,60-69,d,13,1,0
2021-02-07,60-69,f,17226,3276,132
2021-02-07,60-69,m,15433,3230,216
2021-02-07,70-79,d,25,6,0
2021-02-07,70-79,f,25716,7178,363
2021-02-07,70-79,m,22845,7063,514
2021-02-07,80+,d,15,2,0
2021-02-07,80+,f,32638,12283,485
2021-02-07,80+,m,22835,9574,560
2021-02-07,NA,d,0,0,0
2021-02-07,NA,f,32,7,0
2021-02-07,NA,m,15,4,0
2021-02-08,0-9,d,0,0,0
2021-02-08,0-9,f,13,1,0
2021-02-08,0-9,m,4,2,0
2021-02-08,10-19,d,1,0,0
2021-02-08,10-19,f,662,138,3
2021-02-08,10-19,m,300,65,1
2021-02-08,20-29,d,1,0,0
2021-02-08,20-29,f,5401,1227,25
2021-02-08,20-29,m,2745,656,26
2021-02-08,30-39,d,4,0,0
2021-02-08,30-39,f,7966,1984,67
2021-02-08,30-39,m,5263,1315,60
2021-02-08,40-49,d,8,0,0
2021-02-08,40-49,f,10285,2361,97
2021-02-08,40-49,m,7102,1663,93
2021-02-08,50-59,d,9,1,0
2021-02-08,50-59,f,15381,3484,88
2021-02-08,50-59,m,12312,2626,144
2021-02-08,60-69,d,13,1,0
2021-02-08,60-69,f,17226,3329,152
2021-02-08,60-69,m,15433,3284,242
2021-02-08,70-79,d,25,6,0
2021-02-08,70-79,f,25716,7330,408
2021-02-08,70-79,m,22845,7199,579
2021-02-08,80+,d,15,2,0
2021-02-08,80+,f,32638,12480,608
2021-02-08,80+,m,22835,9721,714
2021-02-08,NA,d,0,0,0
2021-02-08,NA,f,32,7,0
2021-02-08,NA,m,15,4,0
2021-02-09,0-9,d,0,0,0
2021-02-09,0-9,f,13,2,0
2021-02-09,0-9,m,4,2,0
2021-02-09,10-19,d,1,0,0
2021-02-09,10-19,f,662,158,3
2021-02-09,10-19,m,300,71,2
2021-02-09,20-29,d,1,1,0
2021-02-09,20-29,f,5401,1297,88
2021-02-09,20-29,m,2745,723,67
2021-02-09,30-39,d,4,0,0
2021-02-09,30-39,f,7966,2098,193
2021-02-09,30-39,m,5263,1402,145
2021-02-09,40-49,d,8,0,0
2021-02-09,40-49,f,10285,2509,212
2021-02-09,40-49,m,7102,1748,154
2021-02-09,50-59,d,9,1,0
2021-02-09,50-59,f,15381,3718,184
2021-02-09,50-59,m,12312,2793,213
2021-02-09,60-69,d,13,1,0
2021-02-09,60-69,f,17226,3492,218
2021-02-09,60-69,m,15433,3441,318
2021-02-09,70-79,d,25,6,0
2021-02-09,70-79,f,25716,7591,481
2021-02-09,70-79,m,22845,7443,681
2021-02-09,80+,d,15,3,0
2021-02-09,80+,f,32638,13101,766
2021-02-09,80+,m,22835,10085,902
2021-02-09,NA,d,0,0,0
2021-02-09,NA,f,32,8,1
2021-02-09,NA,m,15,5,0
2021-02-10,0-9,d,0,0,0
2021-02-10,0-9,f,13,2,0
2021-02-10,0-9,m,4,2,0
2021-02-10,10-19,d,1,0,0
2021-02-10,10-19,f,662,190,5
2021-02-10,10-19,m,300,94,2
2021-02-10,20-29,d,1,1,0
2021-02-10,20-29,f,5401,1474,162
2021-02-10,20-29,m,2745,841,112
2021-02-10,30-39,d,4,0,0
2021-02-10,30-39,f,7966,2382,316
2021-02-10,30-39,m,5263,1606,246
2021-02-10,40-49,d,8,0,0
2021-02-10,40-49,f,10285,2877,316
2021-02-10,40-49,m,7102,1984,251
2021-02-10,50-59,d,9,1,0
2021-02-10,50-59,f,15381,4283,290
2021-02-10,50-59,m,12312,3131,308
2021-02-10,60-69,d,13,1,0
2021-02-10,60-69,f,17226,3882,292
2021-02-10,60-69,m,15433,3700,394
2021-02-10,70-79,d,25,6,0
2021-02-10,70-79,f,25716,7983,562
2021-02-10,70-79,m,22845,7741,792
2021-02-10,80+,d,15,3,0
2021-02-10,80+,f,32638,14208,932
2021-02-10,80+,m,22835,10638,1078
2021-02-10,NA,d,0,0,0
2021-02-10,NA,f,32,10,1
2021-02-10,NA,m,15,5,0
2021-02-11,0-9,d,0,0,0
2021-02-11,0-9,f,13,12,1
2021-02-11,0-9,m,4,2,1
2021-02-11,10-19,d,1,0,0
2021-02-11,10-19,f,662,208,7
2021-02-11,10-19,m,300,108,4
2021-02-11,20-29,d,1,1,0
2021-02-11,20-29,f,5401,1597,270
2021-02-11,20-29,m,2745,923,163
2021-02-11,30-39,d,4,1,0
2021-02-11,30-39,f,7966,2582,521
2021-02-11,30-39,m,5263,1718,377
2021-02-11,40-49,d,8,0,0
2021-02-11,40-49,f,10285,3170,474
2021-02-11,40-49,m,7102,2129,364
2021-02-11,50-59,d,9,1,0
2021-02-11,50-59,f,15381,4839,438
2021-02-11,50-59,m,12312,3383,424
2021-02-11,60-69,d,13,1,0
2021-02-11,60-69,f,17226,4311,384
2021-02-11,60-69,m,15433,3901,473
2021-02-11,70-79,d,25,6,0
2021-02-11,70-79,f,25716,8449,650
2021-02-11,70-79,m,22845,8105,914
2021-02-11,80+,d,15,3,0
2021-02-11,80+,f,32638,15535,1101
2021-02-11,80+,m,22835,11213,1259
2021-02-11,NA,d,0,0,0
2021-02-11,NA,f,32,12,1
2021-02-11,NA,m,15,5,0
2021-02-12,0-9,d,0,0,0
2021-02-12,0-9,f,13,12,1
2021-02-12,0-9,m,4,2,1
2021-02-12,10-19,d,1,0,0
2021-02-12,10-19,f,662,217,11
2021-02-12,10-19,m,300,116,5
2021-02-12,20-29,d,1,1,0
2021-02-12,20-29,f,5401,1723,344
2021-02-12,20-29,m,2745,1021,199
2021-02-12,30-39,d,4,1,0
2021-02-12,30-39,f,7966,2753,659
2021-02-12,30-39,m,5263,1855,480
2021-02-12,40-49,d,8,0,0
2021-02-12,40-49,f,10285,3431,587
2021-02-12,40-49,m,7102,2297,452
2021-02-12,50-59,d,9,1,0
2021-02-12,50-59,f,15381,5238,577
2021-02-12,50-59,m,12312,3615,513
2021-02-12,60-69,d,13,1,0
2021-02-12,60-69,f,17226,4601,444
2021-02-12,60-69,m,15433,4154,530
2021-02-12,70-79,d,25,8,0
2021-02-12,70-79,f,25716,8796,743
2021-02-12,70-79,m,22845,8415,1006
2021-02-12,80+,d,15,7,0
2021-02-12,80+,f,32638,16764,1280
2021-02-12,80+,m,22835,11742,1461
2021-02-12,NA,d,0,0,0
2021-02-12,NA,f,32,13,1
2021-02-12,NA,m,15,6,0
2021-02-13,0-9,d,0,0,0
2021-02-13,0-9,f,13,12,1
2021-02-13,0-9,m,4,2,1
2021-02-13,10-19,d,1,0,0
2021-02-13,10-19,f,662,220,11
2021-02-13,10-19,m,300,120,5
2021-02-13,20-29,d,1,1,0
2021-02-13,20-29,f,5401,1751,390
2021-02-13,20-29,m,2745,1038,222
2021-02-13,30-39,d,4,1,0
2021-02-13,30-39,f,7966,2799,747
2021-02-13,30-39,m,5263,1883,526
2021-02-13,40-49,d,8,0,0
2021-02-13,40-49,f,10285,3509,629
2021-02-13,40-49,m,7102,2333,476
2021-02-13,50-59,d,9,1,0
2021-02-13,50-59,f,15381,5364,610
2021-02-13,50-59,m,12312,3697,540
2021-02-13,60-69,d,13,1,0
2021-02-13,60-69,f,17226,4693,461
2021-02-13,60-69,m,15433,4214,540
2021-02-13,70-79,d,25,8,0
2021-02-13,70-79,f,25716,8890,744
2021-02-13,70-79,m,22845,8490,1008
2021-02-13,80+,d,15,7,0
2021-02-13,80+,f,32638,17223,1281
2021-02-13,80+,m,22835,11929,1461
2021-02-13,NA,d,0,0,0
2021-02-13,NA,f,32,15,1
2021-02-13,NA,m,15,7,0
2021-02-14,0-9,d,0,0,0
2021-02-14,0-9,f,13,12,1
2021-02-14,0-9,m,4,2,1
2021-02-14,10-19,d,1,0,0
2021-02-14,10-19,f,662,220,11
2021-02-14,10-19,m,300,120,5
2021-02-14,20-29,d,1,1,0
2021-02-14,20-29,f,5401,1751,390
2021-02-14,20-29,m,2745,1038,222
2021-02-14,30-39,d,4,1,0
2021-02-14,30-39,f,7966,2799,747
2021-02-14,30-39,m,5263,1883,526
2021-02-14,40-49,d,8,0,0
2021-02-14,40-49,f,10285,3509,629
2021-02-14,40-49,m,7102,2333,476
2021-02-14,50-59,d,9,1,0
2021-02-14,50-59,f,15381,5364,610
2021-02-14,50-59,m,12312,3699,540
2021-02-14,60-69,d,13,1,0
2021-02-14,60-69,f,17226,4693,461
2021-02-14,60-69,m,15433,4214,541
2021-02-14,70-79,d,25,8,0
2021-02-14,70-79,f,25716,8890,744
2021-02-14,70-79,m,22845,8490,1008
2021-02-14,80+,d,15,7,0
2021-02-14,80+,f,32638,17224,1281
2021-02-14,80+,m,22835,11930,1461
2021-02-14,NA,d,0,0,0
2021-02-14,NA,f,32,15,1
2021-02-14,NA,m,15,7,0
2021-02-15,0-9,d,0,0,0
2021-02-15,0-9,f,13,13,1
2021-02-15,0-9,m,4,2,1
2021-02-15,10-19,d,1,0,0
2021-02-15,10-19,f,662,220,11
2021-02-15,10-19,m,300,120,5
2021-02-15,20-29,d,1,1,0
2021-02-15,20-29,f,5401,1771,401
2021-02-15,20-29,m,2745,1045,228
2021-02-15,30-39,d,4,1,0
2021-02-15,30-39,f,7966,2832,763
2021-02-15,30-39,m,5263,1896,540
2021-02-15,40-49,d,8,0,0
2021-02-15,40-49,f,10285,3536,647
2021-02-15,40-49,m,7102,2349,494
2021-02-15,50-59,d,9,1,0
2021-02-15,50-59,f,15381,5436,626
2021-02-15,50-59,m,12312,3741,566
2021-02-15,60-69,d,13,1,0
2021-02-15,60-69,f,17226,4753,483
2021-02-15,60-69,m,15433,4269,581
2021-02-15,70-79,d,25,8,0
2021-02-15,70-79,f,25716,9005,847
2021-02-15,70-79,m,22845,8591,1159
2021-02-15,80+,d,15,7,0
2021-02-15,80+,f,32638,17516,1478
2021-02-15,80+,m,22835,12083,1708
2021-02-15,NA,d,0,0,0
2021-02-15,NA,f,32,15,1
2021-02-15,NA,m,15,7,0
2021-02-16,0-9,d,0,0,0
2021-02-16,0-9,f,13,13,1
2021-02-16,0-9,m,4,3,1
2021-02-16,10-19,d,1,0,0
2021-02-16,10-19,f,662,225,11
2021-02-16,10-19,m,300,134,5
2021-02-16,20-29,d,1,1,0
2021-02-16,20-29,f,5401,1833,406
2021-02-16,20-29,m,2745,1104,234
2021-02-16,30-39,d,4,1,0
2021-02-16,30-39,f,7966,2910,783
2021-02-16,30-39,m,5263,1991,555
2021-02-16,40-49,d,8,0,0
2021-02-16,40-49,f,10285,3659,671
2021-02-16,40-49,m,7102,2468,511
2021-02-16,50-59,d,9,1,0
2021-02-16,50-59,f,15381,5690,652
2021-02-16,50-59,m,12312,3946,601
2021-02-16,60-69,d,13,1,0
2021-02-16,60-69,f,17226,4900,541
2021-02-16,60-69,m,15433,4393,650
2021-02-16,70-79,d,25,8,0
2021-02-16,70-79,f,25716,9128,1014
2021-02-16,70-79,m,22845,8696,1324
2021-02-16,80+,d,15,7,0
2021-02-16,80+,f,32638,17784,1773
2021-02-16,80+,m,22835,12227,2030
2021-02-16,NA,d,0,0,0
2021-02-16,NA,f,32,15,1
2021-02-16,NA,m,15,7,0
2021-02-17,0-9,d,0,0,0
2021-02-17,0-9,f,13,13,1
2021-02-17,0-9,m,4,3,1
2021-02-17,10-19,d,1,0,0
2021-02-17,10-19,f,662,229,12
2021-02-17,10-19,m,300,134,9
2021-02-17,20-29,d,1,1,0
2021-02-17,20-29,f,5401,1852,453
2021-02-17,20-29,m,2745,1111,250
2021-02-17,30-39,d,4,1,0
2021-02-17,30-39,f,7966,2948,844
2021-02-17,30-39,m,5263,2010,607
2021-02-17,40-49,d,8,0,0
2021-02-17,40-49,f,10285,3715,738
2021-02-17,40-49,m,7102,2501,563
2021-02-17,50-59,d,9,1,0
2021-02-17,50-59,f,15381,5785,734
2021-02-17,50-59,m,12312,4004,699
2021-02-17,60-69,d,13,1,0
2021-02-17,60-69,f,17226,4989,704
2021-02-17,60-69,m,15433,4462,825
2021-02-17,70-79,d,25,8,0
2021-02-17,70-79,f,25716,9258,1409
2021-02-17,70-79,m,22845,8795,1719
2021-02-17,80+,d,15,7,0
2021-02-17,80+,f,32638,18087,2410
2021-02-17,80+,m,22835,12380,2604
2021-02-17,NA,d,0,0,0
2021-02-17,NA,f,32,15,1
2021-02-17,NA,m,15,7,0
2021-02-18,0-9,d,0,0,0
2021-02-18,0-9,f,13,13,1
2021-02-18,0-9,m,4,3,1
2021-02-18,10-19,d,1,0,0
2021-02-18,10-19,f,662,234,15
2021-02-18,10-19,m,300,137,11
2021-02-18,20-29,d,1,1,0
2021-02-18,20-29,f,5401,1871,470
2021-02-18,20-29,m,2745,1123,257
2021-02-18,30-39,d,4,1,0
2021-02-18,30-39,f,7966,2974,887
2021-02-18,30-39,m,5263,2022,629
2021-02-18,40-49,d,8,0,0
2021-02-18,40-49,f,10285,3774,792
2021-02-18,40-49,m,7102,2524,598
2021-02-18,50-59,d,9,1,0
2021-02-18,50-59,f,15381,5869,846
2021-02-18,50-59,m,12312,4048,782
2021-02-18,60-69,d,13,2,0
2021-02-18,60-69,f,17226,5058,857
2021-02-18,60-69,m,15433,4526,982
2021-02-18,70-79,d,25,8,0
2021-02-18,70-79,f,25716,9376,1898
2021-02-18,70-79,m,22845,8888,2197
2021-02-18,80+,d,15,7,0
2021-02-18,80+,f,32638,18275,3202
2021-02-18,80+,m,22835,12476,3259
2021-02-18,NA,d,0,0,0
2021-02-18,NA,f,32,15,1
2021-02-18,NA,m,15,7,0
2021-02-19,0-9,d,0,0,0
2021-02-19,0-9,f,13,13,1
2021-02-19,0-9,m,4,3,1
2021-02-19,10-19,d,1,0,0
2021-02-19,10-19,f,662,235,17
2021-02-19,10-19,m,300,137,12
2021-02-19,20-29,d,1,1,0
2021-02-19,20-29,f,5401,1887,485
2021-02-19,20-29,m,2745,1133,267
2021-02-19,30-39,d,4,1,0
2021-02-19,30-39,f,7966,2991,934
