date,ageclass,gender,ncumul_registered,ncumul_firstvacc,ncumul_secondvacc
2021-02-19,30-39,m,5263,2030,647
2021-02-19,40-49,d,8,0,0
2021-02-19,40-49,f,10285,3790,837
2021-02-19,40-49,m,7102,2536,636
2021-02-19,50-59,d,9,1,0
2021-02-19,50-59,f,15381,5895,921
2021-02-19,50-59,m,12312,4074,861
2021-02-19,60-69,d,13,2,0
2021-02-19,60-69,f,17226,5093,951
2021-02-19,60-69,m,15433,4553,1136
2021-02-19,70-79,d,25,8,0
2021-02-19,70-79,f,25716,9444,2382
2021-02-19,70-79,m,22845,8956,2713
2021-02-19,80+,d,15,7,0
2021-02-19,80+,f,32638,18351,3842
2021-02-19,80+,m,22835,12532,3863
2021-02-19,NA,d,0,0,0
2021-02-19,NA,f,32,15,1
2021-02-19,NA,m,15,7,0
2021-02-20,0-9,d,0,0,0
2021-02-20,0-9,f,13,13,1
2021-02-20,0-9,m,4,3,1
2021-02-20,10-19,d,1,0,0
2021-02-20,10-19,f,662,236,19
2021-02-20,10-19,m,300,137,13
2021-02-20,20-29,d,1,1,0
2021-02-20,20-29,f,5401,1888,490
2021-02-20,20-29,m,2745,1134,267
2021-02-20,30-39,d,4,1,0
2021-02-20,30-39,f,7966,2991,945
2021-02-20,30-39,m,5263,2030,651
2021-02-20,40-49,d,8,0,0
2021-02-20,40-49,f,10285,3792,856
2021-02-20,40-49,m,7102,2538,657
2021-02-20,50-59,d,9,1,0
2021-02-20,50-59,f,15381,5898,964
2021-02-20,50-59,m,12312,4079,898
2021-02-20,60-69,d,13,2,0
2021-02-20,60-69,f,17226,5097,1002
2021-02-20,60-69,m,15433,4558,1195
2021-02-20,70-79,d,25,8,0
2021-02-20,70-79,f,25716,9450,2582
2021-02-20,70-79,m,22845,8970,2862
2021-02-20,80+,d,15,7,0
2021-02-20,80+,f,32638,18356,4104
2021-02-20,80+,m,22835,12535,4070
2021-02-20,NA,d,0,0,0
2021-02-20,NA,f,32,15,1
2021-02-20,NA,m,15,7,0
2021-02-21,0-9,d,0,0,0
2021-02-21,0-9,f,13,13,1
2021-02-21,0-9,m,4,3,1
2021-02-21,10-19,d,1,0,0
2021-02-21,10-19,f,662,236,19
2021-02-21,10-19,m,300,137,13
2021-02-21,20-29,d,1,1,0
2021-02-21,20-29,f,5401,1888,490
2021-02-21,20-29,m,2745,1134,267
2021-02-21,30-39,d,4,1,0
2021-02-21,30-39,f,7966,2991,945
2021-02-21,30-39,m,5263,2030,651
2021-02-21,40-49,d,8,0,0
2021-02-21,40-49,f,10285,3793,856
2021-02-21,40-49,m,7102,2539,657
2021-02-21,50-59,d,9,1,0
2021-02-21,50-59,f,15381,5898,964
2021-02-21,50-59,m,12312,4080,898
2021-02-21,60-69,d,13,2,0
2021-02-21,60-69,f,17226,5097,1003
2021-02-21,60-69,m,15433,4558,1197
2021-02-21,70-79,d,25,8,0
2021-02-21,70-79,f,25716,9450,2583
2021-02-21,70-79,m,22845,8970,2867
2021-02-21,80+,d,15,7,0
2021-02-21,80+,f,32638,18357,4111
2021-02-21,80+,m,22835,12536,4074
2021-02-21,NA,d,0,0,0
2021-02-21,NA,f,32,15,1
2021-02-21,NA,m,15,7,0
2021-02-22,0-9,d,0,0,0
2021-02-22,0-9,f,13,13,1
2021-02-22,0-9,m,4,3,1
2021-02-22,10-19,d,1,0,0
2021-02-22,10-19,f,662,236,19
2021-02-22,10-19,m,300,138,13
2021-02-22,20-29,d,1,1,0
2021-02-22,20-29,f,5401,1889,494
2021-02-22,20-29,m,2745,1137,269
2021-02-22,30-39,d,4,1,0
2021-02-22,30-39,f,7966,2994,952
2021-02-22,30-39,m,5263,2033,667
2021-02-22,40-49,d,8,0,0
2021-02-22,40-49,f,10285,3800,878
2021-02-22,40-49,m,7102,2545,668
2021-02-22,50-59,d,9,1,0
2021-02-22,50-59,f,15381,5911,1010
2021-02-22,50-59,m,12312,4091,948
2021-02-22,60-69,d,13,2,0
2021-02-22,60-69,f,17226,5105,1065
2021-02-22,60-69,m,15433,4577,1274
2021-02-22,70-79,d,25,8,0
2021-02-22,70-79,f,25716,9488,2828
2021-02-22,70-79,m,22845,9029,3100
2021-02-22,80+,d,15,7,0
2021-02-22,80+,f,32638,18435,4452
2021-02-22,80+,m,22835,12617,4440
2021-02-22,NA,d,0,0,0
2021-02-22,NA,f,32,15,1
2021-02-22,NA,m,15,7,0
2021-02-23,0-9,d,0,0,0
2021-02-23,0-9,f,13,13,1
2021-02-23,0-9,m,4,3,1
2021-02-23,10-19,d,1,0,0
2021-02-23,10-19,f,662,236,21
2021-02-23,10-19,m,300,139,13
2021-02-23,20-29,d,1,1,0
2021-02-23,20-29,f,5401,1897,502
2021-02-23,20-29,m,2745,1139,270
2021-02-23,30-39,d,4,1,0
2021-02-23,30-39,f,7966,3003,962
2021-02-23,30-39,m,5263,2038,675
2021-02-23,40-49,d,8,0,0
2021-02-23,40-49,f,10285,3817,911
2021-02-23,40-49,m,7102,2556,699
2021-02-23,50-59,d,9,1,0
2021-02-23,50-59,f,15381,5935,1062
2021-02-23,50-59,m,12312,4109,1021
2021-02-23,60-69,d,13,2,1
2021-02-23,60-69,f,17226,5131,1167
2021-02-23,60-69,m,15433,4609,1406
2021-02-23,70-79,d,25,8,0
2021-02-23,70-79,f,25716,9535,3198
2021-02-23,70-79,m,22845,9081,3464
2021-02-23,80+,d,15,7,0
2021-02-23,80+,f,32638,18548,5060
2021-02-23,80+,m,22835,12719,5001
2021-02-23,NA,d,0,0,0
2021-02-23,NA,f,32,16,1
2021-02-23,NA,m,15,7,0
2021-02-24,0-9,d,0,0,0
2021-02-24,0-9,f,13,13,1
2021-02-24,0-9,m,4,3,1
2021-02-24,10-19,d,1,0,0
2021-02-24,10-19,f,662,237,26
2021-02-24,10-19,m,300,139,15
2021-02-24,20-29,d,1,1,0
2021-02-24,20-29,f,5401,1910,537
2021-02-24,20-29,m,2745,1141,274
2021-02-24,30-39,d,4,1,0
2021-02-24,30-39,f,7966,3017,1006
2021-02-24,30-39,m,5263,2040,695
2021-02-24,40-49,d,8,0,0
2021-02-24,40-49,f,10285,3830,1000
2021-02-24,40-49,m,7102,2569,736
2021-02-24,50-59,d,9,1,0
2021-02-24,50-59,f,15381,5964,1227
2021-02-24,50-59,m,12312,4128,1110
2021-02-24,60-69,d,13,2,1
2021-02-24,60-69,f,17226,5163,1339
2021-02-24,60-69,m,15433,4638,1573
2021-02-24,70-79,d,25,8,1
2021-02-24,70-79,f,25716,9602,3691
2021-02-24,70-79,m,22845,9143,3899
2021-02-24,80+,d,15,7,0
2021-02-24,80+,f,32638,18676,5981
2021-02-24,80+,m,22835,12833,5611
2021-02-24,NA,d,0,0,0
2021-02-24,NA,f,32,16,1
2021-02-24,NA,m,15,7,0
2021-02-25,0-9,d,0,0,0
2021-02-25,0-9,f,13,13,1
2021-02-25,0-9,m,4,3,2
2021-02-25,10-19,d,1,0,0
2021-02-25,10-19,f,662,240,40
2021-02-25,10-19,m,300,140,18
2021-02-25,20-29,d,1,1,0
2021-02-25,20-29,f,5401,1923,603
2021-02-25,20-29,m,2745,1144,305
2021-02-25,30-39,d,4,1,0
2021-02-25,30-39,f,7966,3029,1100
2021-02-25,30-39,m,5263,2046,743
2021-02-25,40-49,d,8,0,0
2021-02-25,40-49,f,10285,3863,1166
2021-02-25,40-49,m,7102,2579,827
2021-02-25,50-59,d,9,1,0
2021-02-25,50-59,f,15381,6009,1523
2021-02-25,50-59,m,12312,4160,1294
2021-02-25,60-69,d,13,2,1
2021-02-25,60-69,f,17226,5198,1578
2021-02-25,60-69,m,15433,4677,1792
2021-02-25,70-79,d,25,9,1
2021-02-25,70-79,f,25716,9667,4173
2021-02-25,70-79,m,22845,9209,4376
2021-02-25,80+,d,15,7,0
2021-02-25,80+,f,32638,18816,6958
2021-02-25,80+,m,22835,12940,6319
2021-02-25,NA,d,0,0,0
2021-02-25,NA,f,32,17,1
2021-02-25,NA,m,15,7,0
2021-02-26,0-9,d,0,0,0
2021-02-26,0-9,f,13,13,1
2021-02-26,0-9,m,4,3,2
2021-02-26,10-19,d,1,0,0
2021-02-26,10-19,f,662,252,52
2021-02-26,10-19,m,300,149,22
2021-02-26,20-29,d,1,1,0
2021-02-26,20-29,f,5401,1969,660
2021-02-26,20-29,m,2745,1177,330
2021-02-26,30-39,d,4,1,0
2021-02-26,30-39,f,7966,3088,1175
2021-02-26,30-39,m,5263,2081,788
2021-02-26,40-49,d,8,0,0
2021-02-26,40-49,f,10285,3922,1305
2021-02-26,40-49,m,7102,2613,892
2021-02-26,50-59,d,9,1,0
2021-02-26,50-59,f,15381,6070,1782
2021-02-26,50-59,m,12312,4222,1426
2021-02-26,60-69,d,13,2,1
2021-02-26,60-69,f,17226,5245,1802
2021-02-26,60-69,m,15433,4723,1974
2021-02-26,70-79,d,25,9,1
2021-02-26,70-79,f,25716,9709,4629
2021-02-26,70-79,m,22845,9267,4803
2021-02-26,80+,d,15,7,0
2021-02-26,80+,f,32638,18896,7686
2021-02-26,80+,m,22835,13016,6847
2021-02-26,NA,d,0,0,0
2021-02-26,NA,f,32,17,2
2021-02-26,NA,m,15,7,1
2021-02-27,0-9,d,0,0,0
2021-02-27,0-9,f,13,13,1
2021-02-27,0-9,m,4,3,2
2021-02-27,10-19,d,1,0,0
2021-02-27,10-19,f,662,256,54
2021-02-27,10-19,m,300,151,23
2021-02-27,20-29,d,1,1,0
2021-02-27,20-29,f,5401,1984,678
2021-02-27,20-29,m,2745,1203,332
2021-02-27,30-39,d,4,1,0
2021-02-27,30-39,f,7966,3112,1204
2021-02-27,30-39,m,5263,2093,799
2021-02-27,40-49,d,8,0,0
2021-02-27,40-49,f,10285,3952,1353
2021-02-27,40-49,m,7102,2628,914
2021-02-27,50-59,d,9,1,0
2021-02-27,50-59,f,15381,6110,1854
2021-02-27,50-59,m,12312,4248,1467
2021-02-27,60-69,d,13,2,1
2021-02-27,60-69,f,17226,5266,1872
2021-02-27,60-69,m,15433,4743,2027
2021-02-27,70-79,d,25,9,1
2021-02-27,70-79,f,25716,9722,4813
2021-02-27,70-79,m,22845,9278,4960
2021-02-27,80+,d,15,7,0
2021-02-27,80+,f,32638,18933,7926
2021-02-27,80+,m,22835,13034,7015
2021-02-27,NA,d,0,0,0
2021-02-27,NA,f,32,17,2
2021-02-27,NA,m,15,7,1
2021-02-28,0-9,d,0,0,0
2021-02-28,0-9,f,13,13,1
2021-02-28,0-9,m,4,3,2
2021-02-28,10-19,d,1,0,0
2021-02-28,10-19,f,662,256,54
2021-02-28,10-19,m,300,151,23
2021-02-28,20-29,d,1,1,0
2021-02-28,20-29,f,5401,1984,678
2021-02-28,20-29,m,2745,1203,332
2021-02-28,30-39,d,4,1,0
2021-02-28,30-39,f,7966,3112,1204
2021-02-28,30-39,m,5263,2096,799
2021-02-28,40-49,d,8,0,0
2021-02-28,40-49,f,10285,3952,1354
2021-02-28,40-49,m,7102,2628,914
2021-02-28,50-59,d,9,1,0
2021-02-28,50-59,f,15381,6111,1856
2021-02-28,50-59,m,12312,4251,1467
2021-02-28,60-69,d,13,2,1
2021-02-28,60-69,f,17226,5266,1873
2021-02-28,60-69,m,15433,4744,2031
2021-02-28,70-79,d,25,9,1
2021-02-28,70-79,f,25716,9722,4815
2021-02-28,70-79,m,22845,9278,4962
2021-02-28,80+,d,15,7,0
2021-02-28,80+,f,32638,18934,7931
2021-02-28,80+,m,22835,13035,7020
2021-02-28,NA,d,0,0,0
2021-02-28,NA,f,32,17,2
2021-02-28,NA,m,15,7,1
2021-03-01,0-9,d,0,0,0
2021-03-01,0-9,f,13,13,1
2021-03-01,0-9,m,4,3,2
2021-03-01,10-19,d,1,0,0
2021-03-01,10-19,f,662,256,55
2021-03-01,10-19,m,300,151,23
2021-03-01,20-29,d,1,1,0
2021-03-01,20-29,f,5401,1987,683
2021-03-01,20-29,m,2745,1203,336
2021-03-01,30-39,d,4,1,0
2021-03-01,30-39,f,7966,3114,1213
2021-03-01,30-39,m,5263,2100,807
2021-03-01,40-49,d,8,0,0
2021-03-01,40-49,f,10285,3956,1383
2021-03-01,40-49,m,7102,2637,933
2021-03-01,50-59,d,9,1,0
2021-03-01,50-59,f,15381,6127,1901
2021-03-01,50-59,m,12312,4270,1525
2021-03-01,60-69,d,13,2,1
2021-03-01,60-69,f,17226,5278,1943
2021-03-01,60-69,m,15433,4770,2100
2021-03-01,70-79,d,25,9,4
2021-03-01,70-79,f,25716,9743,5106
2021-03-01,70-79,m,22845,9316,5222
2021-03-01,80+,d,15,7,1
2021-03-01,80+,f,32638,18990,8332
2021-03-01,80+,m,22835,13093,7368
2021-03-01,NA,d,0,0,0
2021-03-01,NA,f,32,17,2
2021-03-01,NA,m,15,7,1
2021-03-02,0-9,d,0,0,0
2021-03-02,0-9,f,13,13,1
2021-03-02,0-9,m,4,3,2
2021-03-02,10-19,d,1,0,0
2021-03-02,10-19,f,662,258,58
2021-03-02,10-19,m,300,151,29
2021-03-02,20-29,d,1,1,0
2021-03-02,20-29,f,5401,2000,723
2021-03-02,20-29,m,2745,1213,381
2021-03-02,30-39,d,4,1,0
2021-03-02,30-39,f,7966,3130,1282
2021-03-02,30-39,m,5263,2108,873
2021-03-02,40-49,d,8,0,0
2021-03-02,40-49,f,10285,3983,1479
2021-03-02,40-49,m,7102,2651,1031
2021-03-02,50-59,d,9,1,0
2021-03-02,50-59,f,15381,6160,2067
2021-03-02,50-59,m,12312,4297,1685
2021-03-02,60-69,d,13,2,1
2021-03-02,60-69,f,17226,5310,2094
2021-03-02,60-69,m,15433,4819,2270
2021-03-02,70-79,d,25,9,4
2021-03-02,70-79,f,25716,9787,5483
2021-03-02,70-79,m,22845,9359,5538
2021-03-02,80+,d,15,7,2
2021-03-02,80+,f,32638,19061,8909
2021-03-02,80+,m,22835,13169,7822
2021-03-02,NA,d,0,0,0
2021-03-02,NA,f,32,18,2
2021-03-02,NA,m,15,7,1
2021-03-03,0-9,d,0,0,0
2021-03-03,0-9,f,13,13,1
2021-03-03,0-9,m,4,3,2
2021-03-03,10-19,d,1,0,0
2021-03-03,10-19,f,662,269,72
2021-03-03,10-19,m,300,152,38
2021-03-03,20-29,d,1,1,0
2021-03-03,20-29,f,5401,2038,807
2021-03-03,20-29,m,2745,1236,434
2021-03-03,30-39,d,4,1,0
2021-03-03,30-39,f,7966,3214,1432
2021-03-03,30-39,m,5263,2153,961
2021-03-03,40-49,d,8,0,0
2021-03-03,40-49,f,10285,4064,1651
2021-03-03,40-49,m,7102,2686,1171
2021-03-03,50-59,d,9,1,1
2021-03-03,50-59,f,15381,6232,2388
2021-03-03,50-59,m,12312,4347,1894
2021-03-03,60-69,d,13,2,1
2021-03-03,60-69,f,17226,5353,2406
2021-03-03,60-69,m,15433,4858,2535
2021-03-03,70-79,d,25,9,5
2021-03-03,70-79,f,25716,9872,5991
2021-03-03,70-79,m,22845,9430,5967
2021-03-03,80+,d,15,7,2
2021-03-03,80+,f,32638,19248,9930
2021-03-03,80+,m,22835,13294,8354
2021-03-03,NA,d,0,0,0
2021-03-03,NA,f,32,18,2
2021-03-03,NA,m,15,7,2
2021-03-04,0-9,d,0,0,0
2021-03-04,0-9,f,13,13,1
2021-03-04,0-9,m,4,3,2
2021-03-04,10-19,d,1,0,0
2021-03-04,10-19,f,662,280,97
2021-03-04,10-19,m,300,158,52
2021-03-04,20-29,d,1,1,0
2021-03-04,20-29,f,5401,2125,963
2021-03-04,20-29,m,2745,1266,525
2021-03-04,30-39,d,4,1,0
2021-03-04,30-39,f,7966,3345,1638
2021-03-04,30-39,m,5263,2230,1077
2021-03-04,40-49,d,8,1,0
2021-03-04,40-49,f,10285,4178,1901
2021-03-04,40-49,m,7102,2751,1339
2021-03-04,50-59,d,9,1,1
2021-03-04,50-59,f,15381,6375,2719
2021-03-04,50-59,m,12312,4406,2142
2021-03-04,60-69,d,13,2,1
2021-03-04,60-69,f,17226,5429,2657
2021-03-04,60-69,m,15433,4914,2756
2021-03-04,70-79,d,25,9,5
2021-03-04,70-79,f,25716,9955,6368
2021-03-04,70-79,m,22845,9497,6307
2021-03-04,80+,d,15,7,2
2021-03-04,80+,f,32638,19362,10662
2021-03-04,80+,m,22835,13412,8707
2021-03-04,NA,d,0,0,0
2021-03-04,NA,f,32,18,2
2021-03-04,NA,m,15,7,4
2021-03-05,0-9,d,0,0,0
2021-03-05,0-9,f,13,13,1
2021-03-05,0-9,m,4,4,2
2021-03-05,10-19,d,1,0,0
2021-03-05,10-19,f,662,291,117
2021-03-05,10-19,m,300,161,57
2021-03-05,20-29,d,1,1,0
2021-03-05,20-29,f,5401,2242,1075
2021-03-05,20-29,m,2745,1304,566
2021-03-05,30-39,d,4,1,0
2021-03-05,30-39,f,7966,3492,1766
2021-03-05,30-39,m,5263,2289,1167
2021-03-05,40-49,d,8,1,0
2021-03-05,40-49,f,10285,4316,2077
2021-03-05,40-49,m,7102,2803,1476
2021-03-05,50-59,d,9,1,1
2021-03-05,50-59,f,15381,6494,3053
2021-03-05,50-59,m,12312,4457,2331
2021-03-05,60-69,d,13,2,1
2021-03-05,60-69,f,17226,5526,2912
2021-03-05,60-69,m,15433,4967,2977
2021-03-05,70-79,d,25,10,6
2021-03-05,70-79,f,25716,10035,6775
2021-03-05,70-79,m,22845,9580,6666
2021-03-05,80+,d,15,7,2
2021-03-05,80+,f,32638,19488,11480
2021-03-05,80+,m,22835,13510,9121
2021-03-05,NA,d,0,0,0
2021-03-05,NA,f,32,18,4
2021-03-05,NA,m,15,7,4
2021-03-06,0-9,d,0,0,0
2021-03-06,0-9,f,13,13,1
2021-03-06,0-9,m,4,4,2
2021-03-06,10-19,d,1,0,0
2021-03-06,10-19,f,662,291,118
2021-03-06,10-19,m,300,161,57
2021-03-06,20-29,d,1,1,0
2021-03-06,20-29,f,5401,2244,1083
2021-03-06,20-29,m,2745,1310,572
2021-03-06,30-39,d,4,1,0
2021-03-06,30-39,f,7966,3495,1776
2021-03-06,30-39,m,5263,2289,1176
2021-03-06,40-49,d,8,1,0
2021-03-06,40-49,f,10285,4318,2093
2021-03-06,40-49,m,7102,2804,1481
2021-03-06,50-59,d,9,1,1
2021-03-06,50-59,f,15381,6498,3083
2021-03-06,50-59,m,12312,4463,2350
2021-03-06,60-69,d,13,2,1
2021-03-06,60-69,f,17226,5530,2947
2021-03-06,60-69,m,15433,4971,3012
2021-03-06,70-79,d,25,10,6
2021-03-06,70-79,f,25716,10045,6839
2021-03-06,70-79,m,22845,9589,6719
2021-03-06,80+,d,15,7,2
2021-03-06,80+,f,32638,19492,11595
2021-03-06,80+,m,22835,13517,9157
2021-03-06,NA,d,0,0,0
2021-03-06,NA,f,32,18,4
2021-03-06,NA,m,15,7,4
2021-03-07,0-9,d,0,0,0
2021-03-07,0-9,f,13,13,1
2021-03-07,0-9,m,4,4,2
2021-03-07,10-19,d,1,0,0
2021-03-07,10-19,f,662,291,118
2021-03-07,10-19,m,300,161,57
2021-03-07,20-29,d,1,1,0
2021-03-07,20-29,f,5401,2244,1084
2021-03-07,20-29,m,2745,1310,572
2021-03-07,30-39,d,4,1,0
2021-03-07,30-39,f,7966,3496,1778
2021-03-07,30-39,m,5263,2289,1176
2021-03-07,40-49,d,8,1,0
2021-03-07,40-49,f,10285,4320,2093
2021-03-07,40-49,m,7102,2806,1481
2021-03-07,50-59,d,9,1,1
2021-03-07,50-59,f,15381,6499,3083
2021-03-07,50-59,m,12312,4463,2352
2021-03-07,60-69,d,13,2,1
2021-03-07,60-69,f,17226,5530,2950
2021-03-07,60-69,m,15433,4972,3017
2021-03-07,70-79,d,25,10,6
2021-03-07,70-79,f,25716,10045,6843
2021-03-07,70-79,m,22845,9589,6724
2021-03-07,80+,d,15,7,2
2021-03-07,80+,f,32638,19493,11598
2021-03-07,80+,m,22835,13517,9160
2021-03-07,NA,d,0,0,0
2021-03-07,NA,f,32,18,4
2021-03-07,NA,m,15,7,4
2021-03-08,0-9,d,0,0,0
2021-03-08,0-9,f,13,13,1
2021-03-08,0-9,m,4,4,2
2021-03-08,10-19,d,1,0,0
2021-03-08,10-19,f,662,292,120
2021-03-08,10-19,m,300,163,58
2021-03-08,20-29,d,1,1,0
2021-03-08,20-29,f,5401,2304,1090
2021-03-08,20-29,m,2745,1329,578
2021-03-08,30-39,d,4,1,0
2021-03-08,30-39,f,7966,3577,1819
2021-03-08,30-39,m,5263,2333,1201
2021-03-08,40-49,d,8,1,0
2021-03-08,40-49,f,10285,4430,2144
2021-03-08,40-49,m,7102,2867,1524
2021-03-08,50-59,d,9,1,1
2021-03-08,50-59,f,15381,6647,3157
2021-03-08,50-59,m,12312,4549,2418
2021-03-08,60-69,d,13,2,1
2021-03-08,60-69,f,17226,5639,3061
2021-03-08,60-69,m,15433,5069,3108
2021-03-08,70-79,d,25,10,6
2021-03-08,70-79,f,25716,10254,7026
2021-03-08,70-79,m,22845,9784,6899
2021-03-08,80+,d,15,7,2
2021-03-08,80+,f,32638,19729,11922
2021-03-08,80+,m,22835,13741,9377
2021-03-08,NA,d,0,0,0
2021-03-08,NA,f,32,19,4
2021-03-08,NA,m,15,7,4
2021-03-09,0-9,d,0,0,0
2021-03-09,0-9,f,13,13,1
2021-03-09,0-9,m,4,4,2
2021-03-09,10-19,d,1,0,0
2021-03-09,10-19,f,662,300,123
2021-03-09,10-19,m,300,165,60
2021-03-09,20-29,d,1,1,0
2021-03-09,20-29,f,5401,2484,1101
2021-03-09,20-29,m,2745,1389,598
2021-03-09,30-39,d,4,1,0
2021-03-09,30-39,f,7966,3832,1850
2021-03-09,30-39,m,5263,2499,1228
2021-03-09,40-49,d,8,1,0
2021-03-09,40-49,f,10285,4702,2194
2021-03-09,40-49,m,7102,3033,1559
2021-03-09,50-59,d,9,1,1
2021-03-09,50-59,f,15381,6973,3244
2021-03-09,50-59,m,12312,4753,2487
2021-03-09,60-69,d,13,2,1
2021-03-09,60-69,f,17226,5852,3143
2021-03-09,60-69,m,15433,5219,3198
2021-03-09,70-79,d,25,10,6
2021-03-09,70-79,f,25716,10458,7234
2021-03-09,70-79,m,22845,9999,7110
2021-03-09,80+,d,15,7,3
2021-03-09,80+,f,32638,19971,12181
2021-03-09,80+,m,22835,13944,9596
2021-03-09,NA,d,0,0,0
2021-03-09,NA,f,32,19,4
2021-03-09,NA,m,15,7,4
2021-03-10,0-9,d,0,0,0
2021-03-10,0-9,f,13,13,1
2021-03-10,0-9,m,4,4,2
2021-03-10,10-19,d,1,0,0
2021-03-10,10-19,f,662,321,125
2021-03-10,10-19,m,300,171,60
2021-03-10,20-29,d,1,1,0
2021-03-10,20-29,f,5401,2682,1108
2021-03-10,20-29,m,2745,1447,601
2021-03-10,30-39,d,4,1,0
2021-03-10,30-39,f,7966,4108,1867
2021-03-10,30-39,m,5263,2633,1240
2021-03-10,40-49,d,8,1,0
2021-03-10,40-49,f,10285,5024,2223
2021-03-10,40-49,m,7102,3194,1583
2021-03-10,50-59,d,9,1,1
2021-03-10,50-59,f,15381,7332,3299
2021-03-10,50-59,m,12312,4949,2530
2021-03-10,60-69,d,13,2,1
2021-03-10,60-69,f,17226,6119,3235
2021-03-10,60-69,m,15433,5427,3271
2021-03-10,70-79,d,25,10,6
2021-03-10,70-79,f,25716,10716,7463
2021-03-10,70-79,m,22845,10251,7318
2021-03-10,80+,d,15,7,3
2021-03-10,80+,f,32638,20298,12521
2021-03-10,80+,m,22835,14190,9826
2021-03-10,NA,d,0,0,0
2021-03-10,NA,f,32,19,5
2021-03-10,NA,m,15,7,4
2021-03-11,0-9,d,0,0,0
2021-03-11,0-9,f,13,13,1
2021-03-11,0-9,m,4,4,2
2021-03-11,10-19,d,1,0,0
2021-03-11,10-19,f,662,340,133
2021-03-11,10-19,m,300,178,63
2021-03-11,20-29,d,1,1,0
2021-03-11,20-29,f,5401,2858,1169
2021-03-11,20-29,m,2745,1519,636
2021-03-11,30-39,d,4,1,0
2021-03-11,30-39,f,7966,4349,1940
2021-03-11,30-39,m,5263,2742,1285
2021-03-11,40-49,d,8,1,0
2021-03-11,40-49,f,10285,5260,2298
2021-03-11,40-49,m,7102,3328,1643
2021-03-11,50-59,d,9,1,1
2021-03-11,50-59,f,15381,7683,3434
2021-03-11,50-59,m,12312,5173,2621
2021-03-11,60-69,d,13,2,1
2021-03-11,60-69,f,17226,6363,3378
2021-03-11,60-69,m,15433,5656,3365
2021-03-11,70-79,d,25,10,6
2021-03-11,70-79,f,25716,11015,7761
2021-03-11,70-79,m,22845,10553,7525
2021-03-11,80+,d,15,8,3
2021-03-11,80+,f,32638,20719,12882
2021-03-11,80+,m,22835,14476,10071
2021-03-11,NA,d,0,0,0
2021-03-11,NA,f,32,19,6
2021-03-11,NA,m,15,7,4
2021-03-12,0-9,d,0,0,0
2021-03-12,0-9,f,13,13,1
2021-03-12,0-9,m,4,4,2
2021-03-12,10-19,d,1,0,0
2021-03-12,10-19,f,662,355,138
2021-03-12,10-19,m,300,186,65
2021-03-12,20-29,d,1,1,0
2021-03-12,20-29,f,5401,2958,1217
2021-03-12,20-29,m,2745,1554,659
2021-03-12,30-39,d,4,1,0
2021-03-12,30-39,f,7966,4464,2001
2021-03-12,30-39,m,5263,2802,1327
2021-03-12,40-49,d,8,1,0
2021-03-12,40-49,f,10285,5368,2384
2021-03-12,40-49,m,7102,3405,1695
2021-03-12,50-59,d,9,1,1
2021-03-12,50-59,f,15381,7859,3558
2021-03-12,50-59,m,12312,5308,2733
2021-03-12,60-69,d,13,2,1
2021-03-12,60-69,f,17226,6539,3485
2021-03-12,60-69,m,15433,5828,3461
2021-03-12,70-79,d,25,10,7
2021-03-12,70-79,f,25716,11301,7945
2021-03-12,70-79,m,22845,10801,7710
2021-03-12,80+,d,15,8,3
2021-03-12,80+,f,32638,21003,13110
2021-03-12,80+,m,22835,14713,10244
2021-03-12,NA,d,0,0,0
2021-03-12,NA,f,32,19,7
2021-03-12,NA,m,15,7,4
2021-03-13,0-9,d,0,0,0
2021-03-13,0-9,f,13,13,1
2021-03-13,0-9,m,4,4,2
2021-03-13,10-19,d,1,0,0
2021-03-13,10-19,f,662,355,140
2021-03-13,10-19,m,300,186,66
2021-03-13,20-29,d,1,1,0
2021-03-13,20-29,f,5401,2959,1224
2021-03-13,20-29,m,2745,1555,665
2021-03-13,30-39,d,4,1,0
2021-03-13,30-39,f,7966,4469,2011
2021-03-13,30-39,m,5263,2807,1338
2021-03-13,40-49,d,8,1,0
2021-03-13,40-49,f,10285,5371,2402
2021-03-13,40-49,m,7102,3411,1708
2021-03-13,50-59,d,9,1,1
2021-03-13,50-59,f,15381,7868,3592
2021-03-13,50-59,m,12312,5320,2754
2021-03-13,60-69,d,13,2,1
2021-03-13,60-69,f,17226,6572,3526
2021-03-13,60-69,m,15433,5855,3491
2021-03-13,70-79,d,25,10,7
2021-03-13,70-79,f,25716,11349,7986
2021-03-13,70-79,m,22845,10836,7741
2021-03-13,80+,d,15,8,3
2021-03-13,80+,f,32638,21061,13189
2021-03-13,80+,m,22835,14757,10285
2021-03-13,NA,d,0,0,0
2021-03-13,NA,f,32,19,7
2021-03-13,NA,m,15,7,4
2021-03-14,0-9,d,0,0,0
2021-03-14,0-9,f,13,13,1
2021-03-14,0-9,m,4,4,2
2021-03-14,10-19,d,1,0,0
2021-03-14,10-19,f,662,355,141
2021-03-14,10-19,m,300,186,67
2021-03-14,20-29,d,1,1,0
2021-03-14,20-29,f,5401,2960,1235
2021-03-14,20-29,m,2745,1555,672
2021-03-14,30-39,d,4,1,0
2021-03-14,30-39,f,7966,4473,2019
2021-03-14,30-39,m,5263,2809,1346
2021-03-14,40-49,d,8,1,0
2021-03-14,40-49,f,10285,5374,2424
2021-03-14,40-49,m,7102,3416,1719
