date,vaccgroup_zh,ncumul_registered,ncumul_firstvacc,ncumul_secondvacc
2021-02-16,A,85610,43433,5476
2021-02-16,B,6615,1302,934
2021-02-16,C,35915,9596,1226
2021-02-16,D,23388,5269,298
2021-02-16,E,10886,3114,186
2021-02-16,F,4399,2314,1611
2021-02-16,G,32324,13756,1831
2021-02-16,H,605,430,8
2021-02-16,I,688,487,8
2021-02-16,K,692,332,0
2021-02-16,L,452,265,0
2021-02-16,M,1627,507,118
2021-02-16,N,970,305,67
2021-02-16,O,30,11,0
2021-02-16,P,0,0,0
2021-02-16,Q,0,0,0
2021-02-16,R,2,2,0
2021-02-16,S,0,0,0
2021-02-16,T,0,0,0
2021-02-16,NA,47,22,1
2021-02-17,A,85610,44040,7265
2021-02-17,B,6615,1320,1051
2021-02-17,C,35915,9763,1637
2021-02-17,D,23388,5377,453
2021-02-17,E,10886,3151,252
2021-02-17,F,4399,2375,1812
2021-02-17,G,32324,13863,1872
2021-02-17,H,605,435,8
2021-02-17,I,688,496,9
2021-02-17,K,692,332,0
2021-02-17,L,452,267,0
2021-02-17,M,1627,535,140
2021-02-17,N,970,328,83
2021-02-17,O,30,11,0
2021-02-17,P,0,0,0
2021-02-17,Q,0,0,0
2021-02-17,R,2,2,0
2021-02-17,S,0,0,0
2021-02-17,T,0,0,0
2021-02-17,NA,47,22,1
2021-02-18,A,85610,44506,9479
2021-02-18,B,6615,1334,1110
2021-02-18,C,35915,9914,2009
2021-02-18,D,23388,5440,614
2021-02-18,E,10886,3172,305
2021-02-18,F,4399,2426,1848
2021-02-18,G,32324,13988,2033
2021-02-18,H,605,447,9
2021-02-18,I,688,504,9
2021-02-18,K,692,332,0
2021-02-18,L,452,267,0
2021-02-18,M,1627,535,168
2021-02-18,N,970,333,100
2021-02-18,O,30,11,0
2021-02-18,P,0,0,0
2021-02-18,Q,0,0,0
2021-02-18,R,2,2,0
2021-02-18,S,0,0,0
2021-02-18,T,0,0,0
2021-02-18,NA,47,22,1
2021-02-19,A,85610,44729,11476
2021-02-19,B,6615,1354,1196
2021-02-19,C,35915,9995,2398
2021-02-19,D,23388,5489,758
2021-02-19,E,10886,3192,351
2021-02-19,F,4399,2473,1912
2021-02-19,G,32324,14006,2075
2021-02-19,H,605,447,9
2021-02-19,I,688,504,9
2021-02-19,K,692,332,0
2021-02-19,L,452,267,0
2021-02-19,M,1627,539,205
2021-02-19,N,970,333,117
2021-02-19,O,30,11,0
2021-02-19,P,0,0,0
2021-02-19,Q,0,0,0
2021-02-19,R,2,2,0
2021-02-19,S,0,0,0
2021-02-19,T,0,0,0
2021-02-19,NA,47,22,1
2021-02-20,A,85610,44745,12227
2021-02-20,B,6615,1354,1199
2021-02-20,C,35915,10014,2520
2021-02-20,D,23388,5493,882
2021-02-20,E,10886,3197,398
2021-02-20,F,4399,2473,1912
2021-02-20,G,32324,14013,2099
2021-02-20,H,605,447,9
2021-02-20,I,688,504,9
2021-02-20,K,692,333,0
2021-02-20,L,452,267,0
2021-02-20,M,1627,539,205
2021-02-20,N,970,333,117
2021-02-20,O,30,11,0
2021-02-20,P,0,0,0
2021-02-20,Q,0,0,0
2021-02-20,R,2,2,0
2021-02-20,S,0,0,0
2021-02-20,T,0,0,0
2021-02-20,NA,47,22,1
2021-02-21,A,85610,44748,12243
2021-02-21,B,6615,1354,1199
2021-02-21,C,35915,10014,2522
2021-02-21,D,23388,5493,884
2021-02-21,E,10886,3197,398
2021-02-21,F,4399,2474,1912
2021-02-21,G,32324,14014,2099
2021-02-21,H,605,447,9
2021-02-21,I,688,504,9
2021-02-21,K,692,333,0
2021-02-21,L,452,267,0
2021-02-21,M,1627,539,205
2021-02-21,N,970,333,117
2021-02-21,O,30,11,0
2021-02-21,P,0,0,0
2021-02-21,Q,0,0,0
2021-02-21,R,2,2,0
2021-02-21,S,0,0,0
2021-02-21,T,0,0,0
2021-02-21,NA,47,22,1
2021-02-22,A,85610,44979,13300
2021-02-22,B,6615,1354,1203
2021-02-22,C,35915,10052,2730
2021-02-22,D,23388,5507,979
2021-02-22,E,10886,3201,430
2021-02-22,F,4399,2475,1913
2021-02-22,G,32324,14028,2120
2021-02-22,H,605,447,9
2021-02-22,I,688,504,9
2021-02-22,K,692,333,0
2021-02-22,L,452,267,0
2021-02-22,M,1627,558,253
2021-02-22,N,970,343,133
2021-02-22,O,30,11,0
2021-02-22,P,0,0,0
2021-02-22,Q,0,0,0
2021-02-22,R,2,2,0
2021-02-22,S,0,0,0
2021-02-22,T,0,0,0
2021-02-22,NA,47,22,1
2021-02-23,A,85610,45259,15010
2021-02-23,B,6615,1354,1204
2021-02-23,C,35915,10117,3054
2021-02-23,D,23388,5527,1112
2021-02-23,E,10886,3213,468
2021-02-23,F,4399,2476,1913
2021-02-23,G,32324,14089,2210
2021-02-23,H,605,447,9
2021-02-23,I,688,504,9
2021-02-23,K,692,334,0
2021-02-23,L,452,267,0
2021-02-23,M,1627,580,294
2021-02-23,N,970,348,152
2021-02-23,O,30,11,0
2021-02-23,P,0,0,0
2021-02-23,Q,0,0,0
2021-02-23,R,2,2,0
2021-02-23,S,0,0,0
2021-02-23,T,0,0,0
2021-02-23,NA,47,23,1
2021-02-24,A,85610,45596,17173
2021-02-24,B,6615,1355,1205
2021-02-24,C,35915,10183,3531
2021-02-24,D,23388,5556,1300
2021-02-24,E,10886,3221,532
2021-02-24,F,4399,2479,1914
2021-02-24,G,32324,14140,2546
2021-02-24,H,605,448,12
2021-02-24,I,688,504,9
2021-02-24,K,692,336,5
2021-02-24,L,452,267,2
2021-02-24,M,1627,606,335
2021-02-24,N,970,362,160
2021-02-24,O,30,11,0
2021-02-24,P,0,0,0
2021-02-24,Q,0,0,0
2021-02-24,R,2,2,0
2021-02-24,S,0,0,0
2021-02-24,T,0,0,0
2021-02-24,NA,47,23,1
2021-02-25,A,85610,45929,19531
2021-02-25,B,6615,1355,1208
2021-02-25,C,35915,10275,4040
2021-02-25,D,23388,5592,1497
2021-02-25,E,10886,3235,589
2021-02-25,F,4399,2482,1919
2021-02-25,G,32324,14240,3468
2021-02-25,H,605,450,17
2021-02-25,I,688,504,15
2021-02-25,K,692,336,6
2021-02-25,L,452,267,2
2021-02-25,M,1627,623,357
2021-02-25,N,970,376,171
2021-02-25,O,30,11,0
2021-02-25,P,0,0,0
2021-02-25,Q,0,0,0
2021-02-25,R,2,2,0
2021-02-25,S,0,0,0
2021-02-25,T,0,0,0
2021-02-25,NA,47,24,1
2021-02-26,A,85610,46185,21410
2021-02-26,B,6615,1355,1210
2021-02-26,C,35915,10342,4508
2021-02-26,D,23388,5604,1728
2021-02-26,E,10886,3238,650
2021-02-26,F,4399,2513,1921
2021-02-26,G,32324,14489,4150
2021-02-26,H,605,451,25
2021-02-26,I,688,504,19
2021-02-26,K,692,384,9
2021-02-26,L,452,318,2
2021-02-26,M,1627,645,369
2021-02-26,N,970,395,177
2021-02-26,O,30,11,0
2021-02-26,P,0,0,0
2021-02-26,Q,0,0,0
2021-02-26,R,2,2,0
2021-02-26,S,0,0,0
2021-02-26,T,0,0,0
2021-02-26,NA,47,24,3
2021-02-27,A,85610,46250,22040
2021-02-27,B,6615,1355,1210
2021-02-27,C,35915,10371,4699
2021-02-27,D,23388,5646,1822
2021-02-27,E,10886,3300,698
2021-02-27,F,4399,2514,1921
2021-02-27,G,32324,14602,4284
2021-02-27,H,605,451,37
2021-02-27,I,688,504,25
2021-02-27,K,692,385,11
2021-02-27,L,452,319,3
2021-02-27,M,1627,645,369
2021-02-27,N,970,395,177
2021-02-27,O,30,11,0
2021-02-27,P,0,0,0
2021-02-27,Q,0,0,0
2021-02-27,R,2,2,0
2021-02-27,S,0,0,0
2021-02-27,T,0,0,0
2021-02-27,NA,47,24,3
2021-02-28,A,85610,46252,22054
2021-02-28,B,6615,1355,1210
2021-02-28,C,35915,10371,4702
2021-02-28,D,23388,5646,1824
2021-02-28,E,10886,3300,699
2021-02-28,F,4399,2514,1921
2021-02-28,G,32324,14610,4286
2021-02-28,H,605,451,37
2021-02-28,I,688,504,25
2021-02-28,K,692,385,11
2021-02-28,L,452,319,3
2021-02-28,M,1627,645,369
2021-02-28,N,970,395,177
2021-02-28,O,30,11,0
2021-02-28,P,0,0,0
2021-02-28,Q,0,0,0
2021-02-28,R,2,2,0
2021-02-28,S,0,0,0
2021-02-28,T,0,0,0
2021-02-28,NA,47,24,3
2021-03-01,A,85610,46415,23219
2021-03-01,B,6615,1356,1213
2021-03-01,C,35915,10406,4923
2021-03-01,D,23388,5654,1931
2021-03-01,E,10886,3302,741
2021-03-01,F,4399,2516,1921
2021-03-01,G,32324,14615,4340
2021-03-01,H,605,451,37
2021-03-01,I,688,504,25
2021-03-01,K,692,385,12
2021-03-01,L,452,319,3
2021-03-01,M,1627,683,386
2021-03-01,N,970,409,188
2021-03-01,O,30,11,0
2021-03-01,P,0,0,0
2021-03-01,Q,0,0,0
2021-03-01,R,2,2,0
2021-03-01,S,0,0,0
2021-03-01,T,0,0,0
2021-03-01,NA,47,24,3
2021-03-02,A,85610,46631,24780
2021-03-02,B,6615,1360,1216
2021-03-02,C,35915,10477,5248
2021-03-02,D,23388,5669,2204
2021-03-02,E,10886,3311,903
2021-03-02,F,4399,2517,1922
2021-03-02,G,32324,14725,4667
2021-03-02,H,605,453,45
2021-03-02,I,688,506,29
2021-03-02,K,692,388,69
2021-03-02,L,452,322,64
2021-03-02,M,1627,705,393
2021-03-02,N,970,416,194
2021-03-02,O,30,11,0
2021-03-02,P,0,0,0
2021-03-02,Q,0,0,0
2021-03-02,R,2,2,0
2021-03-02,S,0,0,0
2021-03-02,T,0,0,0
2021-03-02,NA,47,25,3
2021-03-03,A,85610,47040,26990
2021-03-03,B,6615,1362,1218
2021-03-03,C,35915,10569,5838
2021-03-03,D,23388,5719,2583
2021-03-03,E,10886,3345,1105
2021-03-03,F,4399,2743,1930
2021-03-03,G,32324,14830,5431
2021-03-03,H,605,456,53
2021-03-03,I,688,509,35
2021-03-03,K,692,388,90
2021-03-03,L,452,325,75
2021-03-03,M,1627,744,450
2021-03-03,N,970,438,245
2021-03-03,O,30,12,0
2021-03-03,P,0,0,0
2021-03-03,Q,0,0,0
2021-03-03,R,2,3,0
2021-03-03,S,0,0,0
2021-03-03,T,0,0,0
2021-03-03,NA,47,25,4
2021-03-04,A,85610,47375,28719
2021-03-04,B,6615,1364,1219
2021-03-04,C,35915,10669,6268
2021-03-04,D,23388,5786,2855
2021-03-04,E,10886,3376,1295
2021-03-04,F,4399,3183,1960
2021-03-04,G,32324,15049,6547
2021-03-04,H,605,464,82
2021-03-04,I,688,514,73
2021-03-04,K,692,388,101
2021-03-04,L,452,325,83
2021-03-04,M,1627,760,460
2021-03-04,N,970,453,258
2021-03-04,O,30,12,1
2021-03-04,P,0,0,0
2021-03-04,Q,0,0,0
2021-03-04,R,2,3,1
2021-03-04,S,0,0,0
2021-03-04,T,0,0,0
2021-03-04,NA,47,25,6
2021-03-05,A,85610,47706,30517
2021-03-05,B,6615,1368,1224
2021-03-05,C,35915,10783,6752
2021-03-05,D,23388,5813,3123
2021-03-05,E,10886,3393,1417
2021-03-05,F,4399,3630,1965
2021-03-05,G,32324,15329,7456
2021-03-05,H,605,468,129
2021-03-05,I,688,523,124
2021-03-05,K,692,389,108
2021-03-05,L,452,325,86
2021-03-05,M,1627,784,460
2021-03-05,N,970,469,264
2021-03-05,O,30,12,3
2021-03-05,P,0,0,0
2021-03-05,Q,0,0,0
2021-03-05,R,2,3,1
2021-03-05,S,0,0,0
2021-03-05,T,0,0,0
2021-03-05,NA,47,25,8
2021-03-06,A,85610,47736,30733
2021-03-06,B,6615,1368,1225
2021-03-06,C,35915,10792,6855
2021-03-06,D,23388,5817,3167
2021-03-06,E,10886,3401,1430
2021-03-06,F,4399,3630,1965
2021-03-06,G,32324,15340,7520
2021-03-06,H,605,468,129
2021-03-06,I,688,523,124
2021-03-06,K,692,389,109
2021-03-06,L,452,325,86
2021-03-06,M,1627,784,460
2021-03-06,N,970,469,264
2021-03-06,O,30,12,3
2021-03-06,P,0,0,0
2021-03-06,Q,0,0,0
2021-03-06,R,2,3,1
2021-03-06,S,0,0,0
2021-03-06,T,0,0,0
2021-03-06,NA,47,25,8
2021-03-07,A,85610,47737,30742
2021-03-07,B,6615,1368,1225
2021-03-07,C,35915,10792,6865
2021-03-07,D,23388,5818,3170
2021-03-07,E,10886,3401,1430
2021-03-07,F,4399,3630,1965
2021-03-07,G,32324,15346,7526
2021-03-07,H,605,468,129
2021-03-07,I,688,523,124
2021-03-07,K,692,389,109
2021-03-07,L,452,325,86
2021-03-07,M,1627,784,460
2021-03-07,N,970,469,264
2021-03-07,O,30,12,3
2021-03-07,P,0,0,0
2021-03-07,Q,0,0,0
2021-03-07,R,2,3,1
2021-03-07,S,0,0,0
2021-03-07,T,0,0,0
2021-03-07,NA,47,25,8
2021-03-08,A,85610,48505,31602
2021-03-08,B,6615,1547,1228
2021-03-08,C,35915,10974,7052
2021-03-08,D,23388,5863,3290
2021-03-08,E,10886,3417,1497
2021-03-08,F,4399,3760,1965
2021-03-08,G,32324,15650,7647
2021-03-08,H,605,476,145
2021-03-08,I,688,526,141
2021-03-08,K,692,389,121
2021-03-08,L,452,325,88
2021-03-08,M,1627,813,469
2021-03-08,N,970,487,266
2021-03-08,O,30,12,3
2021-03-08,P,0,0,0
2021-03-08,Q,0,0,0
2021-03-08,R,2,3,1
2021-03-08,S,0,0,0
2021-03-08,T,0,0,0
2021-03-08,NA,47,26,8
2021-03-09,A,85610,49201,32390
2021-03-09,B,6615,1894,1234
2021-03-09,C,35915,11279,7263
2021-03-09,D,23388,5997,3436
2021-03-09,E,10886,3500,1565
2021-03-09,F,4399,4023,1972
2021-03-09,G,32324,16630,7757
2021-03-09,H,605,480,146
2021-03-09,I,688,531,141
2021-03-09,K,692,389,144
2021-03-09,L,452,325,127
2021-03-09,M,1627,846,471
2021-03-09,N,970,503,270
2021-03-09,O,30,12,3
2021-03-09,P,0,0,0
2021-03-09,Q,0,0,0
2021-03-09,R,2,3,1
2021-03-09,S,0,0,0
2021-03-09,T,0,0,0
2021-03-09,NA,47,26,8
2021-03-10,A,85610,50101,33260
2021-03-10,B,6615,2221,1240
2021-03-10,C,35915,11656,7491
2021-03-10,D,23388,6184,3551
2021-03-10,E,10886,3600,1616
2021-03-10,F,4399,4248,1974
2021-03-10,G,32324,17711,7849
2021-03-10,H,605,492,146
2021-03-10,I,688,541,141
2021-03-10,K,692,389,144
2021-03-10,L,452,325,127
2021-03-10,M,1627,890,471
2021-03-10,N,970,528,270
2021-03-10,O,30,13,3
2021-03-10,P,0,0,0
2021-03-10,Q,0,0,0
2021-03-10,R,2,3,1
2021-03-10,S,0,0,0
2021-03-10,T,0,0,0
2021-03-10,NA,47,26,9
2021-03-11,A,85610,51153,34226
2021-03-11,B,6615,2473,1258
2021-03-11,C,35915,12138,7736
2021-03-11,D,23388,6485,3800
2021-03-11,E,10886,3747,1823
2021-03-11,F,4399,4501,2030
2021-03-11,G,32324,18456,8033
2021-03-11,H,605,497,146
2021-03-11,I,688,549,141
2021-03-11,K,692,394,144
2021-03-11,L,452,332,127
2021-03-11,M,1627,948,476
2021-03-11,N,970,563,272
2021-03-11,O,30,13,5
2021-03-11,P,0,0,0
2021-03-11,Q,0,0,0
2021-03-11,R,2,4,1
2021-03-11,S,0,0,0
2021-03-11,T,0,0,0
2021-03-11,NA,47,26,10
2021-03-12,A,85610,51950,34879
2021-03-12,B,6615,2655,1266
2021-03-12,C,35915,12603,7946
2021-03-12,D,23388,6626,3982
2021-03-12,E,10886,3815,1952
2021-03-12,F,4399,4780,2125
2021-03-12,G,32324,18661,8270
2021-03-12,H,605,498,153
2021-03-12,I,688,552,145
2021-03-12,K,692,394,145
2021-03-12,L,452,332,127
2021-03-12,M,1627,1011,478
2021-03-12,N,970,589,273
2021-03-12,O,30,13,5
2021-03-12,P,0,0,0
2021-03-12,Q,0,0,0
2021-03-12,R,2,6,1
2021-03-12,S,0,0,0
2021-03-12,T,0,0,0
2021-03-12,NA,47,26,11
2021-03-13,A,85610,52106,35087
2021-03-13,B,6615,2660,1268
2021-03-13,C,35915,12677,8006
2021-03-13,D,23388,6658,4001
2021-03-13,E,10886,3826,1963
2021-03-13,F,4399,4780,2125
2021-03-13,G,32324,18669,8353
2021-03-13,H,605,498,153
2021-03-13,I,688,552,148
2021-03-13,K,692,394,145
2021-03-13,L,452,332,127
2021-03-13,M,1627,1011,478
2021-03-13,N,970,590,273
2021-03-13,O,30,13,5
2021-03-13,P,0,0,0
2021-03-13,Q,0,0,0
2021-03-13,R,2,6,1
2021-03-13,S,0,0,0
2021-03-13,T,0,0,0
2021-03-13,NA,47,26,11
2021-03-14,A,85610,52118,35099
2021-03-14,B,6615,2660,1268
2021-03-14,C,35915,12682,8016
2021-03-14,D,23388,6665,4009
2021-03-14,E,10886,3828,2007
2021-03-14,F,4399,4784,2125
2021-03-14,G,32324,18676,8390
2021-03-14,H,605,498,153
2021-03-14,I,688,552,148
2021-03-14,K,692,394,145
2021-03-14,L,452,332,127
2021-03-14,M,1627,1011,478
2021-03-14,N,970,592,273
2021-03-14,O,30,13,5
2021-03-14,P,0,0,0
2021-03-14,Q,0,0,0
2021-03-14,R,2,6,1
2021-03-14,S,0,0,0
2021-03-14,T,0,0,0
2021-03-14,NA,47,26,11
2021-03-15,A,85610,52526,35407
2021-03-15,B,6615,2831,1270
2021-03-15,C,35915,12905,8103
2021-03-15,D,23388,6762,4056
2021-03-15,E,10886,3894,2018
2021-03-15,F,4399,4935,2130
2021-03-15,G,32324,18697,8411
2021-03-15,H,605,499,153
2021-03-15,I,688,552,148
2021-03-15,K,692,394,150
2021-03-15,L,452,333,144
2021-03-15,M,1627,1053,481
2021-03-15,N,970,609,283
2021-03-15,O,30,13,5
2021-03-15,P,0,0,0
2021-03-15,Q,0,0,0
2021-03-15,R,2,6,1
2021-03-15,S,0,0,0
2021-03-15,T,0,0,0
2021-03-15,NA,47,26,11
2021-03-16,A,85610,53088,36271
2021-03-16,B,6615,3050,1271
2021-03-16,C,35915,13333,8284
2021-03-16,D,23388,6913,4224
2021-03-16,E,10886,3970,2203
2021-03-16,F,4399,5157,2135
2021-03-16,G,32324,19403,8955
2021-03-16,H,605,514,161
2021-03-16,I,688,570,154
2021-03-16,K,692,394,171
2021-03-16,L,452,335,185
2021-03-16,M,1627,1091,483
2021-03-16,N,970,632,283
2021-03-16,O,30,13,6
2021-03-16,P,0,0,0
2021-03-16,Q,0,0,0
2021-03-16,R,2,6,1
2021-03-16,S,0,0,0
2021-03-16,T,0,0,0
2021-03-16,NA,47,26,13
2021-03-17,A,85610,54032,38085
2021-03-17,B,6615,3203,1291
2021-03-17,C,35915,13739,8712
2021-03-17,D,23388,7115,4589
2021-03-17,E,10886,4102,2574
2021-03-17,F,4399,5390,2143
2021-03-17,G,32324,20092,10633
2021-03-17,H,605,526,223
2021-03-17,I,688,586,276
2021-03-17,K,692,395,180
2021-03-17,L,452,336,192
2021-03-17,M,1627,1147,487
2021-03-17,N,970,670,287
2021-03-17,O,30,13,8
2021-03-17,P,0,0,0
2021-03-17,Q,0,0,0
2021-03-17,R,2,7,1
2021-03-17,S,0,0,0
2021-03-17,T,0,0,0
2021-03-17,NA,47,26,15
2021-03-18,A,85610,55087,40317
2021-03-18,B,6615,3306,1293
2021-03-18,C,35915,14197,9135
2021-03-18,D,23388,7224,4787
2021-03-18,E,10886,4183,2720
2021-03-18,F,4399,5663,2243
2021-03-18,G,32324,20522,11879
2021-03-18,H,605,538,279
2021-03-18,I,688,594,323
2021-03-18,K,692,419,236
2021-03-18,L,452,352,212
2021-03-18,M,1627,1191,493
2021-03-18,N,970,707,292
2021-03-18,O,30,13,9
2021-03-18,P,0,0,0
2021-03-18,Q,0,0,0
2021-03-18,R,2,7,1
2021-03-18,S,0,0,0
2021-03-18,T,0,0,0
2021-03-18,NA,47,28,17
2021-03-19,A,85610,55850,42263
2021-03-19,B,6615,3440,1302
2021-03-19,C,35915,14585,9517
2021-03-19,D,23388,7378,5045
2021-03-19,E,10886,4259,2874
2021-03-19,F,4399,5913,2292
2021-03-19,G,32324,20694,12659
2021-03-19,H,605,569,381
2021-03-19,I,688,608,452
2021-03-19,K,692,433,259
2021-03-19,L,452,355,226
2021-03-19,M,1627,1228,506
2021-03-19,N,970,733,300
2021-03-19,O,30,13,10
2021-03-19,P,0,0,0
2021-03-19,Q,0,0,0
2021-03-19,R,2,7,1
2021-03-19,S,0,0,0
2021-03-19,T,0,0,0
2021-03-19,NA,47,28,19
2021-03-20,A,85610,55987,42980
2021-03-20,B,6615,3441,1302
2021-03-20,C,35915,14618,9609
2021-03-20,D,23388,7394,5069
2021-03-20,E,10886,4270,2879
2021-03-20,F,4399,5917,2292
2021-03-20,G,32324,20759,13053
2021-03-20,H,605,574,395
2021-03-20,I,688,610,460
2021-03-20,K,692,434,271
2021-03-20,L,452,356,228
2021-03-20,M,1627,1234,506
2021-03-20,N,970,735,300
2021-03-20,O,30,13,10
2021-03-20,P,0,0,0
2021-03-20,Q,0,0,0
2021-03-20,R,2,7,1
2021-03-20,S,0,0,0
2021-03-20,T,0,0,0
2021-03-20,NA,47,29,22
2021-03-21,A,85610,55991,42981
2021-03-21,B,6615,3441,1302
2021-03-21,C,35915,14622,9609
2021-03-21,D,23388,7397,5071
2021-03-21,E,10886,4273,2879
2021-03-21,F,4399,5917,2292
2021-03-21,G,32324,20759,13053
2021-03-21,H,605,574,395
2021-03-21,I,688,610,460
2021-03-21,K,692,434,271
2021-03-21,L,452,356,228
2021-03-21,M,1627,1234,506
2021-03-21,N,970,735,300
2021-03-21,O,30,13,10
2021-03-21,P,0,0,0
2021-03-21,Q,0,0,0
2021-03-21,R,2,7,1
2021-03-21,S,0,0,0
2021-03-21,T,0,0,0
2021-03-21,NA,47,29,22
2021-03-22,A,85611,56525,43593
2021-03-22,B,6615,3561,1303
2021-03-22,C,35915,14830,9724
2021-03-22,D,23388,7426,5125
2021-03-22,E,10886,4295,2941
2021-03-22,F,4399,6146,2295
2021-03-22,G,32324,20777,13252
2021-03-22,H,605,579,405
2021-03-22,I,688,616,466
2021-03-22,K,692,435,272
2021-03-22,L,452,356,228
2021-03-22,M,1628,1270,541
2021-03-22,N,970,748,312
2021-03-22,O,30,13,10
2021-03-22,P,0,0,0
2021-03-22,Q,0,0,0
2021-03-22,R,2,7,1
2021-03-22,S,0,0,0
2021-03-22,T,0,0,0
2021-03-22,NA,47,29,22
2021-03-23,A,85611,57202,44266
2021-03-23,B,6615,3702,1304
2021-03-23,C,35921,15158,9912
2021-03-23,D,23388,7486,5385
2021-03-23,E,10886,4331,3120
2021-03-23,F,4598,6295,2308
2021-03-23,G,32324,21071,13677
2021-03-23,H,605,584,423
2021-03-23,I,688,624,471
2021-03-23,K,692,436,374
2021-03-23,L,452,356,309
2021-03-23,M,1629,1318,567
2021-03-23,N,970,773,329
2021-03-23,O,30,13,11
2021-03-23,P,0,0,0
2021-03-23,Q,0,0,0
2021-03-23,R,5,7,1
2021-03-23,S,0,0,0
2021-03-23,T,0,0,0
2021-03-23,NA,47,32,22
2021-03-24,A,85611,57892,44711
2021-03-24,B,6615,3792,1307
2021-03-24,C,35924,15573,9998
2021-03-24,D,23388,7562,5449
2021-03-24,E,10886,4374,3142
2021-03-24,F,4611,6619,2334
2021-03-24,G,32327,21515,13840
2021-03-24,H,605,591,429
2021-03-24,I,688,629,480
2021-03-24,K,692,436,375
2021-03-24,L,452,357,309
2021-03-24,M,1629,1385,600
2021-03-24,N,972,803,355
2021-03-24,O,30,13,11
2021-03-24,P,0,0,0
2021-03-24,Q,0,0,0
2021-03-24,R,5,9,1
2021-03-24,S,0,0,0
2021-03-24,T,0,0,0
2021-03-24,NA,47,32,22
2021-03-25,A,85613,58639,45060
2021-03-25,B,6616,3810,1307
2021-03-25,C,35924,15865,10082
2021-03-25,D,23388,7670,5488
2021-03-25,E,10886,4416,3151
2021-03-25,F,4611,6764,2343
2021-03-25,G,32327,21917,14021
2021-03-25,H,605,594,441
2021-03-25,I,689,631,487
2021-03-25,K,692,438,375
2021-03-25,L,452,357,309
2021-03-25,M,1629,1435,608
2021-03-25,N,973,844,357
2021-03-25,O,30,13,11
2021-03-25,P,0,0,0
2021-03-25,Q,0,0,0
2021-03-25,R,5,9,1
2021-03-25,S,0,0,0
2021-03-25,T,0,0,0
2021-03-25,NA,47,32,23
2021-03-26,A,85614,60129,45406
2021-03-26,B,6616,3834,1307
2021-03-26,C,35924,16341,10150
2021-03-26,D,23388,7841,5501
2021-03-26,E,10886,4500,3158
2021-03-26,F,4611,6888,2374
2021-03-26,G,32329,22384,14103
2021-03-26,H,605,598,441
2021-03-26,I,689,637,488
2021-03-26,K,692,439,375
2021-03-26,L,452,360,309
2021-03-26,M,1629,1502,629
2021-03-26,N,973,881,375
2021-03-26,O,30,13,11
2021-03-26,P,0,0,0
2021-03-26,Q,0,0,0
2021-03-26,R,5,10,1
2021-03-26,S,0,0,0
2021-03-26,T,0,0,0
2021-03-26,NA,47,32,23
2021-03-27,A,85615,61499,45436
2021-03-27,B,6616,3930,1307
2021-03-27,C,35924,16796,10176
2021-03-27,D,23388,8081,5539
2021-03-27,E,10886,4589,3216
2021-03-27,F,4611,6923,2374
2021-03-27,G,32329,22467,14158
2021-03-27,H,605,600,441
2021-03-27,I,689,639,488
2021-03-27,K,692,441,375
2021-03-27,L,452,361,309
2021-03-27,M,1629,1505,629
2021-03-27,N,973,892,375
2021-03-27,O,30,13,11
2021-03-27,P,0,0,0
2021-03-27,Q,0,0,0
2021-03-27,R,5,10,1
2021-03-27,S,0,0,0
2021-03-27,T,0,0,0
2021-03-27,NA,47,32,23
2021-03-28,A,86344,61625,45436
2021-03-28,B,6745,3931,1307
2021-03-28,C,37819,16824,10176
2021-03-28,D,23485,8100,5539
2021-03-28,E,10964,4592,3216
2021-03-28,F,4629,6923,2374
2021-03-28,G,32371,22479,14159
2021-03-28,H,668,601,441
2021-03-28,I,767,639,488
2021-03-28,K,695,441,375
2021-03-28,L,482,361,309
2021-03-28,M,1748,1511,629
2021-03-28,N,1371,894,375
2021-03-28,O,31,13,11
2021-03-28,P,0,0,0
2021-03-28,Q,0,0,0
2021-03-28,R,9,10,1
2021-03-28,S,0,0,0
2021-03-28,T,2,0,0
2021-03-28,NA,47,32,23
2021-03-29,A,96369,63595,45625
2021-03-29,B,8324,3965,1309
2021-03-29,C,61576,17384,10240
2021-03-29,D,27226,8368,5549
2021-03-29,E,14327,4673,3225
2021-03-29,F,5288,6928,2747
2021-03-29,G,33893,22571,14199
2021-03-29,H,2395,602,441
2021-03-29,I,3987,639,489
2021-03-29,K,905,445,375
2021-03-29,L,1464,364,309
2021-03-29,M,9409,1551,662
2021-03-29,N,33028,919,387
2021-03-29,O,70,13,11
2021-03-29,P,6,0,0
2021-03-29,Q,0,0,0
2021-03-29,R,453,10,1
2021-03-29,S,47,0,0
2021-03-29,T,42,0,0
2021-03-29,NA,47,32,23
2021-03-30,A,98047,66187,46190
2021-03-30,B,8826,3987,1358
2021-03-30,C,65423,18154,10357
2021-03-30,D,28672,8776,5583
2021-03-30,E,15550,4817,3246
2021-03-30,F,5582,6933,2794
2021-03-30,G,34507,22712,14270
2021-03-30,H,3082,603,441
2021-03-30,I,5106,642,491
2021-03-30,K,1014,447,378
2021-03-30,L,1903,364,311
2021-03-30,M,13154,1613,708
2021-03-30,N,45464,977,416
2021-03-30,O,82,13,12
2021-03-30,P,6,0,0
2021-03-30,Q,0,0,0
2021-03-30,R,651,10,2
2021-03-30,S,80,0,0
2021-03-30,T,66,0,0
2021-03-30,NA,47,32,23
2021-03-31,A,99205,68269,46625
