date,vaccgroup_zh,ncumul_registered,ncumul_firstvacc,ncumul_secondvacc
2021-03-31,B,9392,4033,1359
2021-03-31,C,69736,18819,10457
2021-03-31,D,31115,9078,5609
2021-03-31,E,17258,4936,3261
2021-03-31,F,5934,6954,3022
2021-03-31,G,35191,22872,14443
2021-03-31,H,3888,608,445
2021-03-31,I,6231,647,494
2021-03-31,K,1127,449,378
2021-03-31,L,2257,367,314
2021-03-31,M,16775,1686,736
2021-03-31,N,55561,1027,427
2021-03-31,O,96,13,12
2021-03-31,P,9,0,0
2021-03-31,Q,1,0,0
2021-03-31,R,842,11,2
2021-03-31,S,104,0,0
2021-03-31,T,82,0,0
2021-03-31,NA,47,33,23
2021-04-01,A,99999,70040,46968
2021-04-01,B,9748,4055,1362
2021-04-01,C,72399,19408,10552
2021-04-01,D,32334,9337,5653
2021-04-01,E,17935,5016,3282
2021-04-01,F,6127,6985,3405
2021-04-01,G,35523,23010,14603
2021-04-01,H,4305,611,448
2021-04-01,I,6820,648,495
2021-04-01,K,1189,453,378
2021-04-01,L,2445,371,314
2021-04-01,M,18751,1751,759
2021-04-01,N,60304,1064,442
2021-04-01,O,103,13,12
2021-04-01,P,9,0,0
2021-04-01,Q,1,0,0
2021-04-01,R,927,11,2
2021-04-01,S,119,0,0
2021-04-01,T,92,0,0
2021-04-01,NA,47,34,23
2021-04-02,A,100279,70059,46968
2021-04-02,B,9875,4055,1362
2021-04-02,C,73745,19446,10553
2021-04-02,D,33150,9360,5654
2021-04-02,E,18417,5020,3283
2021-04-02,F,6271,6985,3405
2021-04-02,G,35789,23011,14604
2021-04-02,H,4668,611,448
2021-04-02,I,7242,648,495
2021-04-02,K,1253,453,378
2021-04-02,L,2593,371,314
2021-04-02,M,20499,1752,759
2021-04-02,N,64080,1066,442
2021-04-02,O,113,13,12
2021-04-02,P,9,0,0
2021-04-02,Q,1,0,0
2021-04-02,R,1020,11,2
2021-04-02,S,130,0,0
2021-04-02,T,102,0,0
2021-04-02,NA,47,34,23
2021-04-03,A,100585,70064,46990
2021-04-03,B,9983,4065,1362
2021-04-03,C,74746,19468,10561
2021-04-03,D,33750,9373,5657
2021-04-03,E,18717,5023,3284
2021-04-03,F,6352,6985,3405
2021-04-03,G,35941,23011,14604
2021-04-03,H,4924,611,448
2021-04-03,I,7526,648,495
2021-04-03,K,1284,453,378
2021-04-03,L,2711,371,314
2021-04-03,M,21714,1753,760
2021-04-03,N,66721,1067,442
2021-04-03,O,117,13,12
2021-04-03,P,12,0,0
2021-04-03,Q,1,0,0
2021-04-03,R,1086,11,2
2021-04-03,S,133,0,0
2021-04-03,T,104,0,0
2021-04-03,NA,47,34,23
2021-04-04,A,100841,70065,46990
2021-04-04,B,10077,4065,1362
2021-04-04,C,75576,19469,10561
2021-04-04,D,34307,9374,5657
2021-04-04,E,19035,5023,3284
2021-04-04,F,6447,6985,3405
2021-04-04,G,36102,23011,14605
2021-04-04,H,5179,611,448
2021-04-04,I,7851,648,495
2021-04-04,K,1322,453,378
2021-04-04,L,2811,371,314
2021-04-04,M,22872,1754,760
2021-04-04,N,69278,1067,442
2021-04-04,O,122,13,12
2021-04-04,P,14,0,0
2021-04-04,Q,1,0,0
2021-04-04,R,1166,11,2
2021-04-04,S,139,0,0
2021-04-04,T,111,0,0
2021-04-04,NA,47,34,23
2021-04-05,A,101115,70067,46994
2021-04-05,B,10205,4065,1362
2021-04-05,C,76564,19472,10561
2021-04-05,D,35011,9379,5658
2021-04-05,E,19439,5028,3292
2021-04-05,F,6590,6986,3405
2021-04-05,G,36330,23012,14605
2021-04-05,H,5514,611,448
2021-04-05,I,8270,648,495
2021-04-05,K,1373,453,378
2021-04-05,L,2978,371,314
2021-04-05,M,24573,1755,760
2021-04-05,N,72947,1070,442
2021-04-05,O,127,13,12
2021-04-05,P,17,0,0
2021-04-05,Q,1,0,0
2021-04-05,R,1281,11,2
2021-04-05,S,155,0,0
2021-04-05,T,119,0,0
2021-04-05,NA,47,34,23
2021-04-06,A,102105,72382,47724
2021-04-06,B,10617,4097,1707
2021-04-06,C,78854,19860,10857
2021-04-06,D,36400,9557,5770
2021-04-06,E,20248,5109,3353
2021-04-06,F,6861,7001,3677
2021-04-06,G,36771,23059,15207
2021-04-06,H,6018,613,455
2021-04-06,I,8961,649,497
2021-04-06,K,1471,461,378
2021-04-06,L,3196,372,314
2021-04-06,M,27132,1801,802
2021-04-06,N,78797,1099,465
2021-04-06,O,130,13,12
2021-04-06,P,17,0,0
2021-04-06,Q,3,0,0
2021-04-06,R,1390,11,2
2021-04-06,S,173,0,0
2021-04-06,T,131,0,0
2021-04-06,NA,47,34,23
2021-04-07,A,102899,75079,48627
2021-04-07,B,11022,4207,2026
2021-04-07,C,80949,20818,11217
2021-04-07,D,37982,9860,5939
2021-04-07,E,21301,5342,3441
2021-04-07,F,7226,7017,3936
2021-04-07,G,37353,23147,16093
2021-04-07,H,6699,614,461
2021-04-07,I,9939,651,505
2021-04-07,K,1611,461,378
2021-04-07,L,3542,373,314
2021-04-07,M,31472,1841,846
2021-04-07,N,88415,1118,490
2021-04-07,O,142,13,12
2021-04-07,P,18,0,0
2021-04-07,Q,7,0,0
2021-04-07,R,1556,11,2
2021-04-07,S,199,0,0
2021-04-07,T,148,0,0
2021-04-07,NA,47,34,23
2021-04-08,A,103651,78551,49512
2021-04-08,B,11424,4331,2295
2021-04-08,C,83102,22123,11649
2021-04-08,D,39459,10393,6181
2021-04-08,E,22213,5663,3561
2021-04-08,F,7600,7056,4292
2021-04-08,G,38142,23260,16855
2021-04-08,H,7320,618,467
2021-04-08,I,10773,654,512
2021-04-08,K,1723,461,378
2021-04-08,L,3828,374,314
2021-04-08,M,35221,1889,889
2021-04-08,N,96671,1137,514
2021-04-08,O,152,14,12
2021-04-08,P,19,0,0
2021-04-08,Q,7,0,0
2021-04-08,R,1692,11,2
2021-04-08,S,219,0,0
2021-04-08,T,162,0,0
2021-04-08,NA,47,34,23
2021-04-09,A,104175,81464,50086
2021-04-09,B,11738,4457,2526
2021-04-09,C,84579,23427,12047
2021-04-09,D,40558,10876,6279
2021-04-09,E,22891,5996,3607
2021-04-09,F,7846,7090,4688
2021-04-09,G,38793,23352,17026
2021-04-09,H,7758,621,468
2021-04-09,I,11364,656,515
2021-04-09,K,1811,461,378
2021-04-09,L,4040,376,314
2021-04-09,M,37787,1919,954
2021-04-09,N,102320,1176,548
2021-04-09,O,158,15,12
2021-04-09,P,19,0,0
2021-04-09,Q,7,0,0
2021-04-09,R,1773,11,4
2021-04-09,S,229,0,0
2021-04-09,T,170,0,0
2021-04-09,NA,47,34,23
2021-04-10,A,104363,82707,50187
2021-04-10,B,11852,4567,2585
2021-04-10,C,85141,24276,12104
2021-04-10,D,41163,11254,6298
2021-04-10,E,23237,6243,3611
2021-04-10,F,7993,7092,4688
2021-04-10,G,39069,23422,17028
2021-04-10,H,8057,625,468
2021-04-10,I,11738,661,515
2021-04-10,K,1880,461,378
2021-04-10,L,4204,377,314
2021-04-10,M,39582,1940,954
2021-04-10,N,106022,1192,548
2021-04-10,O,163,18,12
2021-04-10,P,20,0,0
2021-04-10,Q,7,0,0
2021-04-10,R,1889,11,4
2021-04-10,S,241,0,0
2021-04-10,T,180,0,0
2021-04-10,NA,47,34,23
2021-04-11,A,104475,82723,50188
2021-04-11,B,11955,4567,2585
2021-04-11,C,85612,24342,12106
2021-04-11,D,41737,11302,6301
2021-04-11,E,23634,6248,3611
2021-04-11,F,8170,7092,4688
2021-04-11,G,39376,23422,17028
2021-04-11,H,8334,625,468
2021-04-11,I,12124,661,515
2021-04-11,K,1956,461,378
2021-04-11,L,4383,377,314
2021-04-11,M,41461,1941,954
2021-04-11,N,109838,1192,548
2021-04-11,O,167,18,12
2021-04-11,P,20,0,0
2021-04-11,Q,7,0,0
2021-04-11,R,1998,11,4
2021-04-11,S,255,0,0
2021-04-11,T,187,0,0
2021-04-11,NA,47,34,23
2021-04-12,A,105013,84762,50715
2021-04-12,B,12274,4796,2765
2021-04-12,C,87027,26732,12341
2021-04-12,D,42735,12105,6409
2021-04-12,E,24208,6759,3676
2021-04-12,F,8437,7115,4842
2021-04-12,G,39844,23527,17058
2021-04-12,H,8755,631,470
2021-04-12,I,12647,664,516
2021-04-12,K,2042,462,378
2021-04-12,L,4626,378,314
2021-04-12,M,44029,1972,996
2021-04-12,N,115112,1220,563
2021-04-12,O,171,19,12
2021-04-12,P,22,0,0
2021-04-12,Q,8,0,0
2021-04-12,R,2115,11,4
2021-04-12,S,269,0,0
2021-04-12,T,197,0,0
2021-04-12,NA,47,34,23
2021-04-13,A,105458,86997,51300
2021-04-13,B,12571,5039,2968
2021-04-13,C,87994,29818,12750
2021-04-13,D,43628,13149,6548
2021-04-13,E,24761,7377,3749
2021-04-13,F,8752,7139,5086
2021-04-13,G,40285,23638,17691
2021-04-13,H,9143,637,472
2021-04-13,I,13197,667,518
2021-04-13,K,2112,467,378
2021-04-13,L,4850,380,315
2021-04-13,M,46342,2014,1041
2021-04-13,N,120054,1258,590
2021-04-13,O,174,20,12
2021-04-13,P,22,0,0
2021-04-13,Q,8,0,0
2021-04-13,R,2222,12,4
2021-04-13,S,281,0,0
2021-04-13,T,206,0,0
2021-04-13,NA,47,34,23
2021-04-14,A,105807,89026,52159
2021-04-14,B,12890,5418,3106
2021-04-14,C,88872,33761,13120
2021-04-14,D,44503,14649,6714
2021-04-14,E,25292,8272,3850
2021-04-14,F,9238,7166,5356
2021-04-14,G,40806,23952,18299
2021-04-14,H,9544,642,478
2021-04-14,I,13682,670,525
2021-04-14,K,2202,477,379
2021-04-14,L,5049,381,315
2021-04-14,M,48713,2077,1097
2021-04-14,N,124703,1312,612
2021-04-14,O,186,20,12
2021-04-14,P,25,0,0
2021-04-14,Q,8,0,0
2021-04-14,R,2343,12,4
2021-04-14,S,296,0,0
2021-04-14,T,213,0,0
2021-04-14,NA,47,34,23
2021-04-15,A,106087,91297,52984
2021-04-15,B,13149,5733,3204
2021-04-15,C,89580,37591,13531
2021-04-15,D,45188,16221,6793
2021-04-15,E,25698,9156,3884
2021-04-15,F,9549,7187,5617
2021-04-15,G,41206,24200,18475
2021-04-15,H,9815,646,486
2021-04-15,I,14093,673,530
2021-04-15,K,2269,482,395
2021-04-15,L,5207,381,331
2021-04-15,M,50451,2150,1165
2021-04-15,N,128246,1360,665
2021-04-15,O,198,20,12
2021-04-15,P,25,0,0
2021-04-15,Q,8,0,0
2021-04-15,R,2423,12,5
2021-04-15,S,305,0,0
2021-04-15,T,226,0,0
2021-04-15,NA,47,34,23
2021-04-16,A,106349,93258,53750
2021-04-16,B,13430,6105,3331
2021-04-16,C,90303,41276,13884
2021-04-16,D,46008,17969,6907
2021-04-16,E,26217,10126,3949
2021-04-16,F,10122,7227,5888
2021-04-16,G,41903,24553,18519
2021-04-16,H,10146,657,491
2021-04-16,I,14597,677,530
2021-04-16,K,2330,527,397
2021-04-16,L,5394,398,332
2021-04-16,M,52486,2224,1238
2021-04-16,N,132493,1417,712
2021-04-16,O,211,21,12
2021-04-16,P,26,0,0
2021-04-16,Q,8,0,0
2021-04-16,R,2523,12,5
2021-04-16,S,323,1,0
2021-04-16,T,241,0,0
2021-04-16,NA,47,34,23
2021-04-17,A,106429,94473,53849
2021-04-17,B,13508,6426,3338
2021-04-17,C,90600,43039,13915
2021-04-17,D,46415,18802,6922
2021-04-17,E,26425,10512,3959
2021-04-17,F,10307,7235,5913
2021-04-17,G,42122,24711,18534
2021-04-17,H,10332,673,491
2021-04-17,I,14859,687,530
2021-04-17,K,2383,535,397
2021-04-17,L,5499,401,332
2021-04-17,M,53767,2287,1238
2021-04-17,N,134855,1457,712
2021-04-17,O,215,21,12
2021-04-17,P,26,0,0
2021-04-17,Q,8,0,0
2021-04-17,R,2601,12,5
2021-04-17,S,330,1,0
2021-04-17,T,247,0,0
2021-04-17,NA,47,34,23
2021-04-18,A,106519,94561,53849
2021-04-18,B,13607,6439,3338
2021-04-18,C,90913,43203,13915
2021-04-18,D,46894,18858,6922
2021-04-18,E,26685,10516,3959
2021-04-18,F,10490,7235,5913
2021-04-18,G,42349,24744,18535
2021-04-18,H,10557,673,491
2021-04-18,I,15183,688,530
2021-04-18,K,2454,535,397
2021-04-18,L,5616,402,332
2021-04-18,M,55435,2294,1238
2021-04-18,N,138171,1463,712
2021-04-18,O,219,21,12
2021-04-18,P,26,0,0
2021-04-18,Q,8,0,0
2021-04-18,R,2707,12,5
2021-04-18,S,340,1,0
2021-04-18,T,249,0,0
2021-04-18,NA,47,34,23
2021-04-19,A,106801,95614,54317
2021-04-19,B,13841,6877,3477
2021-04-19,C,91627,46868,14153
2021-04-19,D,47528,20475,6965
2021-04-19,E,27080,11470,3985
2021-04-19,F,10749,7371,6136
2021-04-19,G,42666,25123,18545
2021-04-19,H,10820,681,491
2021-04-19,I,15555,690,531
2021-04-19,K,2505,543,397
2021-04-19,L,5731,405,333
2021-04-19,M,57071,2341,1270
2021-04-19,N,141498,1494,727
2021-04-19,O,228,21,12
2021-04-19,P,26,0,0
2021-04-19,Q,8,0,0
2021-04-19,R,2788,12,5
2021-04-19,S,346,1,0
2021-04-19,T,254,0,0
2021-04-19,NA,47,34,23
2021-04-20,A,107027,96855,55113
2021-04-20,B,14072,7385,3611
2021-04-20,C,92178,51475,14499
2021-04-20,D,48104,22405,7035
2021-04-20,E,27413,12542,4021
2021-04-20,F,10980,7497,6302
2021-04-20,G,42955,25526,18759
2021-04-20,H,11018,688,494
2021-04-20,I,15928,694,531
2021-04-20,K,2553,550,397
2021-04-20,L,5842,412,334
2021-04-20,M,58384,2414,1323
2021-04-20,N,144283,1551,753
2021-04-20,O,234,22,12
2021-04-20,P,27,0,0
2021-04-20,Q,8,0,0
2021-04-20,R,2859,12,5
2021-04-20,S,352,1,0
2021-04-20,T,259,0,1
2021-04-20,NA,47,34,23
2021-04-21,A,107241,98176,55709
2021-04-21,B,14319,7930,3700
2021-04-21,C,92790,56010,14843
2021-04-21,D,48720,24536,7093
2021-04-21,E,27924,13626,4051
2021-04-21,F,11263,7665,6642
2021-04-21,G,43253,25996,19145
2021-04-21,H,11253,697,496
2021-04-21,I,16414,708,531
2021-04-21,K,2615,564,397
2021-04-21,L,6002,417,334
2021-04-21,M,59988,2529,1378
2021-04-21,N,148372,1646,779
2021-04-21,O,243,22,12
2021-04-21,P,27,0,0
2021-04-21,Q,8,0,0
2021-04-21,R,2952,13,8
2021-04-21,S,360,1,0
2021-04-21,T,262,0,1
2021-04-21,NA,47,34,23
2021-04-22,A,107474,99744,56390
2021-04-22,B,14554,8554,3721
2021-04-22,C,93350,60631,15118
2021-04-22,D,49267,26957,7178
2021-04-22,E,28321,14770,4088
2021-04-22,F,11564,8002,6828
2021-04-22,G,43509,26757,19508
2021-04-22,H,11489,715,499
2021-04-22,I,16803,737,533
2021-04-22,K,2663,583,401
2021-04-22,L,6150,423,336
2021-04-22,M,61427,2629,1423
2021-04-22,N,151547,1705,815
2021-04-22,O,251,25,12
2021-04-22,P,27,0,0
2021-04-22,Q,8,0,0
2021-04-22,R,3030,13,8
2021-04-22,S,364,1,0
2021-04-22,T,264,0,1
2021-04-22,NA,47,34,23
2021-04-23,A,107658,100803,57407
2021-04-23,B,14755,9142,3741
2021-04-23,C,93785,64194,15445
2021-04-23,D,49704,28965,7306
2021-04-23,E,28601,15838,4153
2021-04-23,F,11732,8160,6958
2021-04-23,G,43670,27239,19920
2021-04-23,H,11654,721,502
2021-04-23,I,17096,749,538
2021-04-23,K,2701,600,402
2021-04-23,L,6230,428,337
2021-04-23,M,62372,2706,1491
2021-04-23,N,153721,1823,870
2021-04-23,O,256,25,12
2021-04-23,P,27,0,0
2021-04-23,Q,8,0,0
2021-04-23,R,3083,16,10
2021-04-23,S,366,4,0
2021-04-23,T,272,0,1
2021-04-23,NA,47,34,23
2021-04-24,A,107720,101384,58210
2021-04-24,B,14831,9307,3749
2021-04-24,C,93951,65059,15626
2021-04-24,D,49954,29603,7475
2021-04-24,E,28734,16144,4218
2021-04-24,F,11823,8170,6959
2021-04-24,G,43761,27339,19964
2021-04-24,H,11771,723,504
2021-04-24,I,17261,750,540
2021-04-24,K,2724,604,403
2021-04-24,L,6289,433,337
2021-04-24,M,62973,2729,1495
2021-04-24,N,155194,1843,877
2021-04-24,O,257,25,12
2021-04-24,P,28,0,0
2021-04-24,Q,8,0,0
2021-04-24,R,3116,16,10
2021-04-24,S,372,4,0
2021-04-24,T,275,0,1
2021-04-24,NA,47,34,23
2021-04-25,A,107784,101390,58323
2021-04-25,B,14902,9335,3752
2021-04-25,C,94115,65077,15651
2021-04-25,D,50221,29625,7488
2021-04-25,E,28885,16147,4219
2021-04-25,F,11913,8170,6959
2021-04-25,G,43868,27360,19973
2021-04-25,H,11913,723,505
2021-04-25,I,17505,750,540
2021-04-25,K,2754,605,403
2021-04-25,L,6358,434,337
2021-04-25,M,63869,2734,1501
2021-04-25,N,157083,1849,879
2021-04-25,O,259,25,12
2021-04-25,P,28,0,0
2021-04-25,Q,8,0,0
2021-04-25,R,3183,16,10
2021-04-25,S,380,4,0
2021-04-25,T,278,0,1
2021-04-25,NA,47,34,23
2021-04-26,A,107992,102094,59539
2021-04-26,B,15146,9850,3760
2021-04-26,C,94602,67902,16010
2021-04-26,D,50774,31473,7686
2021-04-26,E,29261,17142,4282
2021-04-26,F,12080,8264,6963
2021-04-26,G,44038,27721,20030
2021-04-26,H,12170,735,505
2021-04-26,I,17935,755,541
2021-04-26,K,2793,623,406
2021-04-26,L,6489,444,339
2021-04-26,M,65250,2794,1506
2021-04-26,N,160401,1907,885
2021-04-26,O,268,25,12
2021-04-26,P,28,0,0
2021-04-26,Q,9,0,0
2021-04-26,R,3258,17,10
2021-04-26,S,385,4,0
2021-04-26,T,278,0,1
2021-04-26,NA,47,34,23
2021-04-27,A,108225,103167,60942
2021-04-27,B,15373,10544,3768
2021-04-27,C,95037,71988,16444
2021-04-27,D,51259,33928,7914
2021-04-27,E,29597,18397,4348
2021-04-27,F,12322,8646,6969
2021-04-27,G,44254,28350,20119
2021-04-27,H,12394,759,506
2021-04-27,I,18313,779,544
2021-04-27,K,2827,640,407
2021-04-27,L,6620,456,339
2021-04-27,M,66492,2901,1514
2021-04-27,N,163155,2026,891
2021-04-27,O,271,31,12
2021-04-27,P,28,0,0
2021-04-27,Q,10,0,0
2021-04-27,R,3330,21,10
2021-04-27,S,389,4,0
2021-04-27,T,281,0,1
2021-04-27,NA,47,34,23
2021-04-28,A,108823,104175,62271
2021-04-28,B,15612,11222,3790
2021-04-28,C,95834,75580,16843
2021-04-28,D,52651,36195,8123
2021-04-28,E,30182,19611,4442
2021-04-28,F,12664,9047,6976
2021-04-28,G,44655,29088,20212
2021-04-28,H,13245,797,507
2021-04-28,I,19076,818,545
2021-04-28,K,3013,716,407
2021-04-28,L,6834,482,339
2021-04-28,M,74334,3053,1539
2021-04-28,N,168537,2187,929
2021-04-28,O,289,41,12
2021-04-28,P,29,0,0
2021-04-28,Q,11,0,0
2021-04-28,R,3582,28,10
2021-04-28,S,406,4,0
2021-04-28,T,290,0,1
2021-04-28,NA,47,34,23
2021-04-29,A,109217,105237,63528
2021-04-29,B,15794,11912,3804
2021-04-29,C,96560,78528,17229
2021-04-29,D,53509,38572,8332
2021-04-29,E,30552,20808,4500
2021-04-29,F,12920,9416,6996
2021-04-29,G,44891,29831,20306
2021-04-29,H,13577,863,510
2021-04-29,I,19460,861,545
2021-04-29,K,3091,742,410
2021-04-29,L,6971,508,339
2021-04-29,M,77610,3372,1544
2021-04-29,N,171668,2380,932
2021-04-29,O,299,42,12
2021-04-29,P,29,0,0
2021-04-29,Q,11,0,0
2021-04-29,R,3677,34,10
2021-04-29,S,415,4,0
2021-04-29,T,295,0,1
2021-04-29,NA,47,34,23
2021-04-30,A,109696,106045,64160
2021-04-30,B,15995,12565,3818
2021-04-30,C,97142,80903,17448
2021-04-30,D,54038,40598,8448
2021-04-30,E,30896,21991,4539
2021-04-30,F,13200,9903,7021
2021-04-30,G,45104,30967,20347
2021-04-30,H,13773,928,513
2021-04-30,I,19821,897,552
2021-04-30,K,3147,766,412
2021-04-30,L,7078,523,343
2021-04-30,M,79482,3864,1553
2021-04-30,N,174176,2625,947
2021-04-30,O,307,46,12
2021-04-30,P,30,0,0
2021-04-30,Q,12,0,0
2021-04-30,R,3782,35,10
2021-04-30,S,424,4,0
2021-04-30,T,300,1,1
2021-04-30,NA,47,34,23
2021-05-01,A,109817,106239,64198
2021-05-01,B,16079,12693,3825
2021-05-01,C,97460,81466,17462
2021-05-01,D,54360,41148,8453
2021-05-01,E,31086,22262,4541
2021-05-01,F,13287,9915,7022
2021-05-01,G,45202,31023,20351
2021-05-01,H,13887,942,514
2021-05-01,I,20073,904,552
2021-05-01,K,3185,775,412
2021-05-01,L,7146,525,343
2021-05-01,M,80859,4056,1553
2021-05-01,N,176358,2716,947
2021-05-01,O,311,46,12
2021-05-01,P,30,0,0
2021-05-01,Q,12,0,0
2021-05-01,R,3865,36,10
2021-05-01,S,435,4,0
2021-05-01,T,310,1,1
2021-05-01,NA,47,34,23
2021-05-02,A,109893,106240,64199
2021-05-02,B,16161,12694,3825
2021-05-02,C,97652,81466,17463
2021-05-02,D,54693,41150,8453
2021-05-02,E,31306,22262,4541
2021-05-02,F,13382,9915,7022
2021-05-02,G,45322,31023,20352
2021-05-02,H,13998,942,514
2021-05-02,I,20379,904,552
2021-05-02,K,3212,775,412
2021-05-02,L,7247,526,343
2021-05-02,M,82364,4060,1553
2021-05-02,N,178809,2722,947
2021-05-02,O,318,46,12
2021-05-02,P,30,0,0
2021-05-02,Q,12,0,0
2021-05-02,R,3949,36,10
2021-05-02,S,441,4,0
2021-05-02,T,314,1,1
2021-05-02,NA,47,34,23
2021-05-03,A,110322,107098,64621
2021-05-03,B,16398,13451,3903
2021-05-03,C,98390,83250,17778
2021-05-03,D,55297,42759,8536
2021-05-03,E,31724,23208,4574
2021-05-03,F,13593,10886,7043
2021-05-03,G,45519,32817,20389
2021-05-03,H,14194,1209,514
2021-05-03,I,20752,957,552
2021-05-03,K,3267,839,412
2021-05-03,L,7374,573,345
2021-05-03,M,84205,5306,1557
2021-05-03,N,181818,3040,956
2021-05-03,O,325,80,12
2021-05-03,P,32,0,0
2021-05-03,Q,12,0,0
2021-05-03,R,4050,39,10
2021-05-03,S,446,4,0
2021-05-03,T,318,1,1
2021-05-03,NA,47,34,23
2021-05-04,A,110909,107826,66771
2021-05-04,B,16728,13982,3937
2021-05-04,C,99353,85141,18113
2021-05-04,D,56000,44093,8710
2021-05-04,E,32174,23862,4664
2021-05-04,F,14051,12082,7057
2021-05-04,G,45734,34207,20434
2021-05-04,H,14372,1683,515
2021-05-04,I,21139,1028,554
2021-05-04,K,3354,902,420
2021-05-04,L,7619,594,346
2021-05-04,M,86143,7679,1579
2021-05-04,N,184895,3582,967
2021-05-04,O,331,101,12
2021-05-04,P,32,0,0
2021-05-04,Q,12,0,0
2021-05-04,R,4134,46,10
2021-05-04,S,452,4,0
2021-05-04,T,325,2,1
2021-05-04,NA,47,34,23
2021-05-05,A,111576,108381,69272
2021-05-05,B,17037,14389,4031
2021-05-05,C,100486,86650,18899
2021-05-05,D,56915,45358,8961
2021-05-05,E,32699,24537,4865
2021-05-05,F,14414,13014,7089
2021-05-05,G,46014,35889,20495
2021-05-05,H,14677,2267,517
2021-05-05,I,21724,1144,556
2021-05-05,K,3441,985,422
2021-05-05,L,7834,675,348
2021-05-05,M,89278,10771,1618
2021-05-05,N,189113,4468,984
2021-05-05,O,344,124,12
2021-05-05,P,32,0,0
2021-05-05,Q,13,1,0
2021-05-05,R,4291,51,10
2021-05-05,S,462,5,0
2021-05-05,T,338,2,1
2021-05-05,NA,47,38,23
2021-05-06,A,112096,108903,72507
2021-05-06,B,17254,14874,4137
2021-05-06,C,101359,87771,19957
2021-05-06,D,57578,46302,9337
2021-05-06,E,33156,25057,5092
2021-05-06,F,14694,14032,7177
2021-05-06,G,46308,37084,20580
2021-05-06,H,14871,3144,521
2021-05-06,I,22170,1275,560
2021-05-06,K,3509,1127,422
2021-05-06,L,8012,817,355
2021-05-06,M,91272,15133,1663
2021-05-06,N,192558,5170,1014
2021-05-06,O,356,138,13
2021-05-06,P,33,0,0
2021-05-06,Q,13,1,0
2021-05-06,R,4434,55,10
2021-05-06,S,474,5,0
2021-05-06,T,346,3,1
2021-05-06,NA,47,46,23
2021-05-07,A,112680,109384,75033
2021-05-07,B,17588,15223,4277
2021-05-07,C,102394,88710,21187
2021-05-07,D,58484,47111,9751
2021-05-07,E,34524,25530,5388
2021-05-07,F,15222,14737,7201
2021-05-07,G,46812,37790,20679
2021-05-07,H,15188,4119,525
2021-05-07,I,25172,1433,562
2021-05-07,K,3605,1293,425
2021-05-07,L,9600,917,357
2021-05-07,M,94774,20732,1694
2021-05-07,N,233469,6139,1044
2021-05-07,O,398,151,14
2021-05-07,P,37,0,0
2021-05-07,Q,13,1,0
2021-05-07,R,6965,70,10
2021-05-07,S,661,6,0
2021-05-07,T,389,3,1
2021-05-07,NA,47,47,23
2021-05-08,A,112846,109511,75927
2021-05-08,B,17728,15312,4316
2021-05-08,C,102695,88983,21658
2021-05-08,D,58773,47397,10064
2021-05-08,E,34769,25680,5581
2021-05-08,F,15378,14946,7205
2021-05-08,G,46929,37961,20756
2021-05-08,H,15276,4396,529
2021-05-08,I,25516,1519,568
2021-05-08,K,3635,1344,425
2021-05-08,L,9784,996,358
2021-05-08,M,95708,22460,1700
2021-05-08,N,237665,6622,1049
2021-05-08,O,411,155,15
2021-05-08,P,37,0,0
2021-05-08,Q,14,1,0
2021-05-08,R,7217,76,10
2021-05-08,S,692,6,0
2021-05-08,T,392,3,1
2021-05-08,NA,47,47,23
2021-05-09,A,112933,109516,75938
2021-05-09,B,17807,15320,4316
2021-05-09,C,102887,88989,21709
2021-05-09,D,58979,47410,10104
2021-05-09,E,34970,25690,5587
2021-05-09,F,15462,14952,7205
2021-05-09,G,47028,37970,20756
2021-05-09,H,15362,4402,529
2021-05-09,I,25815,1530,568
2021-05-09,K,3662,1346,425
2021-05-09,L,9940,996,358
2021-05-09,M,96602,22544,1700
2021-05-09,N,241143,6687,1049
2021-05-09,O,418,155,15
2021-05-09,P,39,0,0
2021-05-09,Q,14,1,0
2021-05-09,R,7478,79,10
2021-05-09,S,705,6,0
2021-05-09,T,396,3,1
2021-05-09,NA,47,47,23
2021-05-10,A,113497,109761,78581
2021-05-10,B,17985,15533,4534
2021-05-10,C,103573,89526,23994
2021-05-10,D,59537,47896,10856
2021-05-10,E,35424,25955,6056
2021-05-10,F,15702,15160,7228
2021-05-10,G,47239,38271,20843
2021-05-10,H,15526,5188,537
2021-05-10,I,26268,1686,571
2021-05-10,K,3721,1457,427
2021-05-10,L,10130,1010,361
2021-05-10,M,98239,27250,1753
2021-05-10,N,246645,7669,1087
2021-05-10,O,426,161,16
2021-05-10,P,40,0,0
2021-05-10,Q,14,1,0
2021-05-10,R,7764,86,10
2021-05-10,S,729,6,0
2021-05-10,T,402,3,1
2021-05-10,NA,47,47,23
2021-05-11,A,113958,110092,80946
2021-05-11,B,18168,15705,4783
2021-05-11,C,104256,90302,27275
2021-05-11,D,60081,48545,11894
2021-05-11,E,35812,26273,6677
2021-05-11,F,15906,15302,7243
2021-05-11,G,47436,38562,20949
2021-05-11,H,15649,6096,547
2021-05-11,I,26614,1868,574
2021-05-11,K,3756,1617,432
2021-05-11,L,10294,1102,365
2021-05-11,M,99709,33275,1827
2021-05-11,N,250988,9248,1146
2021-05-11,O,440,167,18
2021-05-11,P,40,0,0
2021-05-11,Q,14,1,0
2021-05-11,R,7956,103,11
2021-05-11,S,742,6,0
