week_from,week_until,calendar_week,plz,population,ncumul_firstvacc,ncumul_secondvacc
2021-02-22,2021-02-28,8,8476,1007,75,28
2021-02-22,2021-02-28,8,8477,1122,137,35
2021-02-22,2021-02-28,8,8478,936,28,19
2021-02-22,2021-02-28,8,8479,697,26,13
2021-02-22,2021-02-28,8,8482,1719,21,6
2021-02-22,2021-02-28,8,8483,2967,112,47
2021-02-22,2021-02-28,8,8484,3329,104,39
2021-02-22,2021-02-28,8,8486,1899,133,43
2021-02-22,2021-02-28,8,8487,1514,162,27
2021-02-22,2021-02-28,8,8488,4549,348,101
2021-02-22,2021-02-28,8,8489,980,34,25
2021-02-22,2021-02-28,8,8492,2077,136,76
2021-02-22,2021-02-28,8,8493,1628,62,18
2021-02-22,2021-02-28,8,8494,2895,254,34
2021-02-22,2021-02-28,8,8495,149,11,2
2021-02-22,2021-02-28,8,8496,931,21,4
2021-02-22,2021-02-28,8,8497,790,48,6
2021-02-22,2021-02-28,8,8498,940,24,2
2021-02-22,2021-02-28,8,8499,376,5,2
2021-02-22,2021-02-28,8,8523,1084,30,6
2021-02-22,2021-02-28,8,8542,5007,342,190
2021-02-22,2021-02-28,8,8543,1096,30,17
2021-02-22,2021-02-28,8,8544,406,16,10
2021-02-22,2021-02-28,8,8545,2740,124,71
2021-02-22,2021-02-28,8,8548,900,24,11
2021-02-22,2021-02-28,8,8600,27178,1187,388
2021-02-22,2021-02-28,8,8602,2681,171,101
2021-02-22,2021-02-28,8,8603,5170,255,143
2021-02-22,2021-02-28,8,8604,16897,689,336
2021-02-22,2021-02-28,8,8605,1731,62,25
2021-02-22,2021-02-28,8,8606,8166,364,163
2021-02-22,2021-02-28,8,8607,1458,70,24
2021-02-22,2021-02-28,8,8608,3783,267,72
2021-02-22,2021-02-28,8,8610,29607,2068,773
2021-02-22,2021-02-28,8,8614,1632,77,33
2021-02-22,2021-02-28,8,8615,1371,55,23
2021-02-22,2021-02-28,8,8616,790,27,15
2021-02-22,2021-02-28,8,8617,3850,127,60
2021-02-22,2021-02-28,8,8618,4825,245,111
2021-02-22,2021-02-28,8,8620,16684,1037,278
2021-02-22,2021-02-28,8,8623,8249,336,103
2021-02-22,2021-02-28,8,8624,2407,83,28
2021-02-22,2021-02-28,8,8625,5270,223,96
2021-02-22,2021-02-28,8,8626,1307,46,11
2021-02-22,2021-02-28,8,8627,3621,447,52
2021-02-22,2021-02-28,8,8630,12207,547,226
2021-02-22,2021-02-28,8,8632,3905,282,99
2021-02-22,2021-02-28,8,8633,3532,156,50
2021-02-22,2021-02-28,8,8634,8260,428,155
2021-02-22,2021-02-28,8,8635,3657,139,63
2021-02-22,2021-02-28,8,8636,8096,555,84
2021-02-22,2021-02-28,8,8637,1979,68,17
2021-02-22,2021-02-28,8,8700,13733,1094,512
2021-02-22,2021-02-28,8,8702,7857,697,347
2021-02-22,2021-02-28,8,8703,5593,484,184
2021-02-22,2021-02-28,8,8704,6426,597,305
2021-02-22,2021-02-28,8,8706,14245,949,353
2021-02-22,2021-02-28,8,8707,6186,550,229
2021-02-22,2021-02-28,8,8708,11322,1063,359
2021-02-22,2021-02-28,8,8712,11491,628,185
2021-02-22,2021-02-28,8,8713,3177,152,62
2021-02-22,2021-02-28,8,8714,475,29,11
2021-02-22,2021-02-28,8,8800,15512,804,277
2021-02-22,2021-02-28,8,8802,8931,612,217
2021-02-22,2021-02-28,8,8803,6109,442,132
2021-02-22,2021-02-28,8,8804,6073,321,162
2021-02-22,2021-02-28,8,8805,10485,519,273
2021-02-22,2021-02-28,8,8810,20446,964,370
2021-02-22,2021-02-28,8,8815,346,17,10
2021-02-22,2021-02-28,8,8816,2138,120,56
2021-02-22,2021-02-28,8,8820,15751,852,388
2021-02-22,2021-02-28,8,8824,1821,96,34
2021-02-22,2021-02-28,8,8825,885,31,18
2021-02-22,2021-02-28,8,8833,3120,95,41
2021-02-22,2021-02-28,8,8902,10020,527,248
2021-02-22,2021-02-28,8,8903,6722,399,181
2021-02-22,2021-02-28,8,8904,1667,91,54
2021-02-22,2021-02-28,8,8906,5555,312,138
2021-02-22,2021-02-28,8,8907,5200,307,149
2021-02-22,2021-02-28,8,8908,3769,143,74
2021-02-22,2021-02-28,8,8909,1322,33,11
2021-02-22,2021-02-28,8,8910,10967,644,273
2021-02-22,2021-02-28,8,8911,1123,36,24
2021-02-22,2021-02-28,8,8912,5689,146,70
2021-02-22,2021-02-28,8,8913,2580,62,33
2021-02-22,2021-02-28,8,8914,1976,169,30
2021-02-22,2021-02-28,8,8915,2752,161,119
2021-02-22,2021-02-28,8,8925,960,47,22
2021-02-22,2021-02-28,8,8926,1221,34,27
2021-02-22,2021-02-28,8,8932,5189,174,82
2021-02-22,2021-02-28,8,8933,645,13,4
2021-02-22,2021-02-28,8,8934,2377,36,22
2021-02-22,2021-02-28,8,8942,4926,204,96
2021-02-22,2021-02-28,8,8951,3068,73,29
2021-02-22,2021-02-28,8,8952,18758,860,343
2021-02-22,2021-02-28,8,8953,27635,1017,370
2021-02-22,2021-02-28,8,8954,3970,166,98
2021-02-22,2021-02-28,8,8955,2505,82,43
2021-02-22,2021-02-28,8,andere Kantone,NA,754,398
2021-02-22,2021-02-28,8,Nachbarkantone,NA,3880,1642
2021-02-22,2021-02-28,8,unbekannt,NA,1278,553
2021-02-22,2021-02-28,8,ZH aber ausserkantonal geimpft,NA,2529,1001
2021-03-01,2021-03-07,9,8001,5473,506,339
2021-03-01,2021-03-07,9,8002,9620,634,426
2021-03-01,2021-03-07,9,8003,20655,833,505
2021-03-01,2021-03-07,9,8004,27183,1193,654
2021-03-01,2021-03-07,9,8005,15505,657,359
2021-03-01,2021-03-07,9,8006,18387,1246,946
2021-03-01,2021-03-07,9,8008,16571,1504,929
2021-03-01,2021-03-07,9,8032,18170,1622,1018
2021-03-01,2021-03-07,9,8037,16044,1028,713
2021-03-01,2021-03-07,9,8038,17299,1285,874
2021-03-01,2021-03-07,9,8041,7620,545,294
2021-03-01,2021-03-07,9,8044,10947,968,727
2021-03-01,2021-03-07,9,8045,11222,722,555
2021-03-01,2021-03-07,9,8046,25704,1018,545
2021-03-01,2021-03-07,9,8047,20783,1266,794
2021-03-01,2021-03-07,9,8048,29694,1812,1013
2021-03-01,2021-03-07,9,8049,23561,1757,1050
2021-03-01,2021-03-07,9,8050,28957,1230,673
2021-03-01,2021-03-07,9,8051,23000,1372,872
2021-03-01,2021-03-07,9,8052,20277,892,494
2021-03-01,2021-03-07,9,8053,11001,1191,855
2021-03-01,2021-03-07,9,8055,20196,1418,879
2021-03-01,2021-03-07,9,8057,21221,974,621
2021-03-01,2021-03-07,9,8064,3784,217,165
2021-03-01,2021-03-07,9,8102,6717,377,230
2021-03-01,2021-03-07,9,8103,3895,201,132
2021-03-01,2021-03-07,9,8104,2675,181,69
2021-03-01,2021-03-07,9,8105,13633,554,320
2021-03-01,2021-03-07,9,8106,4807,122,67
2021-03-01,2021-03-07,9,8107,6583,285,155
2021-03-01,2021-03-07,9,8108,4174,207,133
2021-03-01,2021-03-07,9,8112,2957,103,69
2021-03-01,2021-03-07,9,8113,1435,52,36
2021-03-01,2021-03-07,9,8114,1865,71,46
2021-03-01,2021-03-07,9,8115,953,35,14
2021-03-01,2021-03-07,9,8117,4564,367,224
2021-03-01,2021-03-07,9,8118,2083,143,102
2021-03-01,2021-03-07,9,8121,1999,178,79
2021-03-01,2021-03-07,9,8122,2231,116,59
2021-03-01,2021-03-07,9,8123,2771,201,134
2021-03-01,2021-03-07,9,8124,2130,94,58
2021-03-01,2021-03-07,9,8125,5209,662,461
2021-03-01,2021-03-07,9,8126,5475,536,398
2021-03-01,2021-03-07,9,8127,4094,365,183
2021-03-01,2021-03-07,9,8132,6883,490,313
2021-03-01,2021-03-07,9,8133,1915,173,72
2021-03-01,2021-03-07,9,8134,18919,875,493
2021-03-01,2021-03-07,9,8135,7781,509,211
2021-03-01,2021-03-07,9,8136,2593,157,114
2021-03-01,2021-03-07,9,8142,4661,371,243
2021-03-01,2021-03-07,9,8143,3768,293,151
2021-03-01,2021-03-07,9,8152,21091,611,460
2021-03-01,2021-03-07,9,8153,8204,600,322
2021-03-01,2021-03-07,9,8154,7205,182,112
2021-03-01,2021-03-07,9,8155,7163,302,236
2021-03-01,2021-03-07,9,8156,2152,82,59
2021-03-01,2021-03-07,9,8157,5942,491,361
2021-03-01,2021-03-07,9,8158,467,38,31
2021-03-01,2021-03-07,9,8162,3608,166,71
2021-03-01,2021-03-07,9,8164,601,40,32
2021-03-01,2021-03-07,9,8165,3909,156,66
2021-03-01,2021-03-07,9,8166,3076,82,50
2021-03-01,2021-03-07,9,8172,4997,198,107
2021-03-01,2021-03-07,9,8173,3153,147,95
2021-03-01,2021-03-07,9,8174,1535,101,53
2021-03-01,2021-03-07,9,8175,755,33,17
2021-03-01,2021-03-07,9,8180,21389,1019,704
2021-03-01,2021-03-07,9,8181,2875,58,33
2021-03-01,2021-03-07,9,8182,1979,89,55
2021-03-01,2021-03-07,9,8184,4154,214,119
2021-03-01,2021-03-07,9,8185,4536,261,150
2021-03-01,2021-03-07,9,8187,1932,52,24
2021-03-01,2021-03-07,9,8192,5207,220,143
2021-03-01,2021-03-07,9,8193,5359,256,128
2021-03-01,2021-03-07,9,8194,1051,45,11
2021-03-01,2021-03-07,9,8195,560,22,8
2021-03-01,2021-03-07,9,8196,1468,41,25
2021-03-01,2021-03-07,9,8197,4659,173,68
2021-03-01,2021-03-07,9,8245,2530,187,65
2021-03-01,2021-03-07,9,8246,1088,29,16
2021-03-01,2021-03-07,9,8247,1470,41,32
2021-03-01,2021-03-07,9,8248,1575,92,88
2021-03-01,2021-03-07,9,8302,20144,720,535
2021-03-01,2021-03-07,9,8303,11826,638,452
2021-03-01,2021-03-07,9,8304,16830,728,377
2021-03-01,2021-03-07,9,8305,7849,659,485
2021-03-01,2021-03-07,9,8306,5311,179,127
2021-03-01,2021-03-07,9,8307,12268,613,326
2021-03-01,2021-03-07,9,8308,4589,142,93
2021-03-01,2021-03-07,9,8309,5611,290,225
2021-03-01,2021-03-07,9,8310,1509,47,33
2021-03-01,2021-03-07,9,8311,2061,125,43
2021-03-01,2021-03-07,9,8312,954,45,22
2021-03-01,2021-03-07,9,8314,349,11,6
2021-03-01,2021-03-07,9,8315,817,37,16
2021-03-01,2021-03-07,9,8317,2337,71,42
2021-03-01,2021-03-07,9,8320,6443,281,174
2021-03-01,2021-03-07,9,8322,994,54,35
2021-03-01,2021-03-07,9,8330,11524,793,280
2021-03-01,2021-03-07,9,8331,610,21,9
2021-03-01,2021-03-07,9,8332,3384,478,329
2021-03-01,2021-03-07,9,8335,3640,142,87
2021-03-01,2021-03-07,9,8340,10306,443,131
2021-03-01,2021-03-07,9,8342,933,49,19
2021-03-01,2021-03-07,9,8344,3778,163,84
2021-03-01,2021-03-07,9,8345,1131,56,36
2021-03-01,2021-03-07,9,8352,3713,265,136
2021-03-01,2021-03-07,9,8353,4374,196,124
2021-03-01,2021-03-07,9,8354,500,8,2
2021-03-01,2021-03-07,9,8400,39632,2526,1485
2021-03-01,2021-03-07,9,8403,321,121,112
2021-03-01,2021-03-07,9,8404,20278,916,562
2021-03-01,2021-03-07,9,8405,18152,1113,665
2021-03-01,2021-03-07,9,8406,13621,465,214
2021-03-01,2021-03-07,9,8408,16314,893,573
2021-03-01,2021-03-07,9,8409,3194,146,69
2021-03-01,2021-03-07,9,8412,983,44,37
2021-03-01,2021-03-07,9,8413,4712,242,194
2021-03-01,2021-03-07,9,8414,977,31,25
2021-03-01,2021-03-07,9,8415,577,34,25
2021-03-01,2021-03-07,9,8416,1423,93,78
2021-03-01,2021-03-07,9,8418,772,29,16
2021-03-01,2021-03-07,9,8421,777,27,19
2021-03-01,2021-03-07,9,8422,3877,145,106
2021-03-01,2021-03-07,9,8424,9396,610,390
2021-03-01,2021-03-07,9,8425,1091,61,50
2021-03-01,2021-03-07,9,8426,2414,82,69
2021-03-01,2021-03-07,9,8427,4787,234,150
2021-03-01,2021-03-07,9,8428,456,34,20
2021-03-01,2021-03-07,9,8442,3141,154,120
2021-03-01,2021-03-07,9,8444,2231,115,92
2021-03-01,2021-03-07,9,8447,1931,122,117
2021-03-01,2021-03-07,9,8450,2227,130,109
2021-03-01,2021-03-07,9,8451,1417,105,89
2021-03-01,2021-03-07,9,8452,699,17,13
2021-03-01,2021-03-07,9,8453,282,12,9
2021-03-01,2021-03-07,9,8457,485,44,38
2021-03-01,2021-03-07,9,8458,657,24,23
2021-03-01,2021-03-07,9,8459,376,9,9
2021-03-01,2021-03-07,9,8460,1831,140,134
2021-03-01,2021-03-07,9,8461,376,31,28
2021-03-01,2021-03-07,9,8462,1309,167,148
2021-03-01,2021-03-07,9,8463,850,41,34
2021-03-01,2021-03-07,9,8464,86,2,2
2021-03-01,2021-03-07,9,8465,389,27,26
2021-03-01,2021-03-07,9,8466,674,37,31
2021-03-01,2021-03-07,9,8467,458,23,16
2021-03-01,2021-03-07,9,8468,649,41,29
2021-03-01,2021-03-07,9,8471,1034,64,28
2021-03-01,2021-03-07,9,8472,7417,664,464
2021-03-01,2021-03-07,9,8474,1680,118,80
2021-03-01,2021-03-07,9,8475,1661,108,71
2021-03-01,2021-03-07,9,8476,1007,77,65
2021-03-01,2021-03-07,9,8477,1122,146,124
2021-03-01,2021-03-07,9,8478,936,30,22
2021-03-01,2021-03-07,9,8479,697,27,21
2021-03-01,2021-03-07,9,8482,1719,22,10
2021-03-01,2021-03-07,9,8483,2967,114,73
2021-03-01,2021-03-07,9,8484,3329,108,45
2021-03-01,2021-03-07,9,8486,1899,135,59
2021-03-01,2021-03-07,9,8487,1514,162,38
2021-03-01,2021-03-07,9,8488,4549,353,125
2021-03-01,2021-03-07,9,8489,980,34,27
2021-03-01,2021-03-07,9,8492,2077,138,97
2021-03-01,2021-03-07,9,8493,1628,64,33
2021-03-01,2021-03-07,9,8494,2895,256,116
2021-03-01,2021-03-07,9,8495,149,11,9
2021-03-01,2021-03-07,9,8496,931,21,8
2021-03-01,2021-03-07,9,8497,790,48,10
2021-03-01,2021-03-07,9,8498,940,25,9
2021-03-01,2021-03-07,9,8499,376,7,3
2021-03-01,2021-03-07,9,8523,1084,30,13
2021-03-01,2021-03-07,9,8542,5007,350,236
2021-03-01,2021-03-07,9,8543,1096,31,23
2021-03-01,2021-03-07,9,8544,406,16,12
2021-03-01,2021-03-07,9,8545,2740,126,100
2021-03-01,2021-03-07,9,8548,900,26,21
2021-03-01,2021-03-07,9,8600,27178,1236,493
2021-03-01,2021-03-07,9,8602,2681,176,104
2021-03-01,2021-03-07,9,8603,5170,259,178
2021-03-01,2021-03-07,9,8604,16897,712,381
2021-03-01,2021-03-07,9,8605,1731,67,38
2021-03-01,2021-03-07,9,8606,8166,389,199
2021-03-01,2021-03-07,9,8607,1458,75,36
2021-03-01,2021-03-07,9,8608,3783,271,120
2021-03-01,2021-03-07,9,8610,29607,2132,1151
2021-03-01,2021-03-07,9,8614,1632,81,45
2021-03-01,2021-03-07,9,8615,1371,55,35
2021-03-01,2021-03-07,9,8616,790,27,20
2021-03-01,2021-03-07,9,8617,3850,133,81
2021-03-01,2021-03-07,9,8618,4825,257,148
2021-03-01,2021-03-07,9,8620,16684,1081,447
2021-03-01,2021-03-07,9,8623,8249,349,167
2021-03-01,2021-03-07,9,8624,2407,90,43
2021-03-01,2021-03-07,9,8625,5270,230,135
2021-03-01,2021-03-07,9,8626,1307,47,20
2021-03-01,2021-03-07,9,8627,3621,470,314
2021-03-01,2021-03-07,9,8630,12207,568,300
2021-03-01,2021-03-07,9,8632,3905,284,142
2021-03-01,2021-03-07,9,8633,3532,164,79
2021-03-01,2021-03-07,9,8634,8260,448,187
2021-03-01,2021-03-07,9,8635,3657,142,92
2021-03-01,2021-03-07,9,8636,8096,585,338
2021-03-01,2021-03-07,9,8637,1979,71,35
2021-03-01,2021-03-07,9,8700,13733,1138,604
2021-03-01,2021-03-07,9,8702,7857,719,415
2021-03-01,2021-03-07,9,8703,5593,505,233
2021-03-01,2021-03-07,9,8704,6426,612,371
2021-03-01,2021-03-07,9,8706,14245,992,523
2021-03-01,2021-03-07,9,8707,6186,560,283
2021-03-01,2021-03-07,9,8708,11322,1089,452
2021-03-01,2021-03-07,9,8712,11491,775,327
2021-03-01,2021-03-07,9,8713,3177,170,96
2021-03-01,2021-03-07,9,8714,475,32,14
2021-03-01,2021-03-07,9,8800,15512,845,410
2021-03-01,2021-03-07,9,8802,8931,633,326
2021-03-01,2021-03-07,9,8803,6109,455,184
2021-03-01,2021-03-07,9,8804,6073,330,241
2021-03-01,2021-03-07,9,8805,10485,568,390
2021-03-01,2021-03-07,9,8810,20446,1047,485
2021-03-01,2021-03-07,9,8815,346,19,13
2021-03-01,2021-03-07,9,8816,2138,125,75
2021-03-01,2021-03-07,9,8820,15751,877,546
2021-03-01,2021-03-07,9,8824,1821,97,50
2021-03-01,2021-03-07,9,8825,885,31,26
2021-03-01,2021-03-07,9,8833,3120,99,61
2021-03-01,2021-03-07,9,8902,10020,539,297
2021-03-01,2021-03-07,9,8903,6722,415,246
2021-03-01,2021-03-07,9,8904,1667,97,63
2021-03-01,2021-03-07,9,8906,5555,337,196
2021-03-01,2021-03-07,9,8907,5200,340,196
2021-03-01,2021-03-07,9,8908,3769,149,103
2021-03-01,2021-03-07,9,8909,1322,35,19
2021-03-01,2021-03-07,9,8910,10967,679,520
2021-03-01,2021-03-07,9,8911,1123,41,29
2021-03-01,2021-03-07,9,8912,5689,160,99
2021-03-01,2021-03-07,9,8913,2580,67,41
2021-03-01,2021-03-07,9,8914,1976,170,91
2021-03-01,2021-03-07,9,8915,2752,173,136
2021-03-01,2021-03-07,9,8925,960,52,43
2021-03-01,2021-03-07,9,8926,1221,35,31
2021-03-01,2021-03-07,9,8932,5189,181,103
2021-03-01,2021-03-07,9,8933,645,14,7
2021-03-01,2021-03-07,9,8934,2377,41,29
2021-03-01,2021-03-07,9,8942,4926,219,128
2021-03-01,2021-03-07,9,8951,3068,76,46
2021-03-01,2021-03-07,9,8952,18758,897,524
2021-03-01,2021-03-07,9,8953,27635,1064,565
2021-03-01,2021-03-07,9,8954,3970,175,128
2021-03-01,2021-03-07,9,8955,2505,89,60
2021-03-01,2021-03-07,9,andere Kantone,NA,817,533
2021-03-01,2021-03-07,9,Nachbarkantone,NA,4149,2375
2021-03-01,2021-03-07,9,unbekannt,NA,1323,940
2021-03-01,2021-03-07,9,ZH aber ausserkantonal geimpft,NA,2915,1304
2021-03-08,2021-03-14,10,8001,5473,566,356
2021-03-08,2021-03-14,10,8002,9620,725,464
2021-03-08,2021-03-14,10,8003,20655,1016,548
2021-03-08,2021-03-14,10,8004,27183,1395,726
2021-03-08,2021-03-14,10,8005,15505,768,420
2021-03-08,2021-03-14,10,8006,18387,1445,1014
2021-03-08,2021-03-14,10,8008,16571,1741,1047
2021-03-08,2021-03-14,10,8032,18170,1845,1110
2021-03-08,2021-03-14,10,8037,16044,1205,754
2021-03-08,2021-03-14,10,8038,17299,1432,950
2021-03-08,2021-03-14,10,8041,7620,592,311
2021-03-08,2021-03-14,10,8044,10947,1138,783
2021-03-08,2021-03-14,10,8045,11222,814,597
2021-03-08,2021-03-14,10,8046,25704,1200,621
2021-03-08,2021-03-14,10,8047,20783,1450,873
2021-03-08,2021-03-14,10,8048,29694,2049,1219
2021-03-08,2021-03-14,10,8049,23561,2006,1211
2021-03-08,2021-03-14,10,8050,28957,1537,800
2021-03-08,2021-03-14,10,8051,23000,1572,964
2021-03-08,2021-03-14,10,8052,20277,1012,556
2021-03-08,2021-03-14,10,8053,11001,1289,895
2021-03-08,2021-03-14,10,8055,20196,1633,947
2021-03-08,2021-03-14,10,8057,21221,1228,667
2021-03-08,2021-03-14,10,8064,3784,240,174
2021-03-08,2021-03-14,10,8102,6717,444,271
2021-03-08,2021-03-14,10,8103,3895,237,159
2021-03-08,2021-03-14,10,8104,2675,205,77
2021-03-08,2021-03-14,10,8105,13633,632,370
2021-03-08,2021-03-14,10,8106,4807,139,84
2021-03-08,2021-03-14,10,8107,6583,309,200
2021-03-08,2021-03-14,10,8108,4174,224,171
2021-03-08,2021-03-14,10,8112,2957,111,95
2021-03-08,2021-03-14,10,8113,1435,60,44
2021-03-08,2021-03-14,10,8114,1865,80,64
2021-03-08,2021-03-14,10,8115,953,41,26
2021-03-08,2021-03-14,10,8117,4564,401,259
2021-03-08,2021-03-14,10,8118,2083,163,112
2021-03-08,2021-03-14,10,8121,1999,192,142
2021-03-08,2021-03-14,10,8122,2231,140,74
2021-03-08,2021-03-14,10,8123,2771,234,155
2021-03-08,2021-03-14,10,8124,2130,118,63
2021-03-08,2021-03-14,10,8125,5209,747,502
2021-03-08,2021-03-14,10,8126,5475,614,447
2021-03-08,2021-03-14,10,8127,4094,413,193
2021-03-08,2021-03-14,10,8132,6883,562,369
2021-03-08,2021-03-14,10,8133,1915,193,76
2021-03-08,2021-03-14,10,8134,18919,1002,700
2021-03-08,2021-03-14,10,8135,7781,558,295
2021-03-08,2021-03-14,10,8136,2593,178,119
2021-03-08,2021-03-14,10,8142,4661,409,259
2021-03-08,2021-03-14,10,8143,3768,323,245
2021-03-08,2021-03-14,10,8152,21091,735,486
2021-03-08,2021-03-14,10,8153,8204,635,374
2021-03-08,2021-03-14,10,8154,7205,214,127
2021-03-08,2021-03-14,10,8155,7163,337,244
2021-03-08,2021-03-14,10,8156,2152,95,61
2021-03-08,2021-03-14,10,8157,5942,517,399
2021-03-08,2021-03-14,10,8158,467,40,32
2021-03-08,2021-03-14,10,8162,3608,183,108
2021-03-08,2021-03-14,10,8164,601,44,35
2021-03-08,2021-03-14,10,8165,3909,187,77
2021-03-08,2021-03-14,10,8166,3076,97,55
2021-03-08,2021-03-14,10,8172,4997,223,114
2021-03-08,2021-03-14,10,8173,3153,165,105
2021-03-08,2021-03-14,10,8174,1535,108,55
2021-03-08,2021-03-14,10,8175,755,37,19
2021-03-08,2021-03-14,10,8180,21389,1165,789
2021-03-08,2021-03-14,10,8181,2875,79,36
2021-03-08,2021-03-14,10,8182,1979,107,66
2021-03-08,2021-03-14,10,8184,4154,232,184
2021-03-08,2021-03-14,10,8185,4536,286,201
2021-03-08,2021-03-14,10,8187,1932,60,30
2021-03-08,2021-03-14,10,8192,5207,247,152
2021-03-08,2021-03-14,10,8193,5359,300,133
2021-03-08,2021-03-14,10,8194,1051,53,15
2021-03-08,2021-03-14,10,8195,560,26,10
2021-03-08,2021-03-14,10,8196,1468,49,25
2021-03-08,2021-03-14,10,8197,4659,201,73
2021-03-08,2021-03-14,10,8245,2530,195,71
2021-03-08,2021-03-14,10,8246,1088,31,19
2021-03-08,2021-03-14,10,8247,1470,43,35
2021-03-08,2021-03-14,10,8248,1575,94,89
2021-03-08,2021-03-14,10,8302,20144,843,561
2021-03-08,2021-03-14,10,8303,11826,727,475
2021-03-08,2021-03-14,10,8304,16830,854,404
2021-03-08,2021-03-14,10,8305,7849,800,573
2021-03-08,2021-03-14,10,8306,5311,216,146
2021-03-08,2021-03-14,10,8307,12268,704,490
2021-03-08,2021-03-14,10,8308,4589,187,109
2021-03-08,2021-03-14,10,8309,5611,337,232
2021-03-08,2021-03-14,10,8310,1509,63,36
2021-03-08,2021-03-14,10,8311,2061,142,47
2021-03-08,2021-03-14,10,8312,954,51,28
2021-03-08,2021-03-14,10,8314,349,13,6
2021-03-08,2021-03-14,10,8315,817,46,19
2021-03-08,2021-03-14,10,8317,2337,85,52
2021-03-08,2021-03-14,10,8320,6443,328,224
2021-03-08,2021-03-14,10,8322,994,65,42
2021-03-08,2021-03-14,10,8330,11524,907,380
2021-03-08,2021-03-14,10,8331,610,37,14
2021-03-08,2021-03-14,10,8332,3384,493,349
2021-03-08,2021-03-14,10,8335,3640,165,95
2021-03-08,2021-03-14,10,8340,10306,517,193
2021-03-08,2021-03-14,10,8342,933,55,27
2021-03-08,2021-03-14,10,8344,3778,190,94
2021-03-08,2021-03-14,10,8345,1131,61,39
2021-03-08,2021-03-14,10,8352,3713,287,202
2021-03-08,2021-03-14,10,8353,4374,227,129
2021-03-08,2021-03-14,10,8354,500,10,4
2021-03-08,2021-03-14,10,8400,39632,3035,1591
2021-03-08,2021-03-14,10,8403,321,121,112
2021-03-08,2021-03-14,10,8404,20278,1138,669
2021-03-08,2021-03-14,10,8405,18152,1337,721
2021-03-08,2021-03-14,10,8406,13621,586,254
2021-03-08,2021-03-14,10,8408,16314,1070,676
2021-03-08,2021-03-14,10,8409,3194,170,82
2021-03-08,2021-03-14,10,8412,983,51,37
2021-03-08,2021-03-14,10,8413,4712,280,207
2021-03-08,2021-03-14,10,8414,977,40,28
2021-03-08,2021-03-14,10,8415,577,38,28
2021-03-08,2021-03-14,10,8416,1423,101,80
2021-03-08,2021-03-14,10,8418,772,30,21
2021-03-08,2021-03-14,10,8421,777,29,21
2021-03-08,2021-03-14,10,8422,3877,172,112
2021-03-08,2021-03-14,10,8424,9396,648,409
2021-03-08,2021-03-14,10,8425,1091,64,55
2021-03-08,2021-03-14,10,8426,2414,88,73
2021-03-08,2021-03-14,10,8427,4787,251,187
2021-03-08,2021-03-14,10,8428,456,37,29
2021-03-08,2021-03-14,10,8442,3141,179,133
2021-03-08,2021-03-14,10,8444,2231,136,95
2021-03-08,2021-03-14,10,8447,1931,128,120
2021-03-08,2021-03-14,10,8450,2227,146,117
2021-03-08,2021-03-14,10,8451,1417,115,94
2021-03-08,2021-03-14,10,8452,699,22,14
2021-03-08,2021-03-14,10,8453,282,13,9
2021-03-08,2021-03-14,10,8457,485,48,39
2021-03-08,2021-03-14,10,8458,657,26,24
2021-03-08,2021-03-14,10,8459,376,10,9
2021-03-08,2021-03-14,10,8460,1831,145,134
2021-03-08,2021-03-14,10,8461,376,32,30
2021-03-08,2021-03-14,10,8462,1309,200,148
2021-03-08,2021-03-14,10,8463,850,47,34
2021-03-08,2021-03-14,10,8464,86,2,2
2021-03-08,2021-03-14,10,8465,389,27,26
2021-03-08,2021-03-14,10,8466,674,40,33
2021-03-08,2021-03-14,10,8467,458,26,17
2021-03-08,2021-03-14,10,8468,649,45,36
2021-03-08,2021-03-14,10,8471,1034,71,31
2021-03-08,2021-03-14,10,8472,7417,733,507
2021-03-08,2021-03-14,10,8474,1680,135,98
2021-03-08,2021-03-14,10,8475,1661,120,90
2021-03-08,2021-03-14,10,8476,1007,77,72
2021-03-08,2021-03-14,10,8477,1122,148,130
2021-03-08,2021-03-14,10,8478,936,36,24
2021-03-08,2021-03-14,10,8479,697,31,21
2021-03-08,2021-03-14,10,8482,1719,34,14
2021-03-08,2021-03-14,10,8483,2967,136,81
2021-03-08,2021-03-14,10,8484,3329,132,49
2021-03-08,2021-03-14,10,8486,1899,143,60
2021-03-08,2021-03-14,10,8487,1514,169,38
2021-03-08,2021-03-14,10,8488,4549,372,129
2021-03-08,2021-03-14,10,8489,980,41,29
2021-03-08,2021-03-14,10,8492,2077,148,101
2021-03-08,2021-03-14,10,8493,1628,71,38
2021-03-08,2021-03-14,10,8494,2895,278,181
2021-03-08,2021-03-14,10,8495,149,11,10
2021-03-08,2021-03-14,10,8496,931,27,11
2021-03-08,2021-03-14,10,8497,790,53,13
2021-03-08,2021-03-14,10,8498,940,30,13
2021-03-08,2021-03-14,10,8499,376,9,3
2021-03-08,2021-03-14,10,8523,1084,34,14
2021-03-08,2021-03-14,10,8542,5007,401,246
2021-03-08,2021-03-14,10,8543,1096,44,25
2021-03-08,2021-03-14,10,8544,406,17,13
2021-03-08,2021-03-14,10,8545,2740,191,105
2021-03-08,2021-03-14,10,8548,900,68,21
2021-03-08,2021-03-14,10,8600,27178,1428,596
2021-03-08,2021-03-14,10,8602,2681,203,150
